OCHREL07,OCHID07,OCHSN07,Q35A1A,Q35A1B,Q35A1C,Q35A1D,Q35A1E,Q35A1F,Q35A1G,Q35A1H,Q35A1I,Q35A1J,Q35A1K,Q35A1L,Q35A1M,Q35A1N,Q35A2A,Q35A2B,Q35A2C,Q35A2D,Q35A2E,Q35A2F,Q35A2G,Q35A3,Q35A4,Q35A51,Q35A52,Q35A53,Q35A6,Q35A7,Q35A8A,Q35A8A1,Q35A8B,Q35A8B1,Q35A8C,Q35A8C1,Q35A8D,Q35A8D1,Q35A8E,Q35A8E1,Q35A8F,Q35A8F1,Q35A8G,Q35A8G1,Q35A9A,Q35A9B,Q35A9C,Q35A9D,Q35A10,Q35A11,Q35A11A1,Q35A11A2,Q35A11B1,Q35A11B2,Q35A12,Q35A13,Q35A141,Q35A142,Q35A143
1,6165,3,1,2,3,2,5,1,2,4,2,1,4,5,3,3,4,4,4,3,4,2,5,4,4,3,0,0,5,4,1,6,1,6,1,6,1,4,5,0,1,6,1,6,1,5,5,4,2,1,2,3,4,3,7,6,4,97,0
1,6165,4,1,2,3,2,4,2,2,4,2,1,4,5,3,3,4,4,4,4,4,2,5,4,5,3,0,0,5,4,5,0,1,6,1,6,1,4,5,0,1,5,1,5,1,5,5,5,2,5,0,0,0,0,7,6,5,0,0
1,5076,3,1,1,2,2,3,1,1,2,1,1,1,1,2,1,4,2,3,3,4,4,5,4,4,3,0,0,4,4,1,3,1,5,1,5,1,3,5,0,1,4,1,4,1,5,1,2,2,1,4,3,10,3,7,6,4,0,0
1,204,2,1,2,3,1,4,4,2,1,4,1,4,4,3,3,4,3,4,4,5,3,5,2,1,0,0,0,2,2,5,0,5,0,1,6,5,0,5,0,5,0,5,0,4,3,1,3,2,1,7,3,9,3,6,5,4,0,0
1,2370,3,2,5,4,1,3,4,3,4,3,3,4,4,1,4,5,4,4,4,4,3,5,4,5,3,21,23,4,4,1,4,1,5,1,4,1,5,1,4,1,3,1,3,1,2,4,4,1,1,4,3,4,3,8,6,1,0,0
1,2370,4,2,4,2,1,4,4,2,1,2,1,3,4,1,3,5,3,3,4,4,3,4,4,3,3,23,97,4,4,1,4,1,5,1,4,1,5,1,5,1,4,1,4,1,3,4,3,1,5,0,0,0,0,7,8,1,0,0
1,7453,3,1,1,3,1,5,1,1,2,2,1,1,4,1,1,2,1,5,5,5,1,5,4,1,0,0,0,3,4,5,0,1,5,1,5,5,0,5,0,1,5,1,5,3,1,2,4,1,9,0,0,0,0,6,5,1,0,0
1,7071,3,1,1,4,4,4,1,3,3,1,2,3,3,2,3,5,3,5,5,5,4,5,1,1,0,0,0,2,4,5,0,5,0,5,0,5,0,1,2,5,0,1,5,2,1,2,4,1,5,0,0,0,0,8,8,13,0,0
1,7071,4,1,1,4,4,4,1,4,4,1,3,5,4,3,4,5,5,5,5,5,5,5,1,3,17,14,0,2,4,1,2,1,2,1,2,1,2,5,0,5,0,1,5,3,5,5,2,2,5,0,0,0,0,6,6,95,0,0
1,3476,3,1,1,3,1,5,1,1,3,2,1,2,1,1,1,1,2,5,2,3,2,4,3,1,0,0,0,2,3,5,0,1,4,1,4,5,0,1,5,5,0,5,0,1,4,2,2,2,1,2,3,7,3,8,6,9,14,0
1,3348,3,1,2,3,3,3,2,1,3,1,3,3,4,1,2,5,3,4,2,4,4,5,4,3,3,0,0,4,4,1,6,1,4,1,4,1,4,1,4,1,4,1,4,3,5,4,4,1,1,2,3,12,3,6,8,4,0,0
1,3348,4,1,1,3,3,2,2,2,3,1,3,3,4,1,2,5,3,4,3,4,4,5,4,2,3,0,0,4,4,5,0,1,6,1,4,5,0,1,6,1,4,1,4,3,5,4,5,1,1,2,3,12,3,6,8,13,4,0
1,7512,5,3,2,4,1,5,2,2,4,2,1,4,4,4,2,1,2,2,2,5,5,4,3,3,11,3,20,2,4,1,5,1,2,1,5,1,5,1,4,1,5,5,0,5,1,3,5,1,1,3,3,14,3,6,6,2,0,0
1,7070,4,2,4,1,1,4,2,1,1,2,1,2,1,2,2,5,2,4,4,5,4,5,4,1,0,0,0,4,3,5,0,5,0,1,4,5,0,5,0,5,0,5,0,1,1,1,4,2,1,3,3,6,3,7,6,1,0,0
1,1776,3,1,2,3,2,4,2,1,3,1,2,1,1,1,1,5,4,5,4,3,4,5,2,4,3,8,0,5,4,5,0,1,4,5,0,5,0,5,0,1,4,1,5,1,5,1,4,1,5,0,0,0,0,6,6,4,0,0
1,5913,3,1,3,2,2,3,4,1,4,3,2,2,3,2,3,3,2,2,3,1,4,5,3,3,3,0,0,4,4,5,0,5,0,1,4,5,0,5,0,5,0,5,0,1,5,2,1,1,5,0,0,0,0,7,6,5,2,17
1,5177,3,2,2,3,2,4,2,2,3,2,2,2,3,1,2,4,4,4,4,4,3,5,2,5,3,0,0,4,3,1,3,1,2,1,3,1,3,1,2,1,3,1,3,2,4,2,5,3,1,3,3,6,3,8,8,5,20,0
1,5177,5,2,3,3,2,5,4,2,3,2,2,2,3,3,4,5,4,4,5,3,4,5,1,4,3,0,0,4,3,5,0,1,2,1,2,1,2,1,2,1,2,1,2,2,4,2,2,2,1,3,3,10,3,8,8,2,20,5
1,6411,4,3,5,5,4,5,3,3,5,5,3,5,5,4,3,5,5,3,5,5,3,4,4,1,0,0,0,4,4,1,4,1,5,1,5,1,5,5,0,5,0,1,5,4,5,5,4,2,5,0,0,0,0,2,2,4,2,0
1,5269,3,1,3,3,1,4,3,1,2,1,2,2,4,1,3,5,3,4,3,2,3,4,4,1,0,0,0,4,4,1,3,1,4,1,4,5,0,5,0,1,4,1,4,2,4,3,4,2,1,2,3,10,3,8,7,4,0,0
1,8014,4,1,1,1,1,4,3,1,1,3,1,1,1,1,2,1,1,3,3,2,3,3,1,1,0,0,0,2,2,5,0,5,0,5,0,5,0,1,1,5,0,5,0,5,1,1,1,2,5,0,0,0,0,6,6,4,0,0
1,3472,3,1,1,2,3,2,3,2,1,1,2,3,2,2,3,5,5,4,4,4,4,5,3,3,8,13,20,3,3,5,0,1,2,5,0,5,0,1,3,5,0,5,0,2,5,2,3,2,1,10,3,10,3,6,6,5,1,0
1,2407,3,1,1,2,1,2,1,1,2,1,1,2,1,1,1,4,3,3,4,3,4,4,3,1,0,0,0,4,3,5,0,1,1,5,0,5,0,5,0,5,0,1,1,1,1,2,1,2,5,0,0,0,0,7,7,95,0,0
1,2407,4,1,1,2,1,3,2,2,4,2,1,3,2,1,2,4,4,4,4,3,3,4,3,5,3,0,0,5,4,5,0,1,1,5,0,5,0,5,0,1,1,1,1,2,1,4,2,1,5,0,0,0,0,7,7,95,0,0
1,1400,3,1,1,2,2,5,2,1,1,3,2,3,1,1,2,3,2,5,4,3,4,5,3,1,0,0,0,3,3,5,0,5,0,5,0,5,0,1,4,1,4,5,0,1,5,1,1,2,5,0,0,0,0,7,7,97,0,0
1,1279,3,1,1,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,3,3,2,2,4,3,3,0,0,2,2,1,3,1,3,1,4,1,3,1,3,1,3,1,3,1,4,2,4,2,1,11,3,11,3,6,2,3,0,0
1,1279,4,1,1,3,2,3,2,1,2,1,2,2,3,2,2,4,3,3,3,3,2,3,4,2,3,0,0,3,3,1,5,1,4,1,5,1,4,1,4,1,5,1,5,1,5,4,5,2,1,9,3,9,3,6,2,98,0,0
1,4816,3,2,1,1,1,3,1,1,3,1,1,3,1,1,1,2,4,3,2,1,4,4,1,6,3,0,0,5,3,5,0,1,5,1,5,1,5,1,5,1,4,1,5,4,1,1,3,3,1,7,3,10,3,6,5,1,0,0
1,1484,3,2,2,3,2,4,3,1,2,3,1,3,4,2,2,4,4,4,4,4,3,5,1,1,0,0,0,3,4,5,0,5,0,1,5,5,0,5,0,5,0,1,5,2,5,4,3,2,5,0,0,0,0,6,6,5,0,0
1,7710,4,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,3,3,4,1,1,0,0,0,4,4,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,2,2,1,1,2,3,12,3,6,5,98,0,0
1,3698,3,1,4,3,1,5,3,1,2,2,2,3,2,2,3,5,4,4,3,4,3,4,5,2,1,16,0,4,3,5,0,1,4,5,0,5,0,5,0,1,3,5,0,2,1,2,2,2,1,2,3,5,3,6,6,17,0,0
1,3425,3,2,3,3,2,4,2,2,3,3,2,3,4,2,2,4,4,4,3,4,4,4,4,1,0,0,0,4,4,5,0,1,4,1,4,5,0,5,0,1,4,1,5,4,4,4,4,2,5,0,0,0,0,6,6,4,0,0
1,5916,3,2,3,1,1,3,3,3,2,3,3,2,5,2,3,4,3,5,2,2,2,5,3,1,0,0,0,4,4,1,4,1,4,1,4,1,4,1,5,1,4,1,4,1,4,4,4,1,5,0,0,0,0,6,6,95,0,0
1,5916,4,2,3,2,2,3,3,3,2,3,3,2,5,2,2,3,3,3,3,3,3,5,3,4,3,15,0,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,4,4,1,5,0,0,0,0,6,6,10,0,0
1,773,4,1,1,4,2,3,1,2,4,1,2,3,4,1,2,2,3,4,3,2,4,3,1,3,3,8,0,2,4,1,4,1,3,1,4,1,2,5,0,1,4,1,5,1,5,5,3,2,1,12,3,13,3,6,5,4,10,0
1,3923,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,1,1,1,0,0,0,4,4,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,1,1,1,5,0,0,0,0,6,6,1,4,0
1,450,3,1,1,2,1,5,2,1,1,1,1,1,4,1,4,5,2,5,5,5,2,5,1,1,0,0,0,2,4,5,0,1,5,1,5,5,0,1,5,1,5,1,5,4,5,4,5,1,1,9,3,10,3,7,6,3,0,0
1,845,5,2,2,2,1,2,3,1,1,2,1,1,1,1,2,5,2,3,3,3,3,4,4,1,0,0,0,4,4,5,0,1,4,5,0,1,4,1,5,5,0,5,0,4,1,1,4,2,5,0,0,0,0,5,2,1,97,0
1,3500,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,3,1,2,3,1,1,3,1,1,0,0,0,4,4,5,0,1,5,5,0,5,0,1,2,5,0,5,0,4,1,2,1,1,5,0,0,0,0,6,6,95,0,0
1,4000,3,1,2,3,1,3,2,1,3,1,1,3,1,1,2,5,3,4,4,4,4,5,2,4,3,17,0,4,3,5,0,1,4,1,4,1,3,5,0,5,0,5,0,1,2,1,2,1,1,3,3,5,3,8,8,4,1,5
1,4000,4,1,3,3,1,3,3,1,3,2,1,3,2,1,3,5,3,3,3,4,3,5,2,5,3,17,0,3,3,5,0,1,4,1,4,1,4,5,0,5,0,5,0,1,3,2,2,2,1,3,3,5,3,6,6,4,0,0
1,1216,3,2,3,2,1,5,1,3,2,5,1,1,4,2,5,5,4,5,5,5,5,5,4,1,0,0,0,5,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,2,1,9,0,0,0,0,6,7,1,0,0
1,1216,4,3,3,3,4,5,1,2,2,5,3,1,3,2,5,5,5,5,5,5,5,5,4,1,0,0,0,5,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,3,5,1,9,0,0,0,0,6,8,1,0,0
1,5361,3,1,2,4,3,4,2,2,4,3,2,4,4,3,2,5,4,4,4,4,3,5,2,3,3,17,8,4,3,1,3,1,4,1,4,1,3,5,0,1,4,1,5,2,4,4,4,2,1,2,3,3,3,6,6,4,0,0
1,5361,4,1,3,4,1,5,4,2,4,3,1,3,4,2,3,5,4,4,4,4,5,5,2,5,3,14,0,4,4,1,3,1,4,1,4,1,3,5,0,1,4,1,5,2,5,4,4,2,1,2,3,3,3,6,5,4,0,0
1,3132,3,1,1,2,1,3,1,1,2,1,2,3,1,1,1,4,2,2,2,3,1,2,2,2,3,17,0,5,4,5,0,1,5,1,1,1,2,1,5,1,4,1,6,4,1,2,4,2,5,0,0,0,0,3,2,4,5,0
1,1971,3,1,2,2,1,3,1,1,1,3,1,1,1,1,1,5,3,3,3,2,3,4,4,1,0,0,0,4,4,5,0,1,5,1,5,1,5,1,5,5,0,1,5,1,1,3,4,3,5,0,0,0,0,6,6,13,0,0
1,5424,3,1,2,3,2,3,1,2,2,1,2,3,2,2,2,5,3,5,4,4,3,4,3,3,1,97,0,5,4,1,3,1,4,1,5,1,4,1,4,1,4,1,5,2,4,3,4,2,5,0,0,0,0,6,6,95,0,0
1,1714,3,1,2,3,3,4,3,1,3,3,2,3,4,1,2,5,3,4,4,3,4,5,3,4,3,14,0,4,4,5,0,1,4,1,4,1,4,5,0,1,4,5,0,4,4,4,4,2,1,4,3,8,3,4,5,4,0,0
1,2900,3,1,2,2,2,4,1,1,3,2,1,2,4,2,1,4,3,4,2,2,2,3,4,2,3,0,0,4,4,5,0,1,4,1,4,1,2,5,0,1,4,1,4,2,4,4,2,2,1,3,3,9,3,6,6,4,0,0
1,6378,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,2,2,1,2,1,1,0,0,0,1,1,5,0,1,4,1,4,1,4,5,0,5,0,1,4,8,1,4,4,2,1,3,3,12,3,8,6,4,0,0
1,4383,3,1,1,2,2,3,1,2,3,1,2,2,4,2,1,5,3,4,4,2,3,5,1,4,3,0,0,4,4,1,4,1,5,1,5,1,4,1,5,1,5,1,4,1,5,5,3,2,1,10,3,10,3,6,2,97,0,0
1,4256,3,2,1,2,1,2,1,1,1,2,1,1,1,1,1,3,2,2,3,2,2,4,5,3,1,0,0,2,3,5,0,1,5,1,5,5,0,5,0,5,0,5,0,4,2,1,4,2,5,0,0,0,0,6,6,4,0,0
1,3354,2,4,5,3,2,5,4,1,2,4,1,1,5,2,4,5,3,3,4,3,5,5,2,1,0,0,0,5,4,1,5,1,4,1,4,1,3,1,5,1,4,1,5,1,2,4,5,2,1,6,3,9,3,7,7,1,0,0
1,1735,5,2,2,2,1,3,2,1,3,1,1,1,3,1,2,5,3,3,3,3,2,4,2,4,8,0,0,2,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,2,3,3,2,1,3,3,6,3,6,6,1,0,0
1,1735,6,2,3,2,2,3,3,1,2,3,1,2,4,1,2,5,3,3,4,3,1,3,2,4,8,0,0,2,4,5,0,5,0,1,5,5,0,5,0,5,0,1,5,1,3,4,4,2,1,3,3,6,3,6,2,3,0,0
1,2206,3,2,2,3,3,4,4,1,4,2,1,1,2,1,2,1,2,3,3,3,2,4,1,2,8,0,0,3,4,5,0,1,5,5,0,5,0,5,0,1,5,5,0,2,1,2,2,1,1,30,2,6,3,6,6,17,13,97
1,468,3,2,3,4,1,5,4,2,4,2,2,4,5,1,2,5,4,4,4,3,4,5,1,6,3,0,0,4,4,5,0,1,4,1,4,5,0,5,0,1,5,1,5,4,5,5,4,1,1,3,3,5,3,7,6,1,0,0
1,1956,4,4,4,3,3,2,4,2,2,3,2,2,3,1,1,4,2,2,4,3,3,5,1,1,0,0,0,3,4,1,4,1,4,1,4,1,5,1,5,1,5,1,5,1,4,4,4,1,1,3,3,4,3,6,6,17,1,0
1,287,3,4,3,4,2,5,4,1,1,5,1,2,3,1,3,5,3,4,5,4,4,5,2,1,0,0,0,2,4,1,3,1,4,1,3,1,4,1,5,1,3,1,4,4,2,2,3,1,1,3,3,4,3,6,6,1,3,0
1,793,3,3,3,2,3,5,3,3,2,5,2,4,4,3,5,5,4,4,5,4,5,5,4,2,3,0,0,4,4,1,4,1,5,1,4,1,5,1,4,1,4,1,4,4,5,5,5,2,5,0,0,0,0,5,5,3,0,0
1,793,4,3,3,2,3,4,3,2,4,3,2,4,4,3,4,5,4,4,4,4,5,5,4,3,14,2,0,4,4,1,4,1,5,1,4,1,5,1,4,1,4,1,4,3,5,5,4,2,5,0,0,0,0,5,5,3,0,0
1,6616,4,1,1,4,1,3,2,1,2,2,1,4,1,1,2,1,4,4,3,2,5,5,3,3,8,3,0,5,4,1,5,5,0,1,4,5,0,5,0,1,4,1,3,4,1,1,4,1,5,0,0,0,0,7,6,4,1,0
1,1419,5,2,1,2,1,3,1,1,3,1,1,3,2,1,1,3,3,3,2,3,2,4,3,3,3,0,0,3,3,5,0,1,3,1,4,1,4,1,4,1,4,1,5,4,5,2,3,2,1,3,3,9,3,6,6,4,0,0
1,1944,4,1,1,1,1,4,1,1,1,1,1,1,2,2,1,4,1,3,2,2,2,4,4,1,0,0,0,5,3,5,0,5,0,1,6,5,0,5,0,5,0,5,0,3,1,1,4,2,1,4,3,4,3,6,6,1,0,0
1,6985,3,1,1,2,2,3,1,1,4,1,2,3,1,3,2,1,3,4,3,4,5,4,2,4,3,0,0,4,4,5,0,1,4,1,5,5,0,1,5,5,0,1,4,4,1,2,4,2,1,5,3,5,3,6,6,4,0,0
1,3587,3,1,4,2,2,4,3,2,1,3,1,3,3,1,5,5,2,5,5,4,4,5,2,2,7,0,0,3,4,1,4,1,5,1,4,1,4,1,5,1,4,1,4,1,5,3,4,2,5,0,0,0,0,7,7,1,0,0
1,1467,3,1,3,3,2,5,4,2,3,4,2,3,3,3,4,5,4,4,4,4,4,5,2,4,3,0,0,4,4,1,5,5,0,1,4,5,0,5,0,1,4,5,0,2,5,2,4,2,5,0,0,0,0,7,6,95,0,0
1,399,3,1,2,2,2,4,4,4,4,2,2,4,4,2,2,5,2,4,4,4,4,5,2,2,8,3,13,4,4,5,0,5,0,5,0,5,0,5,0,1,6,1,6,1,1,4,2,2,1,5,3,5,3,7,6,4,0,0
1,933,5,3,1,3,2,5,4,1,3,4,3,4,3,2,4,4,4,4,4,3,5,5,2,2,11,0,0,4,4,5,0,1,4,5,0,1,4,5,0,5,0,5,0,3,1,1,1,1,5,0,0,0,0,7,7,18,0,0
1,2590,3,2,4,4,4,4,3,3,3,4,3,1,1,1,1,4,3,4,4,3,4,3,4,1,0,0,0,4,4,5,0,5,0,5,0,5,0,5,0,5,0,1,5,4,1,1,3,2,5,0,0,0,0,6,6,95,0,0
1,3017,3,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,5,3,3,4,4,4,2,7,0,0,4,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,3,2,5,0,0,0,0,6,6,95,0,0
1,3017,4,1,2,3,2,2,2,1,2,2,3,1,3,1,2,3,4,4,3,4,4,5,4,5,12,0,0,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,3,5,2,1,9,3,9,3,4,4,4,1,0
1,4945,3,2,2,2,2,3,2,1,2,3,1,1,1,2,2,5,2,3,3,2,2,5,4,3,13,0,0,4,3,5,0,1,5,5,0,5,0,5,0,5,0,5,0,3,1,1,4,1,5,0,0,0,0,7,6,17,0,0
1,4945,4,2,2,3,1,2,4,2,3,3,2,1,2,2,2,4,4,4,3,3,3,5,4,4,3,13,5,2,4,5,0,1,5,5,0,5,0,5,0,5,0,5,0,3,1,2,4,1,5,0,0,0,0,6,6,5,0,0
1,4126,4,2,1,4,3,4,5,1,2,3,2,3,1,2,1,1,1,3,2,2,3,5,2,1,0,0,0,4,4,1,2,5,0,1,3,1,2,5,0,1,3,1,4,4,4,1,4,1,5,0,0,0,0,6,4,1,0,0
1,863,3,3,5,5,3,5,5,3,5,5,3,1,5,3,4,3,4,5,5,4,5,5,5,2,13,0,0,2,4,1,5,1,2,1,2,1,1,1,2,1,2,1,4,2,5,5,5,1,1,6,3,8,3,2,2,98,0,0
1,1060,3,2,4,4,1,4,4,2,4,3,2,3,4,1,1,5,4,5,5,5,2,5,3,5,9,3,0,5,4,5,0,1,6,1,6,5,0,5,0,5,0,5,0,3,1,3,1,1,1,3,3,3,3,6,7,18,0,0
1,3692,3,1,2,4,1,4,1,1,2,2,1,3,3,1,1,2,1,2,2,3,4,2,4,3,3,14,0,3,4,5,0,5,0,5,0,5,0,5,0,1,4,1,5,1,3,4,2,2,5,0,0,0,0,6,6,2,0,0
1,2353,3,1,1,2,1,3,2,1,4,4,1,1,4,4,5,5,2,3,4,3,2,5,1,5,3,13,0,5,3,1,4,1,5,1,4,1,5,5,0,1,4,1,4,2,5,2,4,1,1,3,3,4,3,6,6,1,18,5
1,2053,3,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,3,3,1,2,4,2,1,1,0,0,0,2,4,5,0,5,0,1,5,5,0,5,0,5,0,5,0,5,1,2,4,2,1,3,3,10,3,6,2,4,0,0
1,2053,4,1,1,3,1,5,2,1,1,1,2,1,1,1,1,1,5,4,2,4,4,2,1,1,0,0,0,2,2,5,0,5,0,1,4,5,0,5,0,5,0,1,1,5,1,1,2,4,1,3,3,8,3,7,3,4,0,0
1,195,3,2,2,3,1,4,2,1,1,2,1,2,3,2,2,4,3,4,4,4,4,5,2,1,0,0,0,3,4,5,0,1,5,1,4,1,4,1,4,1,4,1,4,1,1,3,5,2,5,0,0,0,0,6,5,2,0,0
1,3260,3,1,3,2,1,2,3,1,2,1,1,2,1,1,2,2,1,3,2,3,2,3,3,1,0,0,0,3,3,5,0,1,4,5,0,1,4,5,0,1,4,1,2,2,1,1,2,2,5,0,0,0,0,6,6,3,1,0
1,3260,4,1,3,1,1,4,3,1,3,3,3,1,1,1,1,3,3,5,4,1,1,4,3,1,0,0,0,2,3,1,3,1,4,1,4,1,5,5,0,1,4,1,4,2,2,2,2,1,5,0,0,0,0,6,6,1,0,0
1,1441,3,1,2,3,2,4,3,1,2,3,2,3,3,1,4,5,3,4,4,5,3,5,1,1,0,0,0,4,4,1,5,1,5,1,4,1,4,1,4,1,5,1,5,1,5,4,5,2,1,4,3,11,3,6,6,13,0,0
1,3494,3,1,2,2,1,5,5,1,2,3,1,1,1,1,2,5,4,5,4,5,5,5,4,1,0,0,0,4,4,1,4,1,5,1,4,1,4,1,4,1,5,1,5,1,1,2,3,1,5,0,0,0,0,6,6,95,0,0
1,3494,4,1,1,2,1,5,4,1,1,3,3,1,5,1,5,5,4,4,4,5,4,5,3,1,0,0,0,4,4,1,5,1,5,1,5,1,4,1,4,1,5,1,4,1,5,2,4,2,5,0,0,0,0,6,2,10,0,0
1,5201,3,2,2,2,1,3,2,2,1,2,1,3,4,2,3,4,2,2,3,2,2,4,2,2,12,0,0,3,4,1,4,1,5,1,5,1,5,1,6,1,5,1,5,3,5,4,4,2,1,5,3,8,3,7,7,4,0,0
1,5201,4,2,2,2,1,2,3,1,1,2,1,3,3,2,3,4,2,2,3,2,1,4,2,2,6,0,0,3,4,1,5,1,5,1,5,1,5,1,6,1,5,1,5,3,5,4,4,2,1,4,3,8,3,6,6,2,0,0
1,1635,3,1,1,2,1,4,4,1,4,1,2,2,2,2,2,3,2,4,4,4,4,5,1,5,11,3,0,4,4,5,0,1,4,1,4,1,2,5,0,5,0,1,4,1,2,2,3,2,1,3,3,17,3,6,6,4,0,0
1,1635,4,1,2,3,1,4,3,4,4,2,3,2,4,2,3,4,3,4,4,4,3,5,1,3,3,7,0,4,3,5,0,1,4,1,5,1,3,5,0,1,4,1,4,1,4,5,4,2,1,2,3,11,3,6,6,95,0,0
1,5806,3,4,1,3,3,4,3,2,3,4,1,4,5,3,4,5,4,4,4,4,4,5,2,2,8,0,0,3,4,1,4,1,4,1,4,5,0,1,4,1,4,1,5,4,5,5,4,2,5,0,0,0,0,6,4,4,0,0
1,5084,3,1,1,4,1,5,1,2,4,1,4,4,1,2,3,5,4,4,3,4,4,5,1,1,0,0,0,5,4,1,5,1,3,1,5,1,4,5,0,1,4,1,5,2,5,2,5,1,1,3,3,3,3,8,8,4,0,0
1,5166,3,2,1,2,3,4,3,2,4,2,1,1,3,2,3,5,3,3,4,3,3,5,4,4,3,0,0,4,4,5,0,1,5,5,0,5,0,5,0,1,4,1,5,5,5,4,4,1,5,0,0,0,0,6,6,95,0,0
1,5166,4,2,2,2,3,4,2,1,3,2,1,2,3,2,3,5,4,4,3,3,4,4,4,4,3,0,0,4,3,5,0,1,4,5,0,5,0,5,0,5,0,1,5,4,5,4,4,1,5,0,0,0,0,6,6,95,0,0
1,2774,3,2,4,4,1,2,4,1,1,2,2,4,2,2,4,2,4,5,4,3,5,5,1,5,3,0,0,2,3,5,0,5,0,1,4,5,0,1,5,5,0,1,4,3,5,2,2,1,5,0,0,0,0,8,7,1,0,0
1,2408,3,1,2,3,1,3,2,1,3,1,2,2,1,2,2,3,3,3,3,2,3,4,4,3,3,12,0,3,3,5,0,1,2,5,0,5,0,5,0,5,0,5,0,1,1,2,3,2,1,6,3,10,3,6,6,18,0,0
1,4353,3,2,2,3,1,2,2,1,1,2,1,2,2,2,1,5,2,5,4,4,4,5,3,1,0,0,0,5,3,5,0,5,0,1,2,5,0,1,2,1,3,1,5,1,5,1,5,1,5,0,0,0,0,6,6,5,0,0
1,4353,4,4,3,3,1,4,4,1,2,2,1,2,1,1,1,5,2,2,5,4,2,5,4,1,0,0,0,4,4,5,0,1,1,5,0,1,3,1,3,1,1,5,0,1,5,1,3,1,5,0,0,0,0,6,6,5,0,0
1,3053,3,2,1,4,2,4,3,4,4,4,3,4,3,4,1,2,4,5,4,4,1,4,1,1,0,0,0,3,3,5,0,5,0,1,5,5,0,1,4,5,0,5,0,5,1,3,1,2,5,0,0,0,0,6,6,98,0,0
1,5053,4,1,3,3,1,5,2,1,5,4,2,4,1,1,2,5,4,4,4,5,2,5,4,6,3,17,0,3,4,5,0,5,0,1,4,1,5,1,5,1,5,5,0,3,1,2,4,1,1,3,3,3,3,6,6,18,0,0
1,359,3,2,3,4,2,5,2,2,3,3,2,4,4,4,4,5,5,5,5,2,5,5,1,4,3,1,0,4,4,5,0,1,5,1,4,1,4,5,0,1,5,1,5,3,5,5,4,1,5,0,0,0,0,6,6,95,0,0
1,380,3,1,1,3,1,4,4,2,4,4,2,3,4,2,1,5,4,4,3,3,4,4,1,1,0,0,0,4,4,1,5,5,0,1,5,1,5,1,5,1,5,1,5,4,5,3,5,2,1,4,3,12,3,6,6,1,0,0
1,380,4,1,1,3,1,4,2,2,2,1,2,2,4,2,2,5,2,2,3,2,3,5,1,1,0,0,0,4,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,5,4,5,2,1,4,3,10,3,6,6,1,0,0
1,6424,3,2,1,3,1,3,3,2,3,2,2,2,4,2,4,4,3,4,4,3,4,5,3,2,3,0,0,4,4,1,4,1,4,1,4,5,0,5,0,1,4,1,4,3,3,4,4,2,1,3,3,6,3,8,6,2,0,0
1,3317,4,2,2,1,1,2,2,1,2,3,1,2,1,2,1,5,1,2,3,1,2,5,2,1,0,0,0,2,3,5,0,1,4,1,5,1,4,5,0,1,5,1,4,2,2,2,2,1,1,2,3,6,3,6,6,1,0,0
1,3317,5,2,3,1,1,3,2,1,2,3,1,1,3,2,2,5,2,4,4,2,3,5,2,1,0,0,0,3,4,5,0,1,4,1,5,1,4,5,0,1,4,1,5,2,5,2,3,1,1,2,3,4,3,6,6,1,0,0
1,2426,3,1,1,2,3,4,1,1,2,2,2,1,2,1,4,2,3,5,3,2,5,5,3,1,0,0,0,3,3,5,0,5,0,1,3,5,0,5,0,1,6,5,0,4,1,2,2,1,1,4,3,4,3,6,5,4,5,0
1,5360,3,2,1,1,1,4,1,1,2,1,2,2,2,2,3,4,3,4,4,3,4,5,2,3,8,0,0,3,4,1,5,5,0,1,4,1,4,5,0,1,4,1,4,4,1,2,3,1,1,2,3,2,3,6,6,17,0,0
1,5360,4,2,1,2,1,5,4,1,1,2,3,2,2,1,2,4,3,4,4,4,5,5,2,2,13,0,0,4,4,5,0,5,0,1,4,1,3,5,0,5,0,1,6,4,1,2,4,1,1,2,3,2,3,6,6,4,0,0
1,1644,3,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,3,3,3,2,1,4,3,1,0,0,0,2,4,5,0,1,5,1,4,5,0,5,0,1,4,1,4,2,1,2,4,2,1,4,3,5,3,6,6,1,4,0
