OCHREL07,OCHID07,OCHSN07,Q35A1A,Q35A1B,Q35A1C,Q35A1D,Q35A1E,Q35A1F,Q35A1G,Q35A1H,Q35A1I,Q35A1J,Q35A1K,Q35A1L,Q35A1M,Q35A1N,Q35A2A,Q35A2B,Q35A2C,Q35A2D,Q35A2E,Q35A2F,Q35A2G,Q35A3,Q35A4,Q35A51,Q35A52,Q35A53,Q35A6,Q35A7,Q35A8A,Q35A8A1,Q35A8B,Q35A8B1,Q35A8C,Q35A8C1,Q35A8D,Q35A8D1,Q35A8E,Q35A8E1,Q35A8F,Q35A8F1,Q35A8G,Q35A8G1,Q35A9A,Q35A9B,Q35A9C,Q35A9D,Q35A10,Q35A11,Q35A11A1,Q35A11A2,Q35A11B1,Q35A11B2,Q35A12,Q35A13,Q35A141,Q35A142,Q35A143
1,6686,3,1,1,4,3,3,1,2,3,1,3,2,3,2,1,5,2,3,3,2,4,5,1,1,0,0,0,4,4,5,0,5,0,1,4,5,0,5,0,1,3,1,3,1,1,3,3,2,1,5,3,5,3,7,6,95,0,0
1,3395,3,2,1,3,1,5,1,1,3,1,3,4,1,1,1,5,4,5,5,5,4,5,2,1,0,0,0,2,4,5,0,1,5,5,0,5,0,5,0,5,0,5,0,2,1,1,3,2,1,3,3,7,3,6,6,95,0,0
1,2569,3,5,1,2,1,1,4,1,1,4,2,2,1,1,2,2,1,3,3,2,3,5,1,1,0,0,0,3,4,5,0,5,0,1,4,5,0,5,0,1,3,1,5,3,4,3,3,1,1,4,3,10,3,6,2,4,0,0
1,3471,4,2,4,3,2,5,3,1,2,3,1,2,5,1,2,1,2,2,4,3,5,5,1,1,0,0,0,4,3,5,0,5,0,1,5,1,4,1,6,5,0,5,0,1,5,2,1,1,5,0,0,0,0,6,3,2,1,0
1,4587,3,2,2,4,2,5,3,3,2,3,2,4,5,3,4,5,4,5,5,5,5,5,2,3,7,0,0,5,4,5,0,5,0,5,0,5,0,1,5,1,4,1,4,2,4,5,3,1,1,6,3,11,3,7,7,95,0,0
1,4587,4,3,2,4,5,5,3,1,4,4,2,3,5,1,3,5,3,5,5,5,2,5,2,1,0,0,0,5,4,5,0,5,0,1,4,5,0,1,5,1,5,1,5,2,4,5,3,2,1,6,3,11,3,6,6,4,5,0
1,1465,3,3,1,4,3,5,3,2,4,2,2,1,2,1,4,5,5,5,5,5,5,5,1,6,3,11,0,4,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,3,5,2,1,3,3,3,3,8,6,4,0,0
1,1076,3,1,1,3,1,4,3,1,1,1,2,2,1,2,2,5,3,3,2,2,2,3,1,1,0,0,0,4,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,1,1,5,0,0,0,0,7,7,3,4,0
1,4319,3,1,2,2,2,2,3,1,2,2,1,1,2,1,1,4,2,2,2,1,2,2,2,1,0,0,0,2,3,1,3,1,4,1,4,1,3,5,0,5,0,1,4,3,4,3,3,2,1,1,3,10,3,6,2,4,0,0
1,4836,2,3,3,3,2,5,4,1,2,3,4,2,3,1,3,5,3,4,4,3,4,5,3,1,0,0,0,3,4,1,3,1,4,1,4,1,4,1,5,1,4,1,4,2,5,4,4,1,1,98,8,7,3,8,8,13,0,0
1,4836,3,3,3,3,2,5,3,2,1,5,3,1,4,1,2,5,2,4,3,3,3,5,3,5,3,0,0,2,4,1,3,1,4,1,4,1,4,1,5,1,4,1,4,2,4,3,5,1,1,3,3,98,8,8,8,4,0,0
1,4021,5,1,1,2,1,2,1,2,2,2,1,1,2,2,4,4,2,2,3,2,3,5,1,1,0,0,0,2,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,5,5,4,1,5,0,0,0,0,6,6,95,0,0
1,2427,3,2,1,3,1,4,1,2,4,3,3,4,1,1,3,5,3,3,3,3,4,5,5,5,16,1,3,4,4,1,4,1,5,1,5,1,5,1,5,1,5,1,5,3,4,1,3,1,5,0,0,0,0,6,6,95,0,0
1,6729,3,1,3,2,1,4,3,1,3,1,1,2,5,1,2,5,4,4,5,5,5,5,4,1,0,0,0,5,4,5,0,1,5,5,0,1,5,1,5,5,0,1,5,3,5,2,5,2,1,2,3,13,3,8,8,95,0,0
1,6729,4,1,2,2,1,5,2,1,1,2,1,2,5,1,5,5,2,5,5,5,5,5,5,1,0,0,0,5,4,5,0,1,5,1,5,1,5,1,5,1,5,1,5,3,1,3,5,2,1,2,3,10,3,8,8,95,0,0
1,3276,4,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,3,2,3,2,2,2,1,0,0,0,4,3,5,0,1,4,5,0,5,0,5,0,5,0,5,0,4,1,1,3,3,5,0,0,0,0,5,5,2,7,0
1,6421,3,3,2,3,1,4,4,2,4,3,4,4,4,2,3,5,4,4,3,3,3,4,1,2,3,23,21,4,4,5,0,1,4,1,5,1,6,5,0,1,4,1,5,3,5,2,4,2,1,8,3,10,3,7,6,4,0,0
1,3931,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,0,0,0,2,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,2,3,5,0,0,0,0,5,5,13,0,0
1,3760,3,2,2,4,2,5,3,1,2,4,2,4,4,4,3,4,3,4,4,5,5,5,1,4,3,8,0,2,4,1,3,1,5,1,4,1,5,5,0,1,5,1,5,1,5,2,5,2,1,10,3,12,3,6,6,4,0,0
1,3760,4,3,2,4,4,5,3,2,2,3,3,2,2,3,4,5,2,5,4,4,3,5,1,3,12,11,3,2,4,1,4,1,5,1,4,1,5,1,4,1,5,1,5,1,5,2,5,2,1,9,3,10,3,6,5,4,0,0
1,316,3,2,2,2,2,3,2,2,2,3,2,1,3,1,2,5,2,2,3,2,2,5,3,3,13,3,0,4,4,5,0,1,4,5,0,1,5,1,4,1,5,1,5,3,1,2,5,1,1,4,3,10,3,8,5,4,0,0
1,3440,3,2,1,3,2,4,4,1,4,3,2,1,1,2,2,1,2,4,4,3,2,5,1,3,11,17,8,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,2,5,2,2,2,5,0,0,0,0,8,6,1,0,0
1,3440,4,3,2,3,2,5,3,2,3,3,2,2,3,2,3,2,3,5,3,2,3,5,1,3,17,0,0,4,4,1,2,1,1,1,1,5,0,1,1,1,1,1,1,3,1,2,2,2,5,0,0,0,0,8,6,1,0,0
1,6926,3,3,1,3,1,4,4,3,2,4,1,3,5,4,2,5,4,4,4,3,5,5,2,2,12,6,0,4,4,1,3,1,3,1,5,5,0,1,4,1,5,1,5,4,4,5,3,2,1,4,3,4,3,6,5,1,0,0
1,5793,4,2,1,2,1,4,1,1,1,3,1,1,1,3,1,3,1,1,3,3,3,5,2,2,12,0,0,3,3,5,0,5,0,1,4,5,0,1,4,5,0,5,0,2,8,1,3,2,5,0,0,0,0,6,6,1,0,0
1,2514,3,1,2,2,3,2,1,2,2,2,3,3,1,1,1,1,3,2,3,1,1,2,2,3,11,3,9,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,1,1,3,1,1,2,3,3,3,8,6,4,0,0
1,5196,4,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,4,4,1,1,0,0,0,4,3,5,0,5,0,1,4,5,0,5,0,5,0,1,1,5,1,1,2,2,1,5,3,5,3,6,6,2,0,0
1,779,3,1,1,2,2,3,1,2,2,1,2,1,1,1,2,4,2,4,2,3,1,3,2,2,3,6,14,4,4,1,6,5,0,5,0,1,6,1,6,5,0,1,5,4,5,2,1,2,5,0,0,0,0,8,6,98,0,0
1,779,4,1,1,3,1,5,3,1,2,1,1,1,4,2,2,5,3,4,4,3,2,5,2,2,3,6,7,5,4,1,6,1,6,1,2,1,5,5,0,5,0,1,6,4,1,1,2,1,5,0,0,0,0,6,6,17,0,0
1,2996,5,1,1,4,1,5,1,1,4,1,1,1,4,1,4,5,3,5,4,4,5,5,4,1,0,0,0,4,3,5,0,1,2,5,0,5,0,1,2,5,0,5,0,1,1,1,2,1,5,0,0,0,0,7,8,4,0,0
1,4693,3,1,1,3,1,2,1,1,2,1,1,1,2,2,1,4,2,3,2,2,2,3,3,1,0,0,0,2,4,5,0,5,0,1,5,5,0,5,0,1,5,1,5,3,1,1,2,1,5,0,0,0,0,8,7,95,0,0
1,4693,4,1,1,3,1,2,1,1,4,1,1,1,2,2,1,5,2,2,2,2,1,3,3,1,0,0,0,1,4,1,5,1,5,1,5,1,4,5,0,1,5,1,5,3,2,2,3,1,5,0,0,0,0,8,7,95,0,0
1,4344,3,2,2,4,1,3,2,2,5,3,2,3,5,3,5,5,5,4,4,3,4,5,4,3,3,0,0,3,3,1,5,1,5,1,5,1,4,5,0,1,5,1,5,1,5,5,5,1,1,6,3,8,3,6,6,95,0,0
1,2037,3,1,1,2,1,2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,2,1,1,0,0,0,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,1,1,2,1,7,3,7,3,6,6,3,4,0
1,4748,3,1,1,2,2,1,1,1,2,2,1,1,1,2,3,5,1,2,4,2,4,5,1,1,0,0,0,2,4,1,4,1,5,1,5,1,4,1,5,1,5,1,5,2,4,1,4,1,5,0,0,0,0,7,7,4,0,0
1,4748,4,1,1,2,2,1,1,1,2,3,1,1,1,2,5,5,2,3,4,2,4,5,1,1,0,0,0,2,4,1,4,1,5,1,5,1,4,1,5,1,5,1,5,2,4,1,4,1,5,0,0,0,0,7,7,4,0,0
1,5753,3,2,2,3,3,5,2,1,3,1,3,2,3,2,3,5,3,4,5,3,5,5,2,2,14,0,0,5,4,5,0,1,5,1,5,1,4,1,5,1,5,1,5,2,4,5,4,1,5,0,0,0,0,7,5,4,5,1
1,7247,3,2,2,3,2,3,3,1,4,3,2,3,3,2,2,4,4,4,4,4,5,5,3,5,3,0,0,4,4,1,3,1,4,1,4,1,4,1,5,5,0,5,0,3,5,4,4,2,5,0,0,0,0,6,6,4,0,0
1,1177,3,2,1,2,1,4,2,1,4,2,1,2,1,2,1,4,3,4,4,4,8,4,5,2,17,0,0,4,3,5,0,1,4,1,4,5,0,1,6,1,3,1,4,4,3,2,2,2,1,2,3,13,3,6,6,98,0,0
1,1685,3,1,1,2,1,4,1,1,1,2,1,2,1,2,1,4,4,2,2,2,2,4,4,1,0,0,0,2,2,5,0,5,0,5,0,5,0,5,0,1,4,5,0,5,1,1,2,2,5,0,0,0,0,6,6,95,0,0
1,4559,2,2,1,3,1,2,1,1,1,1,2,2,3,2,1,2,2,3,2,2,1,5,1,1,0,0,0,2,4,1,3,5,0,1,4,1,3,5,0,5,0,1,4,1,3,5,4,1,5,0,0,0,0,6,5,13,0,0
1,939,4,1,1,2,1,4,3,1,2,3,1,2,3,1,2,5,2,5,2,4,5,5,2,1,0,0,0,2,3,5,0,1,4,1,4,5,0,5,0,5,0,5,0,4,2,1,1,2,5,0,0,0,0,7,6,4,3,0
1,4395,3,5,1,1,1,5,1,1,1,5,1,1,5,3,3,5,5,5,5,4,1,1,2,1,0,0,0,2,4,1,4,1,5,1,4,1,1,1,5,1,1,1,2,1,3,5,4,1,5,0,0,0,0,98,98,11,0,0
1,4395,4,1,1,1,1,4,1,2,1,3,1,1,1,3,3,5,2,4,4,3,1,4,4,1,0,0,0,2,4,5,0,1,4,1,3,1,4,1,5,1,5,1,4,4,4,5,5,2,5,0,0,0,0,4,6,13,11,12
1,537,3,4,3,3,1,1,1,1,1,2,1,1,1,2,1,5,4,2,5,3,1,5,4,4,7,0,0,3,3,5,0,1,4,5,0,1,3,5,0,5,0,5,0,1,1,1,4,2,1,5,3,5,3,8,7,1,0,0
1,709,3,3,1,4,1,4,1,1,4,1,1,4,4,1,3,4,4,3,5,4,3,5,1,1,0,0,0,3,4,1,3,1,4,1,4,1,3,5,0,1,3,1,5,3,1,5,4,2,5,0,0,0,0,6,6,1,0,0
1,221,3,1,2,2,1,5,3,1,4,1,1,1,1,3,1,5,3,3,3,5,1,5,4,6,3,0,0,4,4,5,0,1,6,1,2,5,0,5,0,1,2,1,2,1,1,2,3,2,5,0,0,0,0,6,6,4,0,0
1,6221,3,1,1,2,3,5,1,1,4,3,2,1,4,1,4,4,3,5,4,4,5,5,1,3,3,0,0,5,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,1,5,2,1,5,0,0,0,0,7,6,4,0,0
1,4477,4,2,2,3,1,5,3,1,4,3,1,1,3,1,2,5,3,3,5,3,4,5,4,5,3,0,0,5,3,1,5,1,5,1,4,1,5,5,0,1,5,5,0,1,5,2,4,1,1,2,3,6,3,6,6,4,0,0
1,4477,5,2,1,3,2,5,4,1,4,2,2,1,2,2,2,5,4,4,4,3,4,5,4,4,3,0,0,4,3,5,0,1,4,1,5,1,5,5,0,5,0,5,0,1,5,2,5,1,1,2,3,6,3,6,6,4,0,0
1,5121,4,1,2,3,2,5,4,1,3,2,1,2,2,1,3,5,1,5,5,5,4,5,1,1,0,0,0,4,3,5,0,5,0,1,4,5,0,5,0,1,5,1,5,2,1,2,2,2,5,0,0,0,0,6,6,5,0,0
1,5121,5,1,2,3,2,4,4,2,3,2,1,3,4,2,4,5,4,4,5,5,5,5,1,3,1,3,0,2,4,5,0,1,5,1,2,1,3,5,0,1,5,1,5,2,4,5,2,2,1,5,3,5,3,6,6,5,0,0
1,6092,4,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,3,2,2,1,4,1,1,0,0,0,2,4,5,0,5,0,1,4,5,0,5,0,1,2,5,0,3,1,3,1,1,5,0,0,0,0,6,5,1,0,0
1,1951,3,3,3,4,3,4,4,2,3,3,2,3,2,4,2,2,4,4,4,3,4,4,2,3,3,1,0,4,3,5,0,5,0,1,4,1,3,5,0,5,0,5,0,1,4,2,3,1,5,0,0,0,0,7,7,9,1,0
1,1951,4,3,3,3,3,3,3,1,2,2,1,3,4,2,3,2,2,3,3,3,4,4,2,2,3,1,0,3,3,5,0,5,0,1,3,1,3,5,0,5,0,1,4,1,5,4,3,2,5,0,0,0,0,6,6,1,9,0
1,3135,3,1,2,3,2,3,3,1,3,1,2,4,4,2,3,4,3,3,3,2,3,5,2,4,3,0,0,5,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,4,4,4,2,1,6,3,7,3,7,6,4,1,0
1,4814,3,1,2,1,1,4,2,1,1,1,4,1,1,1,1,4,4,4,3,4,2,5,5,1,0,0,0,4,4,9,0,9,0,1,2,5,0,5,0,5,0,5,0,9,1,2,2,1,1,3,3,5,3,6,6,4,0,0
1,6134,4,1,1,2,1,5,2,1,1,2,1,1,2,2,2,2,1,2,2,2,4,5,2,2,7,0,0,2,4,1,4,5,0,5,0,5,0,1,1,1,5,5,0,1,1,2,2,1,5,0,0,0,0,6,6,97,0,0
1,6134,5,1,1,2,1,3,2,1,2,1,1,1,2,1,3,2,2,4,2,2,4,5,1,2,3,0,0,2,4,1,3,1,4,1,4,5,0,5,0,1,5,1,4,1,3,4,4,2,5,0,0,0,0,6,5,5,0,0
1,6488,3,1,1,3,1,2,1,1,2,1,1,1,1,1,1,4,3,4,4,4,4,4,1,1,0,0,0,2,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,1,1,4,1,1,4,3,8,3,6,6,1,0,0
1,4847,3,1,1,2,1,5,3,1,2,1,2,2,2,3,2,3,3,2,3,3,5,5,4,3,11,1,0,2,4,5,0,1,6,1,5,5,0,5,0,1,5,1,5,5,5,2,3,1,1,3,3,5,3,8,8,95,0,0
1,759,3,1,1,5,1,5,3,2,1,1,1,4,4,2,3,5,3,2,3,2,2,5,3,1,0,0,0,2,3,5,0,1,4,1,5,1,4,5,0,1,4,1,5,3,1,4,2,2,1,2,3,10,3,7,6,3,0,0
1,4430,3,1,3,4,4,3,3,1,3,3,2,1,3,1,1,4,3,4,4,2,2,4,3,5,3,0,0,2,4,5,0,1,4,1,4,5,0,1,4,1,4,5,0,2,5,2,3,2,5,0,0,0,0,6,6,4,0,0
1,4430,4,1,2,4,2,2,3,1,3,2,2,1,1,1,2,5,4,3,3,3,4,4,4,4,3,9,13,2,4,5,0,1,4,1,4,1,4,1,4,1,5,5,0,2,4,2,3,3,5,0,0,0,0,6,2,4,0,0
1,7731,3,3,4,2,1,3,4,1,4,2,2,1,2,3,2,4,3,3,3,2,4,4,4,1,0,0,0,3,3,1,5,1,5,1,4,5,0,1,5,5,0,1,4,1,5,1,2,2,1,4,3,6,3,8,6,1,0,0
1,3173,4,1,2,2,3,3,1,1,3,1,1,1,1,1,1,3,2,5,2,1,3,3,1,5,3,0,0,5,4,1,4,5,0,1,5,1,4,5,0,1,4,1,5,1,1,3,5,1,1,5,3,16,3,6,6,4,0,0
1,2814,3,2,3,4,1,2,4,1,1,4,1,4,3,1,4,5,5,5,5,5,4,4,2,2,6,0,0,3,4,5,0,1,4,1,4,1,4,5,0,5,0,1,4,4,2,1,3,1,5,0,0,0,0,6,6,5,0,0
1,7881,2,2,1,3,1,2,2,1,2,2,1,3,1,2,1,4,2,2,2,2,1,4,1,1,0,0,0,4,3,5,0,1,3,5,0,5,0,1,2,5,0,1,3,5,1,2,3,2,1,1,3,10,3,6,2,4,0,0
1,7881,3,2,1,3,1,3,2,1,3,2,1,3,1,1,2,4,3,4,2,4,1,4,1,1,0,0,0,3,3,5,0,1,3,5,0,5,0,5,0,5,0,1,4,5,1,1,3,1,1,1,3,9,3,6,5,4,5,0
1,6877,3,1,1,2,2,3,1,1,2,1,1,4,1,2,1,1,3,3,2,3,4,4,1,1,0,0,0,3,4,5,0,5,0,5,0,1,2,5,0,1,5,5,0,1,1,1,2,1,5,0,0,0,0,6,6,5,0,0
1,5087,3,1,1,2,1,2,1,1,1,1,1,1,2,2,2,5,1,4,2,4,2,5,2,4,3,0,0,4,4,5,0,1,4,1,5,5,0,1,5,5,0,1,5,4,1,1,3,1,1,3,3,8,3,6,5,1,0,0
1,1113,4,1,2,3,2,5,3,2,2,3,2,1,1,1,3,5,3,5,5,4,5,5,1,1,0,0,0,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,1,2,5,0,0,0,0,6,6,3,0,0
1,1990,3,2,2,1,2,4,2,1,3,1,2,1,2,1,2,3,2,3,4,2,4,4,4,2,3,0,0,4,3,5,0,1,4,1,4,5,0,5,0,1,4,1,2,2,5,2,4,2,1,3,3,5,3,7,7,17,6,0
1,1712,3,3,2,3,1,4,3,2,2,3,1,1,2,2,3,5,3,4,4,4,3,5,4,3,19,0,0,4,4,1,4,1,6,1,6,1,6,1,6,1,6,1,6,2,4,2,2,2,1,2,3,3,3,6,6,5,0,0
1,1712,4,2,2,2,2,3,2,2,2,2,2,2,2,1,2,5,3,3,2,3,3,4,4,2,16,17,19,4,4,1,4,1,4,1,4,1,4,5,0,1,4,1,4,3,4,2,4,3,1,2,3,10,3,6,2,5,0,0
1,1517,3,3,1,3,1,2,3,1,2,3,1,1,4,1,4,5,3,3,4,3,4,5,2,3,3,22,0,4,3,5,0,1,4,5,0,1,4,5,0,1,4,1,4,2,1,2,2,2,1,3,3,3,3,8,7,13,4,0
1,3684,3,2,4,2,2,5,5,2,3,4,2,2,3,2,4,5,4,5,5,4,4,5,1,1,0,0,0,2,4,5,0,1,5,1,4,1,4,1,5,5,0,1,4,1,4,3,3,2,1,5,3,11,3,8,2,3,0,0
1,2973,3,1,1,2,1,4,2,1,1,2,1,2,2,1,3,3,3,4,4,3,3,4,1,4,97,0,0,2,3,5,0,5,0,1,6,5,0,1,6,1,6,1,6,5,1,1,2,2,1,2,3,3,3,7,7,4,0,0
1,4643,3,1,1,2,1,4,2,2,3,3,2,3,3,2,3,5,3,3,4,4,4,4,3,2,3,9,0,3,4,1,4,1,5,1,4,1,4,5,0,1,4,1,4,2,5,5,5,2,1,4,3,10,3,6,5,1,17,0
1,3493,3,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,4,2,3,17,0,0,4,4,5,0,5,0,1,4,5,0,1,6,1,6,1,6,4,1,1,4,2,5,0,0,0,0,5,5,4,0,0
1,4347,3,1,1,1,1,4,2,1,1,2,1,1,2,1,2,5,3,4,4,4,3,5,3,1,0,0,0,3,4,5,0,1,4,1,3,5,0,1,4,1,4,1,4,2,1,2,3,2,1,2,3,6,3,7,7,17,5,0
1,4347,4,1,1,2,2,4,2,1,3,2,2,1,2,1,2,5,3,3,4,3,4,5,3,1,0,0,0,3,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,2,3,4,2,1,15,2,10,3,7,6,17,0,0
1,2069,4,1,1,2,1,2,3,1,1,2,1,1,1,1,1,2,1,1,3,1,2,4,1,1,0,0,0,3,3,5,0,5,0,1,3,5,0,5,0,1,6,5,0,4,1,2,2,2,5,0,0,0,0,6,6,1,0,0
1,3328,4,2,1,4,2,4,2,3,4,1,3,3,3,1,2,3,4,4,3,4,3,4,2,5,17,0,0,2,3,5,0,5,0,5,0,5,0,1,4,1,4,1,2,4,3,2,4,2,1,1,3,15,3,6,2,5,0,0
1,4591,3,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,0,0,0,2,2,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,1,1,1,2,5,0,0,0,0,6,6,95,0,0
1,4591,4,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,0,0,0,2,2,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,1,1,2,5,0,0,0,0,6,6,98,0,0
1,2105,4,1,2,2,1,2,2,1,2,3,1,4,1,1,2,3,4,4,4,4,4,4,1,3,12,3,20,3,3,5,0,5,0,5,0,5,0,1,5,1,5,5,0,5,1,1,1,2,1,8,3,10,3,6,6,4,0,0
1,4397,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,2,1,1,0,0,0,5,4,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,5,1,1,2,1,1,3,8,3,6,6,95,0,0
1,4397,4,1,1,3,1,4,4,1,1,2,1,1,1,1,1,1,1,2,2,2,4,2,1,1,0,0,0,4,4,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,5,1,1,2,1,1,3,8,3,6,6,95,0,0
1,2310,3,1,1,3,2,5,1,2,3,1,1,2,1,2,3,4,4,4,3,4,2,5,1,1,0,0,0,2,4,5,0,5,0,1,5,1,4,5,0,5,0,5,0,1,1,1,4,2,1,2,3,2,3,2,2,18,0,0
1,2310,4,1,1,3,1,4,3,3,3,1,2,3,3,3,2,3,2,4,4,4,3,5,1,5,3,1,0,5,3,5,0,1,4,1,5,5,0,1,4,1,3,1,3,1,5,4,5,2,5,0,0,0,0,6,6,13,5,0
1,3089,3,1,1,3,1,4,2,1,2,1,1,2,1,2,2,1,2,3,2,2,3,3,2,1,0,0,0,2,4,5,0,5,0,1,4,1,4,5,0,1,4,1,4,4,1,2,4,2,1,4,3,9,3,7,7,95,0,0
1,1112,3,2,3,3,1,4,2,2,1,3,1,1,2,1,1,5,2,2,3,3,3,4,4,4,10,0,0,2,3,1,5,1,4,1,5,1,4,1,2,1,4,1,4,3,2,2,5,2,5,0,0,0,0,8,5,4,1,0
1,3197,3,1,2,1,2,3,1,1,1,2,1,2,1,1,1,4,2,2,3,2,2,4,2,2,97,11,0,3,4,5,0,1,4,1,3,5,0,5,0,5,0,5,0,1,5,1,1,2,1,9,3,9,3,6,6,17,0,0
1,7197,3,2,1,1,2,3,2,2,2,3,1,3,3,2,2,4,2,2,3,2,2,5,4,2,10,0,0,3,4,1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,2,4,4,1,5,0,0,0,0,6,6,5,0,0
1,2676,3,1,1,3,1,2,1,1,1,1,1,1,3,1,2,4,2,2,2,3,3,4,2,1,0,0,0,3,4,1,4,5,0,1,4,1,4,5,0,5,0,5,0,1,1,2,2,2,5,0,0,0,0,7,7,1,0,0
1,2676,4,1,1,3,1,2,1,1,2,1,2,2,4,2,1,5,2,4,2,3,2,5,2,1,0,0,0,5,4,1,4,5,0,1,3,1,4,5,0,5,0,5,0,1,1,4,2,2,5,0,0,0,0,7,7,1,0,0
1,3506,4,1,1,2,2,5,2,1,1,2,1,3,4,1,3,4,2,5,4,3,4,5,2,2,3,97,0,2,4,5,0,5,0,1,4,5,0,5,0,5,0,5,0,1,1,1,1,1,1,4,3,7,3,7,7,95,0,0
1,925,3,1,1,2,1,5,2,1,3,1,1,1,1,1,1,5,3,4,2,2,4,5,1,3,3,0,0,2,3,5,0,5,0,1,5,5,0,1,4,5,0,5,0,5,1,2,3,1,5,0,0,0,0,7,6,95,0,0
1,1646,3,1,4,4,1,4,4,1,2,2,2,4,4,2,2,5,4,4,4,4,4,5,3,1,0,0,0,4,4,1,5,1,5,1,5,1,5,5,0,1,5,5,0,1,5,2,4,1,5,0,0,0,0,8,6,1,0,0
1,1646,4,1,4,4,4,4,2,1,4,1,4,4,4,1,2,5,4,4,4,2,2,5,3,5,3,97,0,5,4,1,5,1,5,1,5,1,5,5,0,1,5,5,0,1,5,3,5,1,5,0,0,0,0,8,6,1,0,0
1,6303,3,2,3,2,1,4,4,2,2,2,1,4,2,3,2,3,4,2,3,1,3,3,1,1,0,0,0,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,1,1,5,0,0,0,0,6,6,4,0,0
1,4321,3,1,2,3,1,3,1,3,3,3,2,3,3,2,5,3,2,5,3,5,3,5,1,1,0,0,0,4,4,1,3,1,5,1,5,1,5,5,0,1,3,1,5,5,1,5,5,1,5,0,0,0,0,6,2,4,0,0
1,2093,4,1,2,4,1,4,3,1,1,3,2,5,1,1,2,2,4,3,2,4,2,1,1,1,0,0,0,4,4,5,0,5,0,1,4,5,0,1,5,5,0,5,0,5,5,1,4,3,1,7,3,7,3,6,2,4,0,0
1,2093,5,1,2,4,1,3,3,1,1,2,2,5,1,1,2,2,5,3,3,2,1,1,1,2,11,0,0,4,4,5,0,5,0,1,1,5,0,1,5,5,0,5,0,5,5,1,2,2,1,6,3,6,3,7,7,95,0,0
1,841,3,2,3,4,1,4,4,3,3,3,4,2,4,2,5,4,4,5,5,4,4,5,2,1,0,0,0,4,3,5,0,5,0,5,0,5,0,5,0,1,4,5,0,1,1,2,2,2,5,0,0,0,0,8,8,5,17,1
1,841,4,3,4,4,2,4,4,2,3,3,3,4,4,2,4,4,4,4,4,4,5,5,3,1,0,0,0,4,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,3,2,2,5,0,0,0,0,8,8,17,1,0
1,8165,3,1,2,4,1,4,3,1,2,3,2,4,3,2,2,5,4,4,3,3,4,4,2,1,0,0,0,4,4,5,0,1,5,5,0,1,4,1,4,5,0,1,3,4,1,4,3,4,1,1,3,5,3,6,2,12,0,0
1,2681,3,4,4,4,2,4,5,1,4,4,2,5,2,1,4,5,5,4,5,4,5,5,3,1,0,0,0,3,4,1,5,1,5,1,5,5,0,1,5,1,5,1,5,4,5,4,4,2,1,8,3,15,3,8,5,1,0,0
1,2681,4,5,1,5,4,5,5,4,4,5,1,5,5,2,2,5,2,2,5,2,5,5,2,1,0,0,0,3,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,5,4,5,1,1,8,3,13,3,8,6,1,0,0
1,4367,4,1,2,2,4,4,4,2,4,2,4,4,3,3,2,5,4,5,5,4,5,5,1,4,3,8,0,2,4,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,1,1,1,1,5,0,0,0,0,7,7,95,0,0
1,4367,5,1,2,3,3,4,3,2,4,2,4,4,3,3,4,5,4,4,5,4,4,5,1,5,3,8,0,3,4,5,0,5,0,1,3,5,0,5,0,5,0,1,3,4,3,5,3,1,5,0,0,0,0,7,6,95,0,0
