DEMREL07,DEMID07,DEMSN07,RELPCG07,RELOCG07,SIBIND07,CH07PRWT,CH07WT,PCGRES07,OCGRES07,ASMRES07,CHRES07,TDRES07,CCDRES07,IWER07,SBLNUM07,BIOPR07,BIOGPR07
2,3255,3,4,0,5,25.76,27.181,1,0,1,1,1,1,3035,0,1,2
2,4695,2,1,0,5,26.393999,28.004,1,0,1,1,1,1,3025,1,2,2
2,1112,3,1,5,5,14.135,0,1,1,5,5,5,5,3049,96,2,2
2,3197,3,1,5,5,4.1149998,4.5110002,1,1,1,1,1,1,3022,2,2,2
2,7197,3,1,4,5,19.183001,19.809999,1,1,1,1,1,1,3012,96,1,0
2,3274,4,1,4,1,0,13.371,5,5,1,1,5,1,3038,2,1,2
2,3274,5,1,4,1,0,13.371,5,5,1,1,5,1,3038,2,1,2
2,3506,4,1,4,5,20.232,21.312,1,1,1,1,1,1,3029,1,1,0
2,2676,3,1,4,1,22.542,24.377001,1,1,1,1,1,1,3029,2,1,0
2,2676,4,1,4,1,22.93,25.489,1,1,1,1,1,1,3029,2,1,0
2,925,3,1,4,5,21.826,25.157,1,1,1,1,1,1,3044,9,1,2
2,3130,3,1,0,5,15.311,17.121,1,0,1,1,1,1,3044,1,2,0
2,6303,3,1,5,5,10.587,11.16,1,1,1,1,1,1,3026,0,2,2
2,1646,3,1,4,1,13.981,15.152,1,1,1,1,1,1,3044,1,1,2
2,1646,4,1,4,1,13.96,15.383,1,1,1,1,1,1,3044,1,1,2
2,2192,3,1,10,5,5.7750001,6.789,1,5,1,1,1,9,3017,1,2,2
2,3689,5,1,4,5,42.116001,45.291,1,5,1,1,1,1,3018,2,1,2
2,4321,3,1,5,5,20.158001,0,1,1,5,5,5,5,3039,1,2,2
2,2093,4,1,4,1,43.736,47.346001,1,1,1,1,1,1,3013,2,1,2
2,2093,5,1,4,1,43.484001,46.879002,1,1,1,1,1,1,3013,2,1,2
2,841,3,1,4,1,26.639999,28.459999,1,1,1,1,1,1,3013,1,1,2
2,841,4,1,4,1,26.024,27.129999,1,1,1,1,1,1,3013,1,1,2
2,8165,3,1,4,5,20.374001,22.415001,1,1,1,1,1,1,3013,96,1,2
2,5516,3,4,2,1,28.966999,32.431,1,5,1,1,1,1,3050,1,3,0
2,5516,4,4,2,1,28.577,31.657,1,5,1,1,1,1,3050,1,3,0
2,2681,3,1,4,1,16.923,17.367001,1,1,1,1,1,1,3018,2,1,2
2,2681,4,1,4,1,16.448,16.549,1,1,1,1,1,1,3018,2,1,2
2,3389,4,1,0,5,29.531,34.400002,1,0,1,1,1,1,3040,1,1,2
2,4367,4,1,4,1,24.271,26.584,1,1,1,1,1,1,3008,2,1,2
2,4367,5,1,4,1,23.802999,25.726,1,1,1,1,1,1,3008,2,1,2
2,5562,3,1,4,5,24.225,25.922001,1,1,1,1,1,1,3026,2,1,2
2,3334,3,1,4,5,21.804001,22.339001,1,1,1,1,1,1,3029,96,1,2
2,445,3,1,4,5,22.716999,24.191,1,1,1,1,1,1,3029,1,1,2
2,1297,4,1,4,5,29.924,0,1,1,5,5,1,5,3031,2,1,2
2,2116,2,1,0,5,20.601,22.278,1,0,1,1,1,1,3029,0,2,2
2,7560,3,1,4,5,18.714001,0,1,1,5,5,5,5,3023,9,1,2
2,7513,3,1,0,5,22.767,26.768,1,0,1,1,1,1,3037,96,2,2
2,3292,3,4,8,5,31.812,36.993999,1,1,1,1,1,1,3037,0,3,1
2,134,3,1,4,1,11.647,12.472,1,1,1,1,1,1,3027,1,1,2
2,134,4,1,4,1,11.514,12.24,1,1,1,1,1,1,3027,1,1,2
2,829,3,4,0,5,26.583,31.174,1,0,1,1,1,1,3003,1,3,0
2,7764,3,1,5,5,15.139,16.497999,1,1,1,1,5,1,3003,0,2,2
2,7729,3,1,4,5,30.334999,34.387001,1,5,1,1,1,1,3003,1,1,2
2,1755,2,1,0,5,4.6350002,4.9380002,1,0,1,1,1,1,3003,0,2,2
2,3019,4,1,4,5,30.483999,33.262001,1,1,1,1,1,1,3040,1,1,0
2,3719,4,1,4,1,11.079,12.668,1,1,1,1,1,1,3050,2,1,0
2,3719,5,1,4,1,10.875,12.046,1,1,1,1,1,1,3050,2,1,0
2,7062,3,1,4,5,7.0929999,7.8969998,1,1,1,1,1,1,3050,1,1,2
2,7576,3,1,4,1,6.2589998,7.0510001,1,1,1,1,1,1,3050,1,1,2
2,7085,3,1,10,5,14.176,15.636,1,1,1,1,1,1,3050,1,2,2
2,7576,4,1,4,1,6.3000002,0,1,1,5,5,5,5,3050,1,1,2
2,516,4,1,4,5,24.125,0,1,5,5,5,1,5,3049,1,1,2
2,3107,3,1,4,1,50.375999,56.104,1,1,1,1,1,1,3038,3,1,2
2,3107,4,1,4,1,49.014,52.792999,1,1,1,1,1,1,3038,3,1,2
2,6511,3,3,4,5,45.793999,47.382999,1,1,1,1,1,0,3013,1,3,2
2,3140,3,1,4,1,37.438999,39.504002,1,1,1,1,1,1,3035,2,1,2
2,3140,4,1,4,1,37.396999,39.952999,1,1,1,1,1,1,3035,2,1,2
2,1173,3,1,4,5,9.2720003,9.5539999,1,1,1,1,1,1,3042,1,1,2
2,712,4,1,4,1,33.952999,38.463001,1,5,1,1,5,1,3038,2,1,2
2,2603,3,1,6,5,8.066,8.5640001,1,1,1,1,1,1,3014,1,2,2
2,6600,3,4,0,1,19.719,20.820999,1,0,1,1,1,1,3014,1,3,2
2,298,3,7,12,5,25.705999,29.976,1,1,1,1,1,1,3014,96,4,1
2,712,5,1,4,1,33.903,39.118,1,5,1,1,5,1,3038,2,1,2
2,6600,2,4,0,1,19.072001,19.599001,1,0,1,1,1,1,3014,1,3,2
2,784,3,1,4,5,14.112,15.258,1,1,1,1,1,1,3014,96,1,2
2,4621,4,1,0,5,9.2770004,0,1,0,5,5,5,5,3049,3,2,2
2,2440,3,1,4,1,24.837,26.412001,1,1,1,1,1,1,3034,2,1,2
2,2440,4,1,4,1,23.719999,24.408001,1,1,1,1,1,1,3034,2,1,2
2,145,4,1,0,5,23.839001,25.593,1,0,1,1,1,1,3033,1,2,2
2,5788,3,1,4,5,27.594,29.409,1,1,1,1,1,1,3006,1,1,2
2,3253,3,1,4,1,16.448,17.462,1,1,1,1,1,1,3039,2,1,2
2,3253,4,1,4,1,16.167,17.038,1,1,1,1,1,1,3039,2,1,2
2,5445,2,1,0,5,17.157,18.318001,1,0,1,1,1,1,3001,96,2,2
2,7679,2,4,0,5,16.794001,17.691999,1,0,1,1,1,1,3025,96,3,2
2,6464,4,1,4,5,25.812,27.191999,1,1,1,1,1,1,3030,1,1,0
2,3240,3,1,4,1,28.041,31.635,1,1,1,1,5,0,3024,1,1,2
2,3240,4,1,4,1,27.257,30.094,1,1,1,1,1,1,3024,1,1,2
2,2054,4,1,4,5,30.691,36.401001,1,1,1,1,1,1,3028,1,1,2
2,6399,3,1,4,5,17.558001,19.007999,1,1,1,1,1,0,3016,96,1,2
2,3261,5,1,5,1,3.4189999,3.881,1,1,1,1,1,1,3045,3,2,0
2,3261,4,1,5,1,3.4449999,3.9349999,1,1,1,1,1,1,3024,3,2,0
2,5804,3,1,4,5,39.856998,44.083,1,1,1,1,1,1,3014,96,1,2
2,5168,3,1,10,5,23.544001,25.811001,1,1,1,1,1,1,3010,96,2,2
2,8233,3,1,4,1,26.455,29.011999,1,1,1,1,1,1,3010,3,1,2
2,8233,4,1,4,1,25.927,28.157,1,1,1,1,1,1,3010,3,1,2
2,7083,3,1,4,1,28.193001,30.118999,1,1,1,1,5,1,3031,2,1,2
2,7083,4,1,4,1,28.157,30.511,1,1,1,1,5,1,3031,2,1,2
2,5473,3,1,0,1,14.526,15.068,1,0,1,1,1,1,3044,2,2,2
2,5473,4,1,0,1,14.369,14.686,1,0,1,1,1,1,3044,2,2,2
2,2721,3,1,21,5,17.296,19.240999,1,5,1,1,1,1,3050,1,2,2
2,3777,4,1,4,5,19.487,22.337,1,1,1,1,1,1,3050,2,1,2
2,1098,3,1,4,5,9.1549997,9.7679996,1,1,1,1,1,1,3050,1,1,2
2,4241,3,1,4,5,20.438999,22.333,1,1,1,1,1,1,3050,1,1,2
2,3155,4,1,4,5,32.792,36.931999,1,1,1,1,1,1,3001,1,1,0
2,2503,3,1,4,5,17.527,18.844999,1,1,1,1,1,0,3016,0,1,2
2,2750,4,1,4,5,17.652,20.323999,1,1,1,1,1,1,3012,1,1,0
2,2969,3,1,5,1,5.8179998,6.4679999,1,1,1,1,1,1,3037,4,2,2
2,2969,4,1,5,1,5.7020001,6.6339998,1,1,1,1,1,1,3037,4,2,2
2,4637,4,1,5,1,6.0209999,6.638,1,1,1,1,1,1,3026,2,2,2
2,4637,2,1,5,1,24.826,26.775999,1,1,1,1,1,1,3026,2,2,2
2,5604,2,1,0,5,28.768,31.452,1,0,1,1,1,1,3035,1,2,2
2,2753,4,1,0,1,44.889,48.860001,1,0,1,1,1,1,3035,4,2,2
2,8180,2,7,0,5,17.783001,0,1,0,5,5,5,5,3049,9,0,2
2,2753,5,1,0,1,45.084999,49.898998,1,0,1,1,1,1,3035,4,2,2
2,2271,3,1,4,5,24.319,25.558001,1,1,1,1,1,1,3020,1,1,2
2,1560,5,1,4,5,34.964001,36.220001,1,1,1,1,1,0,3020,2,1,0
2,2957,2,1,0,5,26.504,29.403999,1,0,1,1,1,1,3020,2,2,3
2,6551,3,4,2,5,8.1079998,8.9910002,1,1,1,1,1,1,3040,96,3,2
2,1402,2,4,14,5,9.2480001,9.493,1,1,1,1,1,9,3033,96,3,2
2,5056,4,4,0,5,32.738998,35.728001,1,0,1,1,1,1,3033,3,3,2
2,1702,2,4,1,5,13.781,15.278,1,1,1,1,1,1,3038,0,3,2
2,823,4,1,4,1,15.834,16.367001,1,1,1,1,1,1,3038,2,1,2
2,823,5,1,4,1,15.834,16.367001,1,1,1,1,1,1,3038,2,1,2
2,6934,3,1,4,5,9.2779999,10.338,1,5,1,1,1,1,3013,0,1,2
2,2109,3,1,5,5,20.51,22.075001,1,1,1,1,1,1,3040,2,2,2
2,3559,3,1,4,5,6.9689999,8.1379995,1,1,1,1,1,1,3010,9,1,2
2,6309,3,1,4,5,1.1339999,1.183,1,1,1,1,1,1,3001,1,1,2
2,3574,4,1,5,1,19.898001,22.392,1,1,1,1,1,1,3001,3,2,2
2,4279,2,4,0,5,4.8010001,5.302,1,0,1,1,1,1,3023,96,3,2
2,3574,5,1,5,1,19.766001,22.118999,1,1,1,1,1,1,3001,3,2,2
2,1043,3,1,5,5,15.419,17.097,1,1,1,1,1,1,3045,0,2,2
2,1403,3,1,4,5,35.410999,38.417,1,1,1,1,1,1,3013,1,1,2
2,3804,3,1,4,1,19.385,21.701,1,1,1,1,1,1,3042,1,1,2
2,3804,4,1,4,1,19.018999,20.962,1,1,1,1,1,1,3042,1,1,2
2,6713,4,1,4,1,13.331,15.246,1,1,1,1,1,1,3042,3,1,2
2,6713,5,1,4,1,12.914,14.355,1,1,1,1,1,1,3042,3,1,2
2,3254,3,1,4,1,17.722,19.184999,1,1,1,1,1,1,3044,1,1,2
2,4690,4,1,4,5,18.666,21.150999,1,1,1,1,1,1,3044,1,1,2
2,3254,4,1,4,1,17.695999,19.476,1,1,1,1,1,1,3044,1,1,2
2,5528,3,1,4,5,20.518999,22.808001,1,1,1,1,1,1,3034,3,1,2
2,3504,3,1,4,5,17.393,18.143999,1,1,1,1,1,1,3023,1,1,2
2,3606,3,1,4,1,20.174999,22.127001,1,1,1,1,1,1,3037,1,1,2
2,3606,4,1,4,1,19.761999,21.075001,1,1,1,1,1,1,3037,1,1,2
2,2570,2,1,0,5,47.442001,0,1,0,5,5,5,5,3047,1,2,2
2,7443,3,3,0,5,0,4.4569998,5,0,1,1,1,1,3038,96,4,0
2,41,3,1,7,5,22.207001,23.096001,1,1,1,1,1,1,3020,1,1,2
2,874,3,1,4,5,60.428001,63.101002,1,1,1,1,1,1,3020,3,1,2
2,4217,2,1,7,5,19.917999,20.582001,1,1,1,1,1,1,3020,2,2,2
2,7212,4,1,4,5,4.6170001,5.027,1,1,1,1,1,1,3015,1,1,2
2,1982,4,1,4,5,24.24,25.959999,1,1,1,1,1,1,3015,2,1,2
2,827,3,1,4,5,21.247,22.094999,1,1,1,1,1,1,3047,96,1,0
2,4635,4,1,5,1,7.244,7.723,1,5,1,1,1,1,3044,1,2,0
2,4635,3,1,5,1,7.3179998,7.711,1,5,1,1,1,1,3044,1,2,0
2,5973,3,1,4,1,53.451,60.560001,1,1,1,1,1,0,3040,2,1,2
2,5973,4,1,4,1,52.229,57.007,1,1,1,1,1,0,3040,2,1,2
2,6791,3,1,4,5,34.313999,37.328999,1,1,1,1,1,1,3037,1,1,2
2,7162,3,1,4,1,19.809999,21.541,1,1,1,1,1,1,3003,1,1,0
2,7162,4,1,4,1,19.666,21.569,1,1,1,1,1,1,3003,1,1,0
2,3584,4,1,4,5,17.365,0,1,1,5,5,5,5,3012,2,1,2
2,6291,3,1,4,1,16.254,17.367001,1,1,1,1,1,1,3012,2,1,0
2,6291,4,1,4,1,16.038,17.011,1,1,1,1,1,1,3012,2,1,0
2,6267,2,1,0,5,11.921,13.131,1,0,1,1,1,1,3012,96,2,2
2,5839,3,1,4,5,39.959999,43.381001,1,1,1,1,1,0,3004,9,1,2
2,4384,3,1,4,5,22.934,23.648001,1,1,1,1,1,0,3046,0,1,2
2,884,3,1,5,1,10.242,10.809,1,1,1,1,5,1,3040,3,2,2
2,884,4,1,5,1,10.186,10.717,1,1,1,1,1,1,3040,3,2,2
2,3028,4,1,4,5,11.401,0,1,5,5,5,5,5,3031,2,1,2
2,5328,3,1,4,5,17.291,17.933001,1,1,1,1,1,1,3037,0,1,2
2,1654,3,1,5,5,20.162001,21.188,1,1,1,1,1,1,3034,1,2,2
2,4098,3,1,4,1,12.478,13.347,1,1,1,1,1,1,3035,1,1,0
2,4098,4,1,4,1,12.328,13.091,1,1,1,1,1,1,3035,1,1,0
2,5587,4,1,4,1,18.232,19.112,1,1,1,1,1,1,3002,2,1,2
2,5587,3,1,4,1,19.243999,21.044001,1,1,1,1,1,1,3002,2,1,2
2,4790,3,1,4,5,36.091,39.939999,1,1,1,1,1,1,3002,0,1,2
2,6216,3,1,4,5,28.327999,29.944,1,1,1,1,1,1,3030,1,1,2
2,6491,3,1,4,1,13.869,14.705,1,1,1,1,1,1,3030,1,1,2
2,6491,4,1,4,1,13.869,14.705,1,1,1,1,1,1,3030,1,1,2
2,2784,5,1,4,5,17.728001,20.336,1,1,1,1,1,0,3039,2,1,2
2,5453,3,1,4,1,24.806,27.792,1,1,1,1,1,0,3039,3,1,2
2,5453,4,1,4,1,24.238001,26.283001,1,1,1,1,1,9,3039,3,1,2
2,5679,3,1,4,1,27.357,29.427999,1,1,1,1,1,1,3039,6,1,2
2,6995,3,1,4,5,28.971001,30.118999,1,1,1,1,1,1,3039,3,1,2
2,5679,4,1,4,1,27.518,30.156,1,1,1,1,1,9,3039,6,1,2
2,6078,3,1,5,5,21.701,24.823,1,1,1,1,1,1,3001,4,2,0
2,5442,3,1,4,5,30.218,32.720001,1,1,1,1,1,0,3017,1,1,2
2,7303,3,1,4,1,31.167999,33.157001,1,1,1,1,1,1,3044,1,1,2
2,7303,4,1,4,1,30.295,31.398001,1,1,1,1,1,1,3044,1,1,2
2,4623,3,1,4,5,25.301001,26.834999,1,1,1,1,1,1,3010,1,1,2
2,7326,2,4,0,1,20.202,0,1,0,5,5,5,5,3031,1,3,2
2,7326,3,4,0,1,19.811001,0,1,0,5,5,5,5,3031,1,3,2
2,5506,2,1,0,5,24.782,0,1,0,5,5,1,5,3023,1,2,2
2,7261,3,1,4,5,8.0579996,8.4619999,1,1,1,1,1,1,3021,1,1,2
2,4333,3,1,4,1,23.027,27.066,1,1,1,1,1,1,3021,1,1,2
2,3827,3,1,4,5,24.879,26.299,1,1,1,1,1,1,3044,9,1,2
2,4333,4,1,4,1,21.627001,23.896,1,1,1,1,1,1,3021,1,1,2
2,6024,4,1,4,5,43.359001,0,1,1,5,5,5,5,3031,2,1,0
2,5040,4,4,1,5,25.076,27.622,1,5,1,1,1,1,3038,1,1,2
2,4361,3,7,8,1,20.238001,22.235001,1,1,1,1,1,9,3014,1,4,1
2,4361,4,7,8,1,26.273001,28.794001,1,1,1,1,1,9,3014,1,4,1
2,6544,2,1,0,5,16.344,17.136999,1,0,1,1,1,1,3014,0,2,2
2,2882,4,1,4,5,19.659,21.238001,1,1,1,1,1,0,3044,1,1,2
2,7571,5,1,4,5,32.182999,35.876999,1,1,1,1,1,0,3037,2,1,2
2,2928,2,1,0,1,17.136,18.827,1,0,1,1,1,1,3050,1,2,2
2,2928,3,1,0,1,16.841999,18.037001,1,0,1,1,1,1,3050,1,2,2
2,2896,2,1,0,5,1.579,1.725,1,0,1,1,1,1,3014,2,2,2
2,2371,3,1,11,1,2.6259999,2.7969999,1,1,1,1,1,1,3018,2,2,2
2,7301,4,1,4,1,18.6,19.784,1,1,1,1,1,1,3018,1,1,2
2,2371,4,1,11,1,2.6229999,2.8299999,1,1,1,1,1,1,3018,2,2,2
2,7301,3,1,6,1,18.862,20.281,1,1,1,1,1,1,3018,1,1,2
2,3960,4,1,4,5,22.118,25.693001,1,1,1,1,1,1,3050,1,1,2
2,6549,4,1,4,5,67.921997,72.514999,1,5,1,1,1,0,3003,2,1,2
2,4840,3,1,4,1,26.02,29.955999,1,1,1,1,1,1,3003,1,1,2
2,4840,4,1,4,1,25.865999,29.59,1,1,1,1,1,1,3003,1,1,2
2,7158,3,1,4,5,38.682999,38.952,1,5,1,1,1,1,3010,1,1,2
2,1473,3,1,10,5,28.055,30.691,1,5,1,1,1,1,3010,1,2,2
2,1384,3,7,8,5,42.007999,43.168999,1,1,1,1,1,1,3010,96,4,1
2,4850,3,1,4,5,19.302999,20.43,1,1,1,1,1,1,3044,1,1,2
2,1366,3,1,4,1,18.483,0,1,5,5,5,5,5,3015,1,1,2
2,1366,4,1,4,1,18.464001,0,1,5,5,5,5,5,3015,1,1,2
2,2940,3,1,4,5,20.507,0,1,1,5,5,5,5,3042,9,1,0
2,6798,3,1,0,1,27.681,31.263,1,0,1,1,1,1,3035,1,2,2
2,6469,3,1,0,5,18.952,20.511999,1,0,1,1,1,1,3035,1,2,1
2,6798,2,1,0,1,26.858,28.924999,1,0,1,1,1,1,3035,1,2,2
2,5708,3,3,6,5,22.233,25.181,1,1,1,1,1,1,3037,96,4,0
2,5982,3,1,4,5,24.521999,26.906,1,1,1,1,1,1,3011,96,1,2
2,5013,4,1,4,1,14.535,15.535,1,1,1,1,1,1,3014,1,1,2
2,5013,3,1,4,1,14.891,16.115999,1,1,1,1,1,1,3014,1,1,2
2,7324,3,1,4,1,21.641001,23.972,1,1,1,1,1,1,3033,1,1,2
2,7324,4,1,4,1,21.618,24.285,1,1,1,1,1,1,3033,1,1,2
2,4758,3,1,4,5,18.070999,18.679001,1,1,1,1,1,1,3020,1,1,2
2,6371,3,1,4,5,27.426001,29.875,1,1,1,1,1,1,3022,0,1,2
2,6678,3,1,13,5,29.937,36.495998,1,1,1,1,1,1,3034,2,2,2
2,2904,3,4,1,1,18.275,20.280001,1,1,1,1,5,1,3043,2,1,2
2,2904,4,4,1,1,17.725,18.983,1,1,1,1,1,0,3043,2,1,2
2,4768,4,1,4,5,19.698,22.725,1,5,1,1,1,1,3003,1,1,2
2,3320,3,1,4,5,10.379,11.226,1,1,1,1,1,1,3027,1,1,2
2,4063,3,1,4,5,33.448002,35.263,1,1,1,1,5,1,3041,1,1,0
2,2792,3,1,4,1,18.309,20.215,1,1,1,1,1,0,3045,2,1,2
2,2792,4,1,4,1,18.076,19.767,1,1,1,1,1,0,3045,2,1,2
2,1942,3,1,5,5,1.0369999,1.059,1,1,1,1,1,1,3022,2,2,2
2,1376,2,1,0,1,2.7079999,3.1819999,1,0,1,1,5,9,3022,1,2,2
2,1376,3,1,0,1,2.631,3.0090001,1,0,1,1,5,1,3022,1,2,2
2,1307,3,1,4,1,1.0369999,1.059,1,1,1,1,1,1,3034,1,1,2
2,1307,4,1,4,1,1.0369999,1.059,1,1,1,1,1,1,3034,1,1,2
2,2419,2,1,0,5,1.684,1.864,1,0,1,1,1,1,3034,2,2,2
2,1670,3,1,10,5,27.617001,29.243,1,1,1,1,1,1,3034,96,2,2
2,1212,2,1,0,1,20.489,22.959,1,0,1,1,1,1,3002,1,2,2
2,1212,3,1,0,1,20.615999,23.621,1,0,1,1,1,1,3002,1,2,2
2,1207,4,1,0,1,30.929001,32.070999,1,0,1,1,1,1,3045,3,2,2
2,2149,4,1,5,5,17.312,19.041,1,1,1,1,1,1,3045,1,2,2
2,94,3,1,4,5,9.0780001,9.9560003,1,1,1,1,1,1,3035,1,1,2
2,7913,3,4,1,1,23.035,23.971001,1,1,1,1,1,1,3045,3,1,2
2,1207,6,1,0,1,30.607,31.865999,1,0,1,1,1,1,3045,3,2,2
2,7913,4,4,1,1,23.035,23.971001,1,1,1,1,1,1,3045,3,1,2
2,540,3,1,4,1,37.897999,41.584999,1,1,1,1,1,1,3007,1,1,2
2,540,4,1,4,1,36.307999,38.368,1,1,1,1,1,1,3007,1,1,2
2,1916,2,1,7,5,65.283997,72.514999,1,1,1,1,1,0,3039,0,2,2
2,1992,3,1,4,5,20.106001,20.629999,1,1,1,1,1,1,3039,0,1,2
2,142,2,1,0,1,7.5440001,9.0649996,1,0,1,1,1,1,3039,1,2,0
2,142,3,1,0,1,7.5890002,9.368,1,0,1,1,1,1,3039,1,2,0
2,777,4,14,17,5,67.921997,72.514999,1,1,1,1,1,1,3026,2,2,0
2,2861,3,1,4,1,18.721001,19.492001,1,1,1,1,1,1,3027,1,1,2
2,2861,4,1,4,1,18.705,0,1,1,5,5,5,5,3027,1,1,2
2,3113,2,1,0,5,3.029,3.234,1,0,1,1,1,1,3038,1,2,2
2,4684,3,1,4,1,23.725,24.952,1,1,1,1,1,1,3008,1,1,2
2,4684,4,1,4,1,23.436001,24.5,1,1,1,1,1,1,3008,1,1,2
2,5188,3,1,4,5,20.555,23.757999,1,1,1,1,1,1,3009,0,1,2
2,3009,3,1,4,5,5.973,6.4530001,1,1,1,1,1,1,3025,9,1,2
2,5057,2,1,0,5,42.153,55.223,1,0,1,1,1,1,3042,96,2,0
2,3289,3,1,4,1,12.655,14.639,1,1,1,1,1,1,3042,2,1,2
2,3289,4,1,4,1,12.16,13.34,1,1,1,1,1,1,3042,2,1,2
2,4159,3,1,4,5,27.423,29.702999,1,1,1,1,1,1,3032,1,1,2
2,4329,3,1,4,5,14.862,16.971001,1,1,1,1,1,1,3037,1,1,2
2,5687,4,1,4,5,26.471001,0,1,5,5,5,5,5,3042,1,1,2
2,3040,3,4,0,1,30.788,32.216999,1,0,1,1,1,1,3033,1,3,2
2,3040,4,4,0,1,30.907,32.743999,1,0,1,1,1,1,3033,1,3,2
2,6759,3,1,5,5,33.492001,28.329,1,1,1,1,5,1,3044,0,2,0
2,2696,3,1,4,5,27.325001,0,1,5,5,5,5,5,3031,96,1,0
2,5558,2,1,0,1,50.124001,54.499001,1,0,1,1,1,1,3044,2,2,0
2,5558,3,1,0,1,49.384998,51.91,1,0,1,1,1,1,3044,2,2,0
2,2372,3,1,4,5,24.389,26.145,1,5,1,1,1,1,3029,0,1,0
2,6452,3,1,0,5,27.105,27.922001,1,0,1,1,1,1,3009,9,2,1
2,6116,3,1,4,5,33.370998,34.305,1,1,1,1,1,1,3029,1,1,0
2,6408,4,1,4,5,23.863001,22.966,1,1,1,1,1,1,3029,1,1,0
2,1687,2,1,0,5,38.243,41.561001,1,0,1,1,1,1,3029,2,2,0
2,1470,2,1,0,5,63.341999,65,1,0,1,1,1,1,3029,0,2,0
2,5003,4,1,4,5,57.52,59.472,1,1,1,1,1,1,3009,1,1,2
2,6967,3,4,1,5,24.885,24.745001,1,1,1,1,5,1,3043,0,1,0
2,5273,3,4,1,1,35.928001,37.042,1,1,1,1,1,1,3016,3,1,0
2,5273,5,4,1,1,35.928001,37.042,1,1,1,1,1,1,3016,3,1,0
2,7006,4,4,1,5,41.971001,42.133999,1,1,1,1,1,1,3044,2,1,0
2,6133,2,1,0,1,16.127001,17.542999,1,0,1,1,1,1,3015,1,2,0
2,6133,3,1,0,1,16.127001,17.542999,1,0,1,1,1,1,3015,1,2,0
2,5893,3,1,4,5,29.783001,31.639,1,1,1,1,1,1,3042,1,1,2
2,6720,3,1,4,5,25.410999,29.525999,1,5,1,1,1,1,3042,1,1,1
2,8106,5,1,4,5,18.388,20.607,1,1,1,1,1,1,3025,2,1,0
2,4815,3,1,4,5,37.667,39.696999,1,1,1,1,1,1,3016,1,1,0
2,5014,2,1,0,5,34.741001,34.243,1,0,1,1,1,0,3036,1,2,0
2,1248,3,1,4,5,39.237999,37.719002,1,1,1,1,1,1,3003,9,1,0
2,1358,3,1,4,1,44.784,45.716999,1,5,1,1,1,1,3011,2,1,0
2,1358,4,1,4,1,42.952,43.441002,1,5,1,1,1,1,3011,2,1,0
2,4176,3,1,4,5,43.030998,43.027,1,1,1,1,1,1,3003,1,1,0
2,2078,3,1,4,5,35.912998,37.34,1,1,1,1,1,0,3019,0,1,2
2,3368,6,1,0,5,22.274,23.462999,1,0,1,1,1,1,3035,2,1,1
2,6061,3,1,4,5,33.039001,33.223,1,1,1,1,1,1,3025,1,1,0
2,7668,4,1,4,5,23.389999,25.216,1,1,1,1,1,1,3026,1,1,0
2,5718,2,1,0,5,45.868999,46.570999,1,0,1,1,1,1,3039,0,2,0
2,2738,4,4,0,5,65.931999,66.883003,1,0,1,1,1,1,3020,2,3,0
2,6609,2,1,0,1,22.107,22.743,1,0,1,1,1,1,3026,1,2,0
2,6609,3,1,0,1,21.826,22.381001,1,0,1,1,1,1,3026,1,2,0
2,3936,3,4,1,5,21.202,22.405001,1,1,1,1,1,1,3026,3,1,0
2,5358,3,1,4,1,21.450001,23.344999,1,1,1,1,1,1,3035,2,1,0
2,5358,4,1,4,1,21.413,23.745001,1,1,1,1,1,1,3035,2,1,0
2,6585,3,1,4,5,54.806,55.597,1,1,1,1,1,1,3026,1,1,0
2,650,3,1,0,5,20.802,21.695,1,0,1,1,1,1,3035,1,2,0
2,6571,3,1,4,5,22.403,23.046,1,1,1,1,1,1,3025,1,1,0
2,1312,3,1,4,5,45.321999,46.914001,1,1,1,1,1,1,3035,2,1,0
2,7466,5,1,4,1,45.205002,47.165001,1,5,1,1,1,1,3025,4,1,0
2,7466,6,1,4,1,44.604,47.252998,1,5,1,1,1,1,3025,4,1,0
2,7552,3,1,4,1,32.622002,31.639,1,1,1,1,1,1,3026,1,1,0
2,7552,4,1,4,1,33.200001,32.696999,1,1,1,1,1,1,3026,1,1,0
2,660,3,1,4,1,20.677,19.940001,1,1,1,1,1,1,3030,1,1,0
2,660,4,1,4,1,21.408001,20.705,1,1,1,1,1,1,3030,1,1,0
2,7831,3,4,1,5,35.464001,37.410999,1,1,1,1,1,1,3008,0,1,2
2,3547,3,1,14,5,20.802999,21.631001,1,1,1,1,1,1,3030,1,2,0
2,6736,2,1,0,5,27.782,29.594,1,0,1,1,1,1,3029,0,2,0
2,4504,4,1,4,1,46.333,49.949001,1,1,1,1,1,1,3015,4,1,0
2,4504,5,1,1,1,44.994999,47.082001,1,1,1,1,1,1,3015,4,1,0
2,1300,3,1,0,1,19.059999,21.278999,1,0,1,1,1,1,3015,3,1,0
2,1300,5,1,0,1,18.004999,19.955,1,0,1,1,1,1,3015,3,1,0
2,6987,3,4,1,5,25.395,27.238001,1,1,1,1,1,1,3034,0,1,0
2,3379,3,1,14,5,65.122002,70.092003,1,1,1,1,1,1,3047,2,2,0
2,3597,4,1,4,5,67.921997,72.175003,1,5,1,1,1,1,3031,3,1,0
