OHHREL07,OHHID07,OHHSN07,Q36B1,Q36B2,Q36B3,Q36B4,Q36B5,Q36B6A,Q36B6B,Q36B6C,Q36B6D,Q36B6E,Q36B6F,Q36B7,Q36B8,Q36B9,Q36B10A,Q36B10B,Q36B10C,Q36B10D,Q36B10E,Q36B10F,Q36B10G,Q36B10H,Q36B10I,Q36B10J,Q36B11A,Q36B11B,Q36B11C,Q36B11D,Q36B12A,Q36B12B,Q36B12C,Q36B12D,Q36B14A,Q36B14B,Q36B14C,Q36B14D,Q36B15A,Q36B15B,Q36B15C,Q36B16A,Q36B16B,Q36B16C,Q36B16D,Q36B16E,Q36B16F,Q36B16G,Q36B16H,Q36B16I,Q36B16J,Q36B16K,Q36B16L,Q36B16M,Q36B16N,Q36B16O,Q36B16P,Q36B16Q,Q36B16R,Q36B16S,Q36B17A,Q36B17B,Q36B17C,Q36B17D,Q36B17E,Q36B18A,Q36B18B,Q36B18C,Q36B19A,Q36B19B,Q36B19C,Q36B19D,Q36B19E,Q36B20,Q36B21,Q36B22,Q36B23,Q36B24,Q36B25,Q36B26,Q36B27,Q36B28,Q36B28OS,Q36B29
1,1956,4,1,2,1,2,2,4,5,3,4,5,5,3,0,3,4,3,1,4,1,3,3,2,1,1,2,1,2,2,3,4,5,1,3,1,1,2,1,5,1,4,2,1,1,3,4,3,4,3,2,2,4,4,4,4,2,4,2,3,3,4,2,1,1,2,2,2,2,1,3,3,1,5,0,0,1,1,41,5,2,2,0,10
1,287,3,5,2,2,3,3,3,4,3,1,4,5,3,0,3,3,3,1,3,1,3,3,2,2,2,2,3,2,2,4,3,5,1,3,3,1,1,1,1,1,3,1,1,1,4,4,1,4,1,3,1,4,4,4,4,3,4,1,4,2,4,1,1,1,3,3,2,2,2,2,2,2,1,8,30,1,1,40,5,1,0,0,30
1,793,3,0,5,5,3,3,5,5,5,5,5,5,0,0,0,4,4,1,3,1,4,3,2,1,1,2,1,2,1,3,4,5,1,3,1,1,2,5,1,1,3,2,1,1,2,3,2,4,3,2,1,4,4,4,4,1,3,2,3,3,2,1,1,1,4,4,4,2,1,3,2,1,1,8,30,5,0,0,0,0,0,0,0
1,793,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6616,4,7,12,3,1,3,4,5,5,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,8,8,3,2,1,2,1,1,1,3,3,3,3,3,3,2,3,2,3,2,3,3,3,4,2,4,8,3,4,3,1,1,1,3,3,3,2,2,2,2,2,5,0,0,1,1,50,5,1,0,0,30
1,1419,5,7,10,3,3,3,2,5,2,2,4,5,1,3,4,3,3,2,3,2,3,3,2,2,2,3,2,2,2,3,5,4,1,5,1,2,3,5,1,5,4,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,3,2,3,2,2,1,1,1,3,4,3,2,2,2,2,2,5,0,0,1,1,50,5,2,3,0,2
1,1944,4,7,0,5,3,3,5,5,5,2,5,5,3,0,1,3,3,2,3,2,3,3,2,2,2,3,3,3,2,4,3,1,5,2,1,2,2,5,5,5,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,1,1,1,3,3,3,2,2,3,2,2,5,0,0,1,1,45,5,1,0,0,10
1,6985,3,7,7,2,2,2,4,5,3,4,5,5,3,0,4,4,4,1,3,2,3,4,2,2,2,3,1,1,2,5,3,4,2,2,1,2,2,5,1,1,3,3,3,2,3,2,2,4,3,2,3,4,4,3,4,4,4,1,2,2,3,1,1,1,2,4,3,1,1,2,2,1,5,0,0,1,1,44,4,2,3,0,15
1,3587,3,1,20,2,1,1,4,4,4,4,4,4,3,0,4,4,3,2,4,2,3,3,3,3,3,3,2,2,2,3,4,5,2,5,1,1,3,5,1,1,4,1,1,1,4,4,1,4,1,2,1,4,4,4,4,1,4,1,4,3,3,1,1,1,3,4,3,2,1,2,1,1,5,0,0,1,1,40,5,1,0,0,35
1,1467,3,1,0,2,1,2,4,5,4,4,5,5,1,2,3,4,4,1,4,1,4,3,1,1,1,2,1,2,1,3,5,4,1,4,1,2,4,1,5,5,3,3,3,2,3,3,3,4,3,2,1,4,4,3,4,1,4,2,3,2,1,1,1,1,4,3,3,2,2,3,2,3,5,0,0,1,1,40,6,1,0,0,30
1,399,3,7,3,2,2,2,4,5,5,5,5,5,3,0,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,2,2,1,1,1,5,5,5,3,3,2,1,3,4,2,4,2,2,2,4,4,4,4,2,4,2,3,2,3,1,2,1,3,3,3,2,2,2,2,2,5,0,0,1,1,40,5,2,5,0,1
1,933,5,7,20,1,1,3,4,5,4,5,5,5,1,1,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,5,4,2,5,1,1,2,5,5,1,4,1,1,1,4,4,1,4,1,3,2,4,4,4,3,1,4,1,4,2,1,1,1,1,3,3,3,2,1,3,1,1,1,16,45,1,1,55,5,1,0,0,10
1,2590,3,7,1,4,3,3,4,4,4,4,5,5,2,3,4,4,4,1,3,4,4,4,4,1,1,1,1,1,1,4,5,3,1,1,1,3,4,5,1,5,3,3,3,2,4,4,1,4,2,1,1,3,4,4,3,2,4,3,4,2,2,2,2,2,3,3,3,2,3,2,3,3,5,0,0,1,1,40,5,1,0,0,20
1,3017,3,4,5,5,2,3,4,5,4,5,5,5,2,2,2,3,3,1,3,1,3,3,3,2,3,3,3,3,2,3,1,5,4,5,2,3,2,1,5,5,3,3,2,2,3,3,3,3,3,2,8,4,3,3,3,3,3,2,2,3,3,3,1,1,3,3,3,2,3,2,3,1,5,0,0,1,1,40,5,1,0,0,20
1,3017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4945,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4945,4,4,4,4,3,3,3,5,3,3,5,5,1,3,2,3,3,1,3,1,3,3,1,1,1,2,2,2,2,3,4,5,1,5,1,1,3,5,1,1,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,3,1,1,1,3,2,3,3,3,2,2,2,5,0,0,1,1,50,5,1,0,0,30
1,4126,4,7,1,3,3,3,3,5,4,2,5,5,3,0,4,3,3,2,3,2,3,3,2,2,2,2,3,2,2,4,1,3,5,5,2,3,4,1,1,5,3,3,2,2,2,3,2,3,2,2,2,3,3,3,3,2,3,2,3,3,2,1,1,1,3,3,3,2,2,3,2,2,5,0,0,1,1,65,5,2,5,0,45
1,863,3,1,5,5,3,3,4,4,3,2,1,3,3,0,2,4,4,2,4,3,4,4,4,2,4,2,2,2,2,5,4,3,2,5,5,5,5,5,5,5,3,4,3,4,4,1,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,4,1,3,3,2,3,3,2,2,5,0,0,5,0,0,0,0,0,0,0
1,1060,3,0,2,3,3,3,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,4,1,2,1,1,1,1,1,3,1,4,5,2,1,1,1,5,5,1,4,2,2,2,3,4,2,4,2,2,2,4,4,4,4,3,4,2,4,1,1,1,1,1,3,3,4,2,1,3,2,1,5,0,0,1,2,56,5,1,0,0,20
1,3692,3,0,2,5,2,2,3,4,3,3,4,5,3,0,4,3,3,3,3,2,3,3,2,2,2,2,2,2,2,3,1,4,5,2,2,4,4,5,5,5,4,2,1,1,4,4,2,3,2,3,2,3,3,3,3,2,3,2,3,2,1,1,1,1,3,3,3,2,2,2,2,2,5,0,0,1,1,25,5,2,2,0,15
1,2353,3,7,36,1,1,2,3,5,5,4,5,5,1,2,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,1,4,1,1,2,1,5,1,4,2,1,1,2,4,3,4,2,1,1,4,4,4,4,1,4,1,4,2,2,3,1,1,4,4,3,1,1,3,2,1,5,0,0,1,1,50,5,1,0,0,10
1,2053,3,4,0,1,1,1,2,5,3,1,5,4,1,3,4,3,4,2,4,2,3,1,3,3,2,4,4,3,3,3,4,5,2,5,2,2,1,1,1,5,4,4,4,1,3,4,4,4,1,1,4,4,4,4,4,1,4,1,4,3,2,1,1,1,3,3,4,1,2,1,4,2,5,0,0,1,2,45,5,2,2,0,6
1,2053,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,195,3,1,2,1,1,1,4,3,2,3,2,1,3,0,2,3,3,3,4,3,4,2,3,3,3,3,4,2,2,5,4,1,2,1,1,2,2,1,1,5,3,2,2,2,2,3,2,3,2,2,2,4,3,3,3,2,3,2,3,4,3,4,3,2,4,4,2,3,2,2,3,1,5,0,0,1,1,60,6,1,0,0,20
1,3260,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3260,4,0,20,3,1,2,4,4,5,3,5,5,3,0,3,4,4,2,4,1,3,3,3,2,2,2,2,2,2,3,4,5,2,3,2,3,4,1,1,5,3,2,2,2,3,4,2,3,2,2,2,3,3,4,4,2,4,2,2,3,4,1,1,1,3,3,3,2,2,2,3,3,5,0,0,1,1,55,6,1,0,0,40
1,1441,3,0,6,1,3,3,5,5,4,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,3,1,5,3,4,1,4,1,1,2,1,1,1,4,2,2,2,2,3,3,3,3,2,3,3,3,3,4,3,3,2,3,4,2,1,2,2,4,3,3,2,1,2,3,1,5,0,0,1,1,70,6,2,5,0,1
1,3494,3,0,4,5,3,3,5,5,5,5,5,5,0,0,0,3,3,2,4,2,3,3,2,2,2,3,2,1,2,3,4,1,5,4,1,2,1,1,1,1,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,3,2,3,1,4,4,3,2,3,2,3,2,5,0,0,1,1,45,5,1,0,0,23
1,3494,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5201,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5201,4,0,3,2,2,3,4,5,4,4,5,5,1,2,3,4,4,1,3,1,3,3,3,1,1,1,2,1,1,3,4,5,2,2,2,1,4,5,5,1,4,2,2,1,4,4,1,4,3,2,2,3,4,4,4,1,4,1,4,3,2,1,1,1,4,4,3,2,1,2,2,2,5,0,0,1,1,40,5,2,3,0,15
1,1635,3,7,10,1,2,2,4,5,4,4,5,5,3,0,4,4,4,1,4,1,3,3,2,1,1,1,1,1,1,4,3,5,1,5,2,2,4,5,5,1,3,2,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,1,3,3,3,2,2,2,2,2,5,0,0,1,1,60,5,2,7,1,10
1,1635,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5806,3,1,1,2,3,3,3,4,3,2,3,4,3,0,2,3,4,3,2,3,2,2,4,3,3,4,4,4,3,1,5,4,3,1,1,1,3,1,1,5,4,2,3,1,3,3,1,4,2,1,1,4,4,4,3,1,4,2,4,3,2,1,1,1,3,3,4,2,2,3,3,1,5,0,0,5,0,0,0,0,0,0,0
1,5084,3,4,2,1,2,3,3,4,1,4,4,5,2,3,3,3,4,1,4,1,4,4,2,2,1,1,1,2,1,5,4,3,1,5,1,1,3,1,1,5,4,1,1,1,4,4,2,4,2,2,1,3,4,4,3,1,2,1,4,3,3,1,3,1,3,3,2,2,1,2,1,1,5,0,0,1,2,60,6,2,3,0,23
1,5166,3,7,2,5,3,3,4,5,5,5,5,5,3,0,4,4,4,1,4,1,4,3,1,1,1,1,1,1,1,4,3,5,1,3,1,1,2,5,5,5,3,2,2,2,4,4,2,3,2,3,2,3,3,3,3,2,3,2,3,2,2,4,3,2,3,3,3,1,1,3,2,1,5,0,0,1,1,50,5,1,0,0,45
1,5166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2774,3,7,6,1,2,3,5,5,3,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,2,1,1,1,1,1,5,1,3,1,1,1,4,3,1,3,1,3,1,4,3,3,3,2,3,2,3,2,1,1,1,1,4,3,3,1,1,3,1,1,1,1,1,1,1,50,6,1,0,0,60
1,2408,3,7,2,6,3,3,3,5,3,4,5,5,3,0,3,3,3,2,3,2,4,3,2,2,2,2,3,2,2,5,4,1,3,2,1,2,2,1,5,1,3,3,3,2,2,3,3,4,3,3,2,3,4,4,3,3,4,3,3,3,3,2,2,2,3,3,3,2,1,3,2,1,5,0,0,1,1,55,6,1,0,0,25
1,4353,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4353,4,6,0,5,2,2,1,4,4,3,5,5,3,0,4,3,4,1,4,2,3,3,3,3,2,2,4,2,2,5,1,3,4,3,1,1,1,1,1,5,3,2,3,1,2,3,2,3,2,2,2,3,3,3,3,2,3,2,3,2,4,1,3,1,3,3,2,2,2,2,3,2,5,0,0,1,1,60,6,1,0,0,60
1,3053,3,1,20,1,2,2,5,5,3,3,5,5,3,0,3,3,4,1,3,1,1,4,2,1,1,2,2,2,3,4,3,5,1,3,2,1,2,5,1,5,4,3,3,2,3,3,2,3,3,2,3,3,4,4,3,3,3,2,4,2,2,2,1,3,3,3,4,2,1,3,3,1,1,14,15,5,0,0,0,0,0,0,0
1,5053,4,6,8,5,3,3,5,5,5,5,5,5,0,0,0,3,3,1,3,1,3,3,2,2,2,2,2,1,2,3,4,5,1,3,1,1,2,5,1,1,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,3,1,1,1,3,3,3,2,2,2,2,1,5,0,0,1,3,55,5,1,0,0,1
1,359,3,0,1,1,2,3,4,5,3,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,2,1,3,4,5,1,1,1,1,1,5,1,1,3,2,2,2,4,3,2,4,2,2,1,3,4,4,4,2,4,2,4,3,3,1,1,1,4,3,3,1,1,2,1,1,5,0,0,1,1,40,5,1,0,0,15
1,380,3,0,0,1,1,1,3,5,3,1,5,5,3,0,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,4,5,3,1,5,1,1,3,1,1,1,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,3,4,2,3,4,3,2,2,1,4,3,2,3,2,2,3,2,5,0,0,1,1,50,6,1,0,0,90
1,380,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6424,3,2,20,3,2,3,4,5,4,4,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,3,2,2,1,3,4,5,2,4,2,2,3,5,1,1,3,2,2,2,3,4,2,4,2,3,3,3,4,4,3,2,3,2,3,2,2,2,2,2,3,3,3,1,1,2,2,1,5,0,0,1,1,45,5,1,0,0,1
1,3317,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3317,5,2,2,2,2,3,4,5,4,5,5,5,2,2,4,4,4,1,3,1,3,3,1,3,1,2,2,2,2,3,4,5,1,3,1,1,3,1,5,1,4,1,1,1,4,4,2,4,2,3,2,3,4,4,4,2,4,2,3,1,3,1,1,1,4,4,4,1,1,2,3,1,5,0,0,1,1,50,5,1,0,0,60
1,2426,3,7,5,5,3,3,4,5,3,4,5,5,3,0,4,4,4,1,4,1,4,4,1,3,1,3,1,2,2,5,1,3,4,3,1,1,4,5,5,1,3,3,3,2,2,3,3,4,3,2,2,4,4,4,3,2,3,2,2,2,1,1,1,1,3,3,4,1,1,2,3,1,5,0,0,1,1,50,6,1,0,0,30
1,5360,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5360,4,1,0,2,2,3,4,5,4,4,5,5,2,2,4,3,3,1,4,1,3,3,3,2,2,1,1,1,1,3,4,5,2,4,2,1,1,1,5,5,2,2,2,2,4,4,2,3,3,2,2,2,4,4,4,2,3,2,3,3,2,1,1,1,3,3,3,2,1,2,3,1,5,0,0,1,1,2,1,2,7,1,18
1,1644,3,0,10,4,3,3,4,5,4,5,5,5,3,0,3,3,4,1,4,2,3,3,2,2,2,3,2,2,2,3,4,5,1,3,2,2,2,1,5,1,4,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,2,2,2,3,1,1,1,4,3,3,2,2,2,2,3,5,0,0,1,1,45,5,1,0,0,25
1,397,3,0,6,2,2,2,2,5,1,2,5,5,1,3,2,3,3,1,3,1,3,3,2,2,2,2,2,2,2,3,4,1,5,3,1,2,1,5,1,5,3,3,3,2,3,3,3,3,3,2,3,3,4,3,3,2,3,8,2,3,2,4,3,1,3,3,3,2,3,2,3,1,5,0,0,1,3,60,5,1,0,0,35
1,1103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6939,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6939,4,2,2,1,2,2,3,4,2,4,4,4,3,0,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,5,1,4,5,2,2,2,1,1,5,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,1,1,3,2,3,2,2,3,2,2,5,0,0,1,2,70,6,2,2,0,30
1,4943,3,0,20,1,2,2,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,2,3,1,1,1,1,1,1,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,1,1,1,3,3,3,2,2,3,2,2,5,0,0,1,1,45,5,1,0,0,45
1,4529,3,0,12,1,3,3,3,3,3,3,3,3,3,0,2,3,3,2,3,2,2,2,3,3,3,3,3,2,3,5,4,1,3,5,1,1,2,1,1,1,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,1,3,1,1,3,2,3,2,2,2,3,2,5,0,0,1,1,40,5,1,0,0,15
1,3244,3,7,12,2,2,2,4,5,4,4,5,5,1,1,4,4,4,1,4,1,4,4,3,2,1,2,1,2,2,4,5,1,8,4,3,3,3,5,1,1,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,2,3,1,1,3,3,3,2,2,3,2,1,5,0,0,1,2,40,5,1,0,0,35
1,683,3,4,3,5,3,3,5,5,4,4,4,4,3,0,3,3,3,2,4,2,3,3,2,2,2,2,2,2,2,4,5,1,3,5,1,3,3,1,5,5,3,2,3,2,3,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,2,2,1,3,3,2,2,2,3,3,2,5,0,0,1,1,80,5,1,0,0,75
1,1036,3,7,0,2,3,3,4,5,4,4,5,5,3,0,3,4,4,1,4,1,4,4,1,1,1,2,2,1,1,5,4,1,3,1,1,2,1,5,5,1,4,3,2,2,3,3,3,3,3,2,2,3,3,4,4,4,4,2,2,3,2,1,1,1,3,3,3,2,1,2,2,1,5,0,0,1,1,40,5,1,0,0,15
1,4553,3,7,0,3,2,2,5,5,5,5,5,5,0,0,0,3,3,1,3,2,3,3,8,2,2,2,2,2,2,4,5,1,3,1,1,1,1,1,1,5,3,8,8,2,3,3,8,4,8,3,2,4,3,3,3,2,3,8,3,3,3,1,4,3,3,2,3,2,2,2,3,1,5,0,0,5,0,0,0,0,0,0,0
1,3415,4,6,12,4,3,3,3,3,4,4,4,4,3,0,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,1,3,5,4,3,3,2,4,5,1,5,2,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,2,3,2,3,3,5,0,0,1,1,60,6,1,0,0,15
1,3731,4,3,12,2,3,3,4,5,5,5,5,5,3,0,4,4,4,2,4,1,3,3,2,2,2,2,2,2,2,3,5,4,1,3,2,1,2,1,1,5,4,3,3,2,3,4,2,3,2,2,2,3,4,3,4,2,4,2,2,2,2,1,1,1,2,3,3,1,1,2,3,2,1,4,1,1,1,60,5,1,0,0,30
1,4465,3,3,0,2,3,3,4,5,3,4,5,5,3,0,3,4,4,2,3,1,3,3,2,2,2,2,2,2,2,5,4,1,3,4,2,1,2,5,1,1,3,2,2,2,4,3,2,3,1,3,3,3,4,4,4,2,4,1,3,2,4,3,1,1,4,3,2,1,2,2,3,1,5,0,0,1,1,40,5,1,0,0,35
1,2172,3,7,0,2,2,2,3,5,3,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,2,2,1,1,1,1,1,5,4,1,1,1,4,4,2,4,3,2,2,4,4,3,4,2,3,1,3,2,1,1,1,1,3,3,3,2,1,4,3,1,5,0,0,1,2,55,7,1,0,0,8
1,2172,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1271,3,2,5,5,2,2,5,5,3,5,5,5,3,0,4,4,4,2,4,1,4,3,2,1,1,3,2,2,2,4,3,1,5,2,1,1,2,1,1,1,3,2,2,2,3,4,2,3,2,3,2,4,4,3,3,2,3,2,3,3,3,1,1,1,3,3,3,2,2,2,2,2,5,0,0,1,2,50,5,1,0,0,15
1,1398,4,3,0,1,2,1,1,3,1,3,4,5,2,3,3,4,4,1,4,1,3,3,3,3,3,2,4,4,3,3,5,4,2,1,2,3,1,5,5,5,3,2,2,2,1,1,3,3,3,2,4,4,3,3,4,4,4,2,2,3,3,1,1,1,1,1,3,1,1,1,1,1,5,0,0,1,1,40,5,1,0,0,20
1,3448,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3448,4,2,15,5,3,3,4,5,4,5,5,5,3,0,4,4,4,2,4,1,4,3,2,1,2,2,3,2,2,3,5,4,1,4,1,2,5,5,1,1,3,2,3,2,3,3,2,4,3,2,2,4,4,4,4,2,4,2,3,3,3,1,2,1,3,3,3,3,2,2,3,3,5,0,0,1,1,60,6,1,0,0,2
1,3156,3,0,30,3,2,3,3,3,4,3,4,4,1,2,2,4,4,1,3,1,3,3,2,3,2,2,3,2,2,4,3,5,1,4,2,3,2,1,1,5,3,3,3,2,2,4,4,4,3,1,2,4,4,3,3,3,3,2,2,2,3,1,1,1,3,2,3,3,1,2,2,3,5,0,0,1,1,60,5,1,0,0,15
1,7126,3,7,3,3,3,3,3,5,5,5,5,5,2,1,4,4,3,2,3,2,2,3,2,2,2,2,3,2,2,5,4,3,2,5,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,1,3,3,3,2,2,3,2,2,5,0,0,5,0,0,0,0,0,0,0
1,4543,3,0,0,3,3,3,5,3,1,5,5,5,3,0,4,3,3,1,3,2,3,3,3,2,2,2,2,2,2,3,4,5,1,1,1,3,5,1,1,1,3,2,3,1,3,4,2,4,3,2,3,3,3,4,3,3,3,2,3,1,4,1,3,1,4,4,3,2,2,2,3,2,5,0,0,1,2,60,6,1,0,0,7
1,4543,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4172,4,7,0,1,3,3,5,5,5,5,5,5,0,0,0,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,5,1,4,4,1,5,3,1,1,5,4,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,1,1,1,4,4,3,2,2,3,3,2,5,0,0,1,1,35,5,1,0,0,20
