CHILDID07,CHILDSN07,PCGID07,PCGSN07,CDSHID07,PCGINST07,PCG68ID07,PCGPN07
7407,3,7407,1,1146,1,5706,6
7423,2,7423,1,1147,1,6205,177
7453,3,7453,2,1148,1,556,174
7461,3,7461,2,1149,1,1241,33
7466,5,7466,2,1150,1,3155,2
7466,6,7466,2,1150,1,3155,2
7472,2,7472,1,1151,1,602,184
7479,3,7479,2,1152,1,478,36
7494,4,7494,1,1153,1,5784,5
7501,2,7501,1,1154,1,6519,30
7501,3,7501,1,1154,1,6519,30
7512,5,7512,1,1155,1,570,171
7513,3,7513,2,1156,1,2240,3
7518,3,7518,1,1157,1,84,177
7530,4,7530,2,1158,1,5057,4
7532,4,7532,1,1159,1,6170,171
7542,3,7542,1,1160,1,3349,1
7542,4,7542,1,1160,1,3349,1
7549,3,7549,2,1161,1,5969,5
7552,3,7552,2,1162,1,3156,2
7552,4,7552,2,1162,1,3156,2
7558,2,8302,1,1244,1,6849,5
7560,3,7560,2,1163,1,2240,4
7569,2,7569,1,1164,1,5612,9
7569,3,7569,1,1164,1,5612,9
7571,5,7571,2,1165,1,2678,175
7576,3,7576,2,1166,1,2278,182
7576,4,7576,2,1166,1,2278,182
7588,3,7588,2,1167,1,3409,2
7588,4,7588,2,1167,1,3409,2
7592,2,7592,1,1168,1,6635,176
7595,4,7595,2,1169,1,3204,2
7598,3,7598,2,1170,1,6646,33
7606,3,7606,1,1171,1,5570,198
7606,4,7606,1,1171,1,5570,198
7615,3,7615,2,1172,1,6553,4
7617,4,7617,1,1173,1,5548,9
7619,2,7619,1,1174,1,5548,11
7624,2,7624,1,1175,1,6740,4
7631,2,7631,1,1176,1,6366,4
7631,3,7631,1,1176,1,6366,4
7632,2,7632,1,1177,1,5170,184
7639,3,7639,2,1178,1,5350,31
7640,2,7640,1,1179,1,1670,30
7640,3,7640,1,1179,1,1670,30
7643,3,7643,2,1180,1,1285,4
7645,2,7645,1,1181,1,674,171
7648,2,7648,1,1182,1,5942,8
7648,3,7648,1,1182,1,5942,8
7667,2,7667,1,1183,1,6800,37
7668,4,7668,2,1184,1,3115,2
7679,2,7679,1,1185,1,2330,171
7681,4,7681,2,1186,1,6626,4
7687,5,7687,2,1187,1,6179,170
7687,6,7687,2,1187,1,6179,170
7694,3,7694,2,1188,1,6115,176
7697,3,7697,2,1189,1,5835,184
7710,4,7710,2,1190,1,649,30
7715,4,7715,2,1191,1,1621,3
7719,3,7719,2,1192,1,1928,171
7729,3,7729,2,1193,1,2271,3
7731,3,7731,2,1194,1,2012,31
7756,3,7756,1,1195,1,5,5
7758,3,7758,1,1196,1,760,174
7758,4,7758,1,1196,1,760,174
7764,3,7764,2,1197,1,2271,5
7777,3,7777,2,1198,1,3310,2
7795,3,7795,2,1199,1,6849,188
7795,4,7795,2,1199,1,6849,188
7810,3,7810,2,1200,1,5503,174
7814,2,7814,1,1201,1,5749,36
7816,4,7816,2,1202,1,5926,171
7831,3,7831,1,1203,1,3161,1
7836,3,7836,2,1204,1,3227,2
7836,4,7836,2,1204,1,3227,2
7848,3,7848,2,1205,1,5332,31
7848,4,7848,2,1205,1,5332,31
7853,4,7853,2,1206,1,5332,188
7861,4,7861,2,1207,1,6040,8
7870,2,7870,1,1208,1,674,5
7881,2,0,0,1250,1,2032,922
7881,3,0,0,1250,1,2032,922
7903,3,7903,2,1209,1,5835,35
7913,3,7913,1,1210,1,2852,30
7913,4,7913,1,1210,1,2852,30
7940,2,7940,1,1211,1,3407,1
7940,4,7940,1,1211,1,3407,1
7953,2,7953,1,1212,1,6121,180
7954,3,7954,2,1213,1,6698,4
7955,4,7955,2,1214,1,18,185
7957,2,7957,1,1215,1,5812,34
7957,4,7957,1,1215,1,5812,34
7960,2,7960,1,1216,1,6485,5
7981,3,7981,2,1217,1,60,32
7981,4,7981,2,1217,1,60,32
7987,2,7987,1,1218,1,608,185
7991,2,7991,1,1219,1,6635,9
8000,2,8000,1,1220,1,2019,175
8009,2,8009,1,1221,1,5901,4
8009,3,8009,1,1221,1,5901,4
8014,4,8014,2,1222,1,607,174
8016,3,8016,1,1223,1,6103,5
8034,2,8034,1,1224,1,5495,30
8034,3,8034,1,1224,1,5495,30
8061,3,8061,2,1225,1,5015,30
8061,4,8061,2,1225,1,5015,30
8065,2,8065,1,1226,1,5814,5
8065,3,8065,1,1226,1,5814,5
8098,4,8098,1,1227,1,3311,2
8104,4,8104,2,1228,1,6159,30
8106,5,8106,2,1229,1,3063,2
8112,3,8112,1,1230,1,1516,171
8124,2,8124,1,1231,1,6615,31
8136,3,8136,1,1232,1,6616,179
8143,3,8143,2,1233,1,266,30
8150,3,8150,1,1234,1,6172,6
8151,3,8151,2,1235,1,404,174
8151,5,8151,2,1235,1,404,174
8165,3,8165,2,1236,1,2201,172
8180,2,8180,1,1237,1,2432,190
8182,3,8182,2,1238,1,3229,2
8182,4,8182,2,1238,1,3229,2
8227,3,8227,2,1239,1,700,176
8227,4,8227,2,1239,1,700,176
8233,3,8233,2,1240,1,2392,173
8233,4,8233,2,1240,1,2392,173
8244,3,8244,1,1241,1,1335,35
8246,4,8246,2,1242,1,3386,2
8278,3,8278,2,1243,1,1597,3
8278,4,8278,2,1243,1,1597,3
8323,3,8323,2,1245,1,6750,183
8323,4,8323,2,1245,1,6750,183
