CHILDID97,CHILDSN97,PCGID97,PCGSN97,CDSHID97,PCGINST97
5931,4,5931,2,1356,1
5931,5,5931,2,1356,1
5934,4,5934,2,1357,1
5936,2,5936,1,1358,1
5938,3,5938,2,1359,1
5941,3,5941,2,1360,1
5941,4,5941,2,1360,1
5951,3,5951,2,1361,1
5983,3,5983,2,1362,1
5991,4,5991,2,1363,1
5992,3,5992,1,1364,1
5999,3,5999,2,1365,1
6000,4,6000,1,1366,1
6000,6,6000,1,1366,1
6007,3,6007,2,1367,1
6007,4,6007,2,1367,1
6035,3,6035,2,1368,1
6041,2,6041,1,1369,1
6046,3,6046,1,1370,1
6053,2,6053,1,1371,1
6056,2,6056,1,1372,1
6060,2,6060,1,1373,1
6060,3,6060,1,1373,1
6062,3,6062,2,1374,1
6062,4,6062,2,1374,1
6064,2,6064,1,1375,1
6064,4,6064,1,1375,1
6074,2,6074,1,1376,1
6097,4,6097,2,1377,1
6097,5,6097,2,1377,1
6100,3,6100,2,1378,1
6110,3,6110,1,1379,1
6123,4,6123,2,1380,1
6128,3,6128,1,1381,1
6128,5,6128,1,1381,1
6131,2,6131,1,1382,1
6145,3,6145,2,1383,1
6145,4,6145,2,1383,1
6150,2,6150,1,1384,1
6182,2,6182,1,1385,1
6186,4,6186,2,1386,1
6186,5,6186,2,1386,1
6189,3,6189,1,1387,1
6216,2,6216,1,1388,1
6216,3,6216,1,1388,1
6223,2,6223,1,1389,1
6234,2,6234,1,1390,1
6236,2,6236,1,1391,1
6240,3,6240,2,1392,1
6242,3,6242,2,1393,1
6242,5,6242,2,1393,1
6257,2,6257,1,1394,1
6257,3,6257,1,1394,1
6260,3,6260,1,1395,1
6264,3,6264,2,1396,1
6272,3,6272,2,1397,1
6272,4,6272,2,1397,1
6279,3,6279,2,1398,1
6279,4,6279,2,1398,1
6296,5,6296,1,1399,1
6296,6,6296,1,1399,1
6299,4,6299,2,1400,1
6299,5,6299,2,1400,1
6302,4,6302,2,1401,1
6302,5,6302,2,1401,1
6303,6,6303,1,1402,1
6313,2,6313,1,1403,1
6313,4,6313,1,1403,1
6331,4,6331,1,1404,1
6331,5,6331,1,1404,1
6337,3,6337,1,1405,1
6337,4,6337,2,1405,2
6344,2,6344,1,1406,1
6349,5,6349,2,1407,1
10003,6,10003,2,1408,1
10003,7,10003,2,1408,1
10007,4,10007,2,1409,1
10008,3,10008,2,1410,1
10010,4,10010,2,1411,1
10012,3,10012,2,1412,1
10012,5,10012,2,1412,1
10014,2,10014,1,1413,1
10018,3,10018,1,1414,1
10019,3,10019,1,1415,1
10019,4,10019,1,1415,1
10022,4,10022,3,1416,2
10022,5,10022,2,1416,1
10026,3,10026,2,1417,1
10028,4,10028,2,1418,1
10028,5,10028,2,1418,1
10034,3,10034,2,1419,1
10034,4,10034,2,1419,1
10037,2,10037,1,1420,1
10038,3,10038,2,1421,1
10038,4,10038,2,1421,1
10039,4,10039,2,1422,1
10039,5,10039,2,1422,1
10047,3,10047,2,1423,1
10047,4,10047,2,1423,1
10051,2,10051,1,1424,1
10052,4,10052,2,1425,1
10053,3,10053,2,1426,1
10053,4,10053,2,1426,1
10056,3,10056,2,1427,1
10056,4,10056,2,1427,1
10057,3,10057,2,1428,1
10057,4,10057,2,1428,1
10059,4,10059,2,1429,1
10059,7,10059,2,1429,1
10066,4,10066,2,1430,1
10066,5,10066,2,1430,1
10067,3,10067,2,1431,1
10067,6,10067,2,1431,1
10071,3,10071,2,1432,1
10071,4,10071,2,1432,1
10072,3,10072,2,1433,1
10072,4,10072,2,1433,1
10076,3,10076,2,1434,1
10076,4,10076,2,1434,1
10077,5,10077,2,1435,1
10077,6,10077,2,1435,1
10080,4,10080,2,1436,1
10080,5,10080,2,1436,1
10081,3,10081,2,1437,1
10081,4,10081,2,1437,1
10083,4,10083,2,1438,1
10083,5,10083,2,1438,1
10085,3,10085,2,1439,1
10085,4,10085,2,1439,1
10087,2,10087,1,1440,1
10089,3,10089,2,1441,1
10089,5,10089,2,1441,1
10090,4,10090,2,1442,1
10095,5,10095,2,1443,1
10097,4,10097,2,1444,1
10097,5,10097,2,1444,1
10106,3,10106,2,1445,1
10106,4,10106,2,1445,1
10111,3,10111,2,1446,1
10111,4,10111,2,1446,1
10112,3,10112,2,1447,1
10112,4,10112,2,1447,1
10115,3,10115,2,1448,1
10115,6,10115,2,1448,1
10120,3,10120,2,1449,1
10123,3,10123,2,1450,1
10127,3,10127,1,1451,1
10131,4,10131,2,1452,1
10132,3,10132,2,1453,1
10134,3,10134,2,1454,1
10134,4,10134,2,1454,1
10136,2,10136,1,1455,1
10149,3,10149,2,1456,1
10152,3,10152,2,1457,1
10152,4,10152,2,1457,1
10165,5,10165,2,1458,1
10165,6,10165,2,1458,1
10167,3,10167,2,1459,1
10171,3,10171,2,1460,1
10171,4,10171,2,1460,1
10173,4,10173,2,1461,1
10177,5,10177,2,1462,1
10177,6,10177,2,1462,1
10195,3,10195,2,1463,1
10195,4,10195,2,1463,1
10196,5,10196,2,1464,1
10201,6,10201,2,1465,1
10218,4,10218,2,1466,1
10218,5,10218,2,1466,1
10219,3,10219,2,1467,1
10225,3,10225,1,1468,1
10225,4,10225,1,1468,1
10228,2,10228,1,1469,1
10232,4,10232,2,1470,1
10242,3,10242,2,1471,1
10242,4,10242,2,1471,1
10243,4,10243,2,1472,1
10243,7,10243,2,1472,1
10245,3,10245,1,1473,1
10245,4,10245,1,1473,1
10250,2,10250,1,1474,1
10250,3,10250,1,1474,1
10251,5,10251,2,1475,1
10251,7,10251,2,1475,1
10262,3,10262,2,1476,1
10269,7,10269,6,1477,1
10269,8,10269,6,1477,1
10270,6,10270,4,1478,1
10270,7,10270,4,1478,1
10271,2,10271,1,1479,1
10272,6,10272,3,1480,1
10291,3,10291,2,1481,1
10291,4,10291,2,1481,1
10292,4,10292,3,1482,1
10293,2,10293,1,1483,1
10297,6,10297,5,1484,1
10303,3,10303,2,1485,1
10303,6,10303,2,1485,1
10306,3,10306,2,1486,1
10309,4,10309,2,1487,1
10309,5,10309,2,1487,1
10327,3,10327,2,1488,1
10328,5,10328,2,1489,1
10328,6,10328,2,1489,1
10331,4,10331,2,1490,1
10332,3,10332,2,1491,1
10344,3,10344,2,1492,1
10344,5,10344,2,1492,1
10346,5,10346,2,1493,1
10349,3,10349,2,1494,1
10349,7,10349,6,1494,2
10352,3,10352,2,1495,1
10357,5,10357,4,1496,1
10360,3,10360,2,1497,1
10363,4,10363,3,1498,1
10363,5,10363,3,1498,1
10367,3,10367,2,1499,1
10367,4,10367,2,1499,1
10368,3,10368,2,1500,1
10368,4,10368,2,1500,1
10379,5,10379,4,1501,1
10381,7,10381,2,1502,1
10381,8,10381,2,1502,1
10388,7,10388,3,1503,1
10395,2,10395,1,1504,1
10398,4,10398,2,1505,1
10404,4,10404,2,1506,1
10408,6,10408,2,1507,1
10408,7,10408,2,1507,1
10409,3,10409,2,1508,1
10409,4,10409,2,1508,1
10412,4,10412,2,1509,1
10415,3,10415,2,1510,1
10429,3,10429,2,1511,1
10434,4,10434,1,1512,1
10434,5,10434,1,1512,1
10437,4,10437,2,1513,1
10437,5,10437,2,1513,1
