PDTREL97,PDTID97,PDTSN97,Q10A1M,Q10A1D,Q10A1Y,Q10A2,Q10A3,Q10A4,Q10A5,Q10A6,Q10A7,Q10A8,Q10A9A,Q10A9B,Q10A9C,Q10A9D,Q10A9E,Q10A9F,Q10A9G,Q10A10,Q10A11,Q10A12,Q10A13,Q10A14A,Q10A14B,Q10A14C,Q10A14D,Q10A14E,Q10A14F,Q10A14G,Q10A14H,Q10A14I,Q10A14J,Q10A14K,Q10A14L,Q10A15A,Q10A15B,Q10A15C,Q10A15D,Q10A15E,Q10A15F,Q10A15G,Q10A15H,Q10A15I,Q10A15J,Q10A15K,Q10A15L,Q10A15M,Q10A15N,Q10A15O,Q10A15P,Q10A15Q,Q10A15R,Q10A15S,Q10A15T,Q10A15U,Q10A15V,Q10A15W,Q10A15X,Q10A15Y,Q10A15Z,Q10A15AA,Q10A15BB,Q10A15CC,Q10A15DD,Q10A15EE,Q10A16,Q10A17,Q10A18,Q10A19A,Q10A19B,Q10A19C,Q10A19D,Q10A19E,Q10A19F,Q10A20,Q10A21,Q10A22,Q10A22A,Q10A23,Q10A24A,Q10A24B,Q10A24C,Q10A24D,Q10A24E,Q10A24F,Q10A24G,Q10A25A,Q10A25B,Q10A25C,Q10A25D,Q10A25E,Q10A26,Q10A26A,Q10A27,Q10A28,Q10A29,Q10A30A,Q10A30B,Q10A30C,Q10A30D,Q10A30E,Q10A30F,Q10A30G,Q10A31,Q10A32A,Q10A32B,Q10A32C,Q10A32D,Q10A32E,Q10A33,Q10A34,Q10A35,Q10A36,Q10A37,Q10A38,Q10A39,Q10A40,Q10A41,Q10A42,Q10A43,Q10B1M,Q10B1D,Q10B1Y,Q10B2,Q10B3H,Q10B3M,Q10B4,Q10B5,Q10B6A,Q10B6AB,Q10B6AE,Q10B6B,Q10B6BB,Q10B6BE,Q10B6C,Q10B6CB,Q10B6CE,Q10B6D,Q10B6DB,Q10B6DE,Q10B6E,Q10B6EB,Q10B6EE,Q10B7,Q10B8,Q10B9A,Q10B9AB,Q10B9AE,Q10B9B,Q10B9BB,Q10B9BE,Q10B9C,Q10B9CB,Q10B9CE,Q10B9D,Q10B9DB,Q10B9DE,Q10B9E,Q10B9EB,Q10B9EE,Q10B10,Q10B11,Q10B12A,Q10B12AB,Q10B12AE,Q10B12B,Q10B12BB,Q10B12BE,Q10B12C,Q10B12CB,Q10B12CE,Q10B12D,Q10B12DB,Q10B12DE,Q10B12E,Q10B12EB,Q10B12EE,Q10B13
3,732,4,5,15,1997,1,2,5,8,8,0,14,2,9,3,2,3,3,3,5,1,2,2,5,5,5,5,5,5,5,5,5,5,5,9,2,3,3,2,3,2,3,3,2,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,2,3,3,2,2,3,2,0,5,5,10,0,0,3,1,0,1,1,1,2,1,0,0,0,7,7,0,0,0,1,0,1,0,5,0,288,3,6,5,1,5,5,5,5,9,5,5,5,5,5,1,2,1,1942,5,5,5,1,20,3,3,99999,5,15,1997,4,0,25,28800,32400,1,28800,30600,2,30600,31500,3,31500,32100,5,29700,32100,4,31800,33000,54000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2464,3,10,19,1997,1,5,24,2,2,0,19,1,1,3,2,3,2,1,5,1,1,1,5,5,5,5,5,5,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,19,0,0,0,0,0,6,1,5,0,1,0,0,0,0,19,0,0,1,0,1,0,0,1,4,192,7,6,1,1,1,5,5,5,5,5,9,9,1,1,9,2,1,1940,5,1,1,1,35,2,4,25000,10,17,1997,5,0,5,29700,32400,5,29700,30000,1,30000,30600,3,30600,31200,10,31200,31800,4,31800,32400,54000,1,10,54000,55800,1,55800,56400,10,56400,58200,7,58200,58500,0,0,0,58500,1,7,59400,64500,0,0,0,0,0,0,0,0,0,0,0,0,5
3,365,3,4,12,1997,1,2,4,7,7,0,15,2,1,2,2,3,3,8,5,1,2,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,0,1,5,15,0,0,0,0,0,1,5,5,0,1,0,0,0,3,11,1,0,1,0,0,0,0,1,2,7,3,6,5,1,5,5,5,5,9,5,5,5,5,5,5,2,1,1959,5,1,1,1,18,2,2,6000,3,20,1997,4,0,5,28500,32400,3,28500,29100,1,29100,30900,4,30900,31500,9,31500,32400,0,0,0,39600,1,3,39600,40500,10,40500,41700,0,0,0,0,0,0,0,0,0,41700,1,1,73800,76500,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4136,4,6,5,1997,1,2,99,9,99,0,18,1,1,1,1,1,1,2,5,1,2,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,2,3,2,2,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,1,3,3,2,3,3,1,0,5,5,17,0,0,1,0,0,1,1,5,0,5,0,0,0,0,9,8,0,2,0,0,0,0,1,2,9,1,6,1,1,5,5,5,5,9,5,5,1,5,1,5,2,1,1973,5,5,5,1,40,5,5,9600,6,5,1997,4,0,15,28800,23400,10,28800,34200,0,0,0,0,0,0,0,0,0,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5613,5,12,18,1997,1,3,12,4,24,3,16,2,1,2,2,2,1,2,5,4,4,4,5,1,1,5,5,5,1,5,5,1,1,1,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,1,13,1,1,0,0,1,5,1,5,0,5,0,0,0,0,9,7,0,1,2,0,1,0,5,0,252,3,4,5,5,5,5,5,5,5,5,1,1,5,1,5,2,1,1936,5,1,1,1,38,2,2,16000,12,18,1997,4,0,10,25200,26100,1,25200,25800,5,25800,26100,7,26100,26400,0,0,0,0,0,0,63000,1,4,58500,59400,0,0,0,0,0,0,0,0,0,0,0,0,59400,1,1,66600,68400,0,0,0,0,0,0,0,0,0,0,0,0,1
3,892,4,99,99,9999,1,5,99,9,99,99,13,3,2,3,3,2,2,2,5,1,2,1,5,5,5,5,5,5,5,5,5,5,5,9,1,3,2,1,2,1,3,3,1,1,1,1,1,2,1,3,2,1,1,2,2,1,3,3,3,3,1,2,2,3,3,5,1,1,13,0,0,0,0,0,1,1,1,2,1,0,0,0,3,10,0,0,1,0,0,0,0,1,1,72,3,4,5,5,5,5,5,5,5,5,5,5,5,1,5,2,1,1974,5,1,1,1,30,4,2,1000,5,15,1997,4,0,15,25200,30600,10,25200,30600,4,25200,30600,3,25200,27000,99,99999,99999,0,0,0,43200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46800,1,1,64800,68400,7,68400,79200,0,0,0,0,0,0,0,0,0,5
3,4862,4,12,3,1997,1,2,8,3,24,0,11,2,1,2,2,2,2,2,5,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,11,0,0,0,0,0,6,1,5,0,1,0,0,0,8,3,0,0,2,0,0,0,0,5,0,24,3,6,5,5,5,5,5,5,5,5,5,5,1,5,5,2,1,1958,5,5,5,1,20,4,5,5850,12,3,1997,3,0,20,30300,33300,1,30600,32100,3,32100,33000,5,33000,33300,0,0,0,0,0,0,46800,1,4,46800,47400,5,47400,48000,2,48000,48600,1,48600,49200,0,0,0,52800,1,1,73800,75600,7,75600,76800,0,0,0,0,0,0,0,0,0,1
3,4239,2,5,12,1997,5,5,42,30,30,0,10,1,2,3,3,3,2,2,5,1,1,1,5,5,5,5,5,5,1,5,5,5,1,1,2,3,2,3,3,3,2,3,2,2,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,2,2,1,1,2,8,1,1,0,0,0,7,1,5,0,1,0,0,14,20,10,0,8,6,0,0,0,0,1,4,144,3,7,5,1,5,5,5,5,9,1,1,1,1,1,9,2,1,1947,1,5,5,1,50,3,3,32000,5,12,1997,1,0,12,30600,23400,1,30600,32400,3,32400,46800,4,46800,50400,7,50400,55800,9,55800,63000,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,1,1,68400,72000,3,72000,73800,0,0,0,0,0,0,0,0,0,1
3,4211,4,5,28,1997,1,5,10,9,24,1,17,2,1,2,2,1,1,2,5,2,1,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,16,0,0,1,0,0,6,1,5,0,1,0,0,0,0,7,10,0,1,3,0,0,0,5,0,240,3,6,9,1,9,9,9,9,9,5,5,5,5,5,1,2,1,1943,5,5,5,1,31,2,3,7700,5,28,1997,4,0,8,31500,33600,1,31500,33600,10,33600,35100,0,0,0,0,0,0,0,0,0,41400,1,1,42300,42900,10,42900,44400,10,44400,52200,10,52200,53100,10,53100,54600,55800,1,7,70200,77400,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3516,4,6,25,1997,1,3,9,10,10,0,16,2,1,3,3,3,3,3,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,16,0,0,0,0,0,7,5,5,0,1,0,0,0,16,0,0,0,1,0,0,0,1,1,2,132,3,6,1,9,9,9,9,9,9,5,9,9,9,9,1,2,1,1953,5,1,1,1,23,2,2,17000,5,14,1997,3,0,10,30600,33300,1,30600,31500,3,31500,32400,5,32400,32700,4,32700,33300,99,99999,99999,43200,1,4,43200,44100,10,44100,45000,5,45000,45600,99,99999,99999,0,0,0,45900,1,3,70200,70800,1,70800,72900,5,72900,75600,0,0,0,0,0,0,1
3,3567,3,11,13,1997,1,3,21,3.5,8,5,17,1,9,2,9,1,1,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,16,0,0,1,0,0,1,5,5,0,5,0,0,0,0,9,8,0,1,0,1,0,0,5,0,156,3,3,9,9,9,9,9,9,9,5,5,5,5,1,5,2,1,1938,5,1,1,1,35,2,1,99999,11,13,1997,4,0,5,26100,27000,1,26100,27000,3,26100,27000,9,27000,28800,0,0,0,0,0,0,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,451,4,4,22,1997,1,5,2.25,8,8,3,18,2,1,3,3,2,3,3,5,2,2,2,5,5,5,5,5,5,1,5,5,5,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,4,16,0,1,1,0,0,5,1,5,0,1,0,0,0,0,10,7,1,1,0,1,0,0,5,0,18,3,6,1,1,9,9,9,9,9,5,9,1,9,9,9,2,1,1952,5,5,5,5,8,2,2,48000,4,21,1997,1,0,60,29700,33300,1,29700,30600,5,30600,31200,3,31200,32400,4,32400,32700,2,32700,33300,55800,1,1,41700,42600,2,41700,42600,3,42600,45600,10,45900,47400,0,0,0,56700,1,4,65400,67500,1,68400,73800,5,75600,78600,0,0,0,0,0,0,1
3,789,7,5,1,1997,1,3,7.5,8,8,5,9,2,2,3,1,3,3,2,5,2,2,2,5,5,5,5,5,5,5,5,5,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0,5,5,9,0,0,0,0,0,1,5,5,0,1,0,0,0,0,5,4,0,0,1,0,0,0,5,0,96,3,6,5,1,5,5,5,5,9,5,5,5,5,5,9,2,1,1950,5,5,5,1,18,1,5,8000,4,28,1997,1,0,15,30600,32400,1,30600,32100,0,0,0,0,0,0,0,0,0,0,0,0,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56700,1,1,66600,68400,0,0,0,0,0,0,0,0,0,0,0,0,1
3,315,4,99,99,9999,3,5,12.5,6,6,2,6,2,2,3,1,1,2,1,5,2,2,2,5,5,1,5,5,5,1,1,5,1,1,9,3,3,3,2,3,2,3,2,2,2,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,2,2,2,3,0,1,4,5,0,0,1,0,0,5,1,1,2,1,0,0,0,0,1,5,0,0,1,0,1,0,1,4,24,3,4,1,5,5,5,1,5,5,5,1,5,5,5,5,2,1,1970,5,5,5,5,28,2,3,10720,5,1,1997,4,0,40,26700,29700,3,26400,27900,8,27900,28800,1,28800,29700,10,29700,31800,0,0,0,38700,1,4,38700,39000,5,39000,39600,2,39600,40500,3,40500,41400,0,0,0,41400,1,1,68400,72000,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2028,3,12,20,1997,1,9,99,99,99,0,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,9,5,0,9,99,99,99,99,99,99,99,1,0,0,0,0,1,2,24,3,3,5,5,5,5,5,5,1,9,9,9,9,9,9,2,1,1954,5,9,9,9,99,1,1,99999,12,19,1997,5,1,0,23400,23400,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,2028,4,12,20,1997,1,9,99,99,99,0,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,9,5,0,9,99,99,99,99,99,99,99,1,0,0,0,0,1,2,2,3,3,5,5,5,5,5,5,5,9,9,9,9,9,9,2,1,1954,5,9,9,9,99,1,1,99999,12,19,1997,5,1,0,23400,23400,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,724,3,5,2,1997,1,5,9,5,5,3,5,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,5,0,1,1,2,1,1,0,0,0,1,0,0,0,0,1,2,6,3,3,5,5,5,5,5,5,1,5,9,9,1,9,9,2,1,1954,5,1,1,1,55,1,1,99999,5,2,1997,5,0,30,21600,23400,1,21600,23400,3,32400,36000,4,23400,24000,7,43200,45000,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,1,1,66600,68400,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3646,3,5,13,1997,9,5,45,2,24,1,14,1,1,3,8,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,1,5,5,0,1,0,0,14,0,0,0,0,2,0,0,0,1,1,5,12,3,2,1,5,5,5,5,5,5,5,1,5,5,5,5,2,1,1959,5,5,1,1,39.5,1,1,99999,5,13,1997,2,0,15,30600,23400,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,1,1,66600,70200,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2326,5,5,30,1997,3,4,2.5,9,9,0,16,3,2,2,2,2,1,1,5,2,2,2,5,5,5,5,5,5,1,5,1,5,5,9,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,5,5,15,1,0,0,0,0,1,1,5,0,1,0,0,0,0,10,6,0,1,0,1,0,0,1,2,84,3,6,1,1,1,5,1,5,9,1,1,9,9,1,9,2,1,1939,5,5,5,5,9,2,3,43000,5,30,1997,5,0,35,29700,32400,1,29700,30600,4,30600,32100,2,32100,32700,99,99999,99999,0,0,0,54000,1,5,54000,54600,2,54900,55800,7,56100,61200,3,61200,63900,1,64800,70200,71100,1,1,76500,79200,3,79200,82800,0,0,0,0,0,0,0,0,0,1
3,4874,4,6,18,1997,1,5,8,9,9,99,12,1,1,2,2,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,12,0,0,0,0,0,1,1,5,0,1,0,0,0,0,12,0,0,1,0,0,0,0,5,0,11,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,9999,5,1,1,1,35,9,9,99999,6,18,1997,9,9,99,27000,28800,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,1,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,2852,4,4,29,1997,1,2,8,8,8,0,20,2,9,3,1,3,1,1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19,0,0,1,0,0,5,1,1,2,1,0,0,0,20,0,0,0,2,0,0,0,0,9,9,144,3,7,1,9,9,9,9,9,9,5,5,5,5,5,9,2,1,1962,9,5,5,1,30,2,3,19500,4,29,1997,2,0,15,30600,31500,1,30900,31500,3,31500,32400,4,32400,33300,7,32400,33300,7,33600,34200,43200,1,2,43200,44100,4,44100,45000,0,0,0,0,0,0,0,0,0,45000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3179,4,6,10,1997,1,2,6,10,10,0,20,1,1,3,2,1,1,2,5,2,3,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,0,5,5,18,0,0,1,0,0,1,1,5,0,1,0,0,0,5,15,0,0,2,0,0,0,0,5,0,144,3,7,1,9,9,9,9,9,9,5,9,1,9,9,9,2,1,1962,5,5,5,1,40,4,3,19500,6,10,1997,2,0,15,30600,32400,1,30600,31200,7,31200,31500,4,31500,32400,99,99999,99999,0,0,0,43200,1,1,43200,44400,4,44400,45000,99,99999,99999,0,0,0,0,0,0,45000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2289,4,6,19,1997,1,3,12,9,9,0,12,1,8,3,3,3,3,3,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,1,3,1,3,3,2,2,3,3,2,1,2,2,3,3,3,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,0,5,5,12,0,0,0,0,0,3,1,1,2,1,0,0,0,4,8,0,0,1,0,1,0,0,5,0,9,3,6,5,5,5,5,5,5,5,5,5,5,5,1,9,2,1,1968,5,5,5,5,18,2,2,3150,6,19,1997,1,0,30,30600,32400,1,30600,31200,3,31200,31800,5,31800,32400,99,99999,99999,0,0,0,43200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2979,5,4,16,1997,1,5,40,8,30,4,10,2,2,3,3,3,1,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,10,0,0,0,0,0,1,5,5,0,1,0,0,0,2,8,0,0,1,0,0,0,0,1,1,60,7,5,5,5,5,5,5,5,5,1,1,9,9,9,1,2,1,1966,5,1,1,1,40,1,2,13500,4,17,1997,4,0,10,22500,23400,9,23400,30600,4,23400,30600,5,23400,30600,1,30600,32400,3,30600,32400,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55800,1,1,68700,71100,6,73800,78600,0,0,0,0,0,0,0,0,0,1
3,1858,2,5,22,1997,1,4,32,2.5,99,99,16,1,3,3,1,2,1,3,5,2,1,2,5,5,5,5,5,5,1,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,6,2,6,1,0,0,1,5,5,0,1,0,0,0,2,9,3,2,2,0,0,0,0,1,2,48,3,9,1,9,9,9,9,9,9,5,5,5,5,5,1,2,3,1956,1,1,1,1,40,1,1,13052,5,22,1997,4,0,10,21300,21600,10,21300,21600,10,21600,22500,99,99999,99999,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56700,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3077,4,4,25,1997,1,2,5,8,8,0,13,2,1,3,3,2,1,1,5,2,2,2,5,5,5,5,5,5,1,5,5,1,1,9,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,2,3,2,3,2,3,3,3,3,3,2,2,3,0,5,5,13,0,0,0,0,0,3,1,5,0,1,0,0,0,7,6,0,0,1,0,1,0,0,5,0,120,3,6,5,5,5,5,5,5,5,5,5,5,5,5,9,2,1,1952,5,5,5,1,25,2,4,13000,4,25,1997,5,0,15,31500,32400,1,31500,31800,5,31800,32100,4,32100,32400,99,99999,99999,0,0,0,41400,1,10,41400,41700,1,41700,42000,10,42000,43800,10,43800,53100,0,0,0,53100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4826,4,5,27,1997,5,4,16,99,99,99,12,9,9,9,9,9,9,9,5,2,2,1,5,5,5,5,5,5,5,5,5,5,5,9,2,3,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,0,5,5,7,0,2,0,3,0,7,5,5,0,5,0,2,2,2,1,0,5,1,0,0,0,0,1,4,18,7,3,5,5,5,5,5,5,5,5,5,5,1,1,9,2,1,1958,5,1,1,1,65,1,1,99999,5,28,1997,3,9,99,17400,18000,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,1,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1717,3,6,30,1997,1,5,10,18,18,2,16,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,7,1,5,0,1,4,12,0,0,0,0,0,4,3,0,0,0,5,0,96,3,2,5,5,5,5,5,5,5,5,9,9,1,9,9,2,1,1935,5,1,1,1,37.5,2,2,10400,7,9,1997,3,0,10,25200,23400,10,25200,30600,10,30600,35100,10,35100,37800,10,37800,40500,10,40500,50400,66600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4939,3,12,10,1997,3,5,11.25,13.5,13.5,0,7,2,9,3,3,2,9,1,5,4,3,4,5,1,1,1,5,5,1,1,5,8,1,9,1,9,3,3,3,2,1,3,2,2,1,2,2,9,3,2,2,1,2,3,3,3,3,3,3,3,9,3,3,3,2,2,5,4,7,0,1,0,0,0,5,1,5,0,1,0,0,0,1,5,1,1,1,1,2,0,0,5,0,36,3,6,1,1,5,5,5,5,1,5,5,5,5,5,5,2,1,1952,5,5,5,1,15,2,4,17000,12,10,1997,4,0,15,29400,32400,1,29400,30600,10,30600,31800,5,31800,32400,4,32400,33000,0,0,0,40500,1,2,40800,41400,5,41400,42300,10,42300,43200,0,0,0,0,0,0,43200,1,5,50400,53100,7,72000,73800,0,0,0,0,0,0,0,0,0,1
3,3514,4,9,26,1997,1,3,7.5,1,1,0,12,3,1,3,2,2,9,9,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,9,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,12,0,0,0,0,0,1,5,5,0,1,0,0,0,6,6,0,0,2,0,0,0,0,1,1,240,3,6,5,5,5,5,5,5,5,1,5,5,1,5,5,2,1,1937,5,1,1,1,16,3,3,8000,9,24,1997,3,0,15,30600,34200,1,30600,32400,3,32400,33300,8,33300,34200,0,0,0,0,0,0,43200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44100,1,1,68400,72000,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3578,2,6,2,1997,1,3,9,9,9,0,9,1,1,3,2,2,2,1,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,9,0,0,0,0,0,1,1,5,0,1,0,0,0,0,8,0,1,1,0,0,1,0,5,0,84,7,2,5,5,5,5,5,5,9,5,5,5,5,5,9,2,1,1958,5,1,1,1,25,2,2,6750,5,21,1997,3,0,12,28800,30600,5,28800,29400,10,29400,30600,99,99999,99999,0,0,0,0,0,0,41400,1,10,42300,43200,10,43200,45000,10,45000,46800,99,99999,99999,0,0,0,46800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3235,4,5,29,1997,1,5,2.5,9,24,0,20,2,9,3,3,2,2,2,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,20,0,0,0,0,0,6,5,5,0,1,0,0,0,2,18,0,0,1,0,1,0,0,1,3,60,3,6,9,9,9,1,9,9,9,5,5,5,5,1,5,2,1,1951,1,1,1,1,20,2,2,10000,5,28,1997,3,0,10,30000,32400,1,30000,30900,7,30900,31200,3,31200,31500,5,31500,32100,4,32100,32700,41400,1,1,41400,42000,2,42000,42300,3,42300,43200,5,43200,43800,0,0,0,44100,1,4,61200,62400,1,72600,76800,0,0,0,0,0,0,0,0,0,1
3,4725,3,4,30,1997,1,5,40,24,24,0,28,3,9,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,4,4,0,0,2,1,5,0,1,0,0,28,0,0,0,0,2,2,0,3,0,5,0,60,3,5,1,5,5,5,5,5,5,1,5,5,1,1,5,2,9,1952,5,5,1,1,40,2,1,26500,4,29,1997,2,0,10,30600,20700,5,30600,30900,4,30900,31500,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
