EMSTRL97,EMSTID97,EMSTSN97,Q9A1M,Q9A1D,Q9A1Y,Q9A2,Q9A3,Q9A4,Q9A5A,Q9A5B,Q9A5C,Q9A5D,Q9A5E,Q9A5F,Q9A5G,Q9A5H,Q9A6A,Q9A6B,Q9A6C,Q9A6D,Q9A6E,Q9A6F,Q9A6G,Q9A6H,Q9A6I,Q9A6J,Q9A6K,Q9A6L,Q9A6M,Q9A6N,Q9A6O,Q9A6P,Q9A6Q,Q9A6R,Q9A6S,Q9A6T,Q9A6U,Q9A6V,Q9A6W,Q9A6X,Q9A6Y,Q9A6Z,Q9A6AA,Q9A6BB,Q9A6CC,Q9A6DD,Q9A6EE,Q9A6FF,Q9A6GG,Q9A6HH,Q9A6II,Q9A7,Q9A8,Q9A9,Q9A10,Q9A11,Q9A11AA,Q9A11AB,Q9A11AC,Q9A11AD,Q9A11AE,Q9A11AF,Q9A11AG,Q9A11AH,Q9A11AI,Q9A11AJ,Q9A11AK,Q9A11AL,Q9A11AM,Q9A11AN,Q9A12,Q9A13,Q9A14,Q9A15,Q9A16,Q9A17,Q9A18,Q9A19,Q9A19B,Q9A20A,Q9A20B,Q9A20C,Q9A20D,Q9A20E,Q9A20F,Q9A20G,Q9A20H,Q9A20I,Q9A20J,Q9A20K,Q9A21,Q9A22,Q9A23A,Q9A23B,Q9A23C,Q9A23D,Q9A23E,Q9A23F,Q9A23G,Q9A23H,Q9A24,Q9A24A,Q9A25A,Q9A25B,Q9A25C,Q9A25D,Q9A25E,Q9A25F,Q9A25G,Q9A26,Q9A26A,Q9A27,Q9A27A,Q9A27B,Q9A27C,Q9A27D,Q9A27E,Q9A28,Q9A29,Q9A29B,Q9A29C,Q9A29DH,Q9A29DM,Q9A29E,Q9A30,Q9A30A,Q9A30B,Q9A30C,Q9A30D,Q9A30E,Q9A31,Q9A32,Q9A32B,Q9A32C,Q9A32DH,Q9A32DM,Q9A32E,Q9B1,Q9B2A,Q9B2B,Q9B2C,Q9B2D,Q9B2E,Q9B3A,Q9B3B,Q9B3C,Q9B3D,Q9B3E,Q9B3F,Q9B4,Q9B5,Q9B5A,Q9B6,Q9B7,Q9B7A,Q9B8,Q9B9,Q9B10,Q9B11A,Q9B11B,Q9B11C,Q9B11D,Q9B11E,Q9B11F,Q9B11G,Q9B11H,Q9B11I,Q9B11J,Q9B11K,Q9B12,Q9B13A,Q9B13B,Q9B13C,Q9B13D,Q9C1,Q9C2Y,Q9C2M,Q9C3,Q9C4A,Q9C4B,Q9C4C,Q9C4D,Q9C4E,Q9C4F,Q9C4G,Q9C5,Q9C6,Q9C7,Q9C8,Q9C9,Q9C10,Q9C11,Q9C12,Q9C12A,Q9C13A,Q9C13B,Q9C13C,Q9C14,Q9C15,Q9C16A,Q9C16B,Q9C16C,Q9C17A,Q9C17B,Q9C17C,Q9D1M,Q9D1D,Q9D1Y,Q9D2,Q9D3H,Q9D3M,Q9D4,Q9D5,Q9D6_1,Q9D6_1B,Q9D6_1E,Q9D6_2,Q9D6_2B,Q9D6_2E,Q9D6_3,Q9D6_3B,Q9D6_3E,Q9D6_4,Q9D6_4B,Q9D6_4E,Q9D6_5,Q9D6_5B,Q9D6_5E,Q9D7,Q9D8,Q9D9_1,Q9D9_1B,Q9D9_1E,Q9D9_2,Q9D9_2B,Q9D9_2E,Q9D9_3,Q9D9_3B,Q9D9_3E,Q9D9_4,Q9D9_4B,Q9D9_4E,Q9D9_5,Q9D9_5B,Q9D9_5E,Q9D10,Q9D11,Q9D12_1,Q9D12_1B,Q9D12_1E,Q9D12_2,Q9D12_2B,Q9D12_2E,Q9D12_3,Q9D12_3B,Q9D12_3E,Q9D12_4,Q9D12_4B,Q9D12_4E,Q9D13
3,4694,6,5,19,1997,6,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,2,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,1,5,5,1,9,0,0,2,1,1,2,1,1,1,2,5,0,2,1,1,1,1,1,1,3,4,1,0,0,0,0,0,1,1,1,1,2,45,5,1,0,0,0,0,0,1,1,1,1,1,0,5,28,1,1,1,0,0,22,2,0,3,1,0,2,5,0,1,5,0,5,1,1,1,2,1,1,2,2,2,1,1,1,2,4,1,2,2,1,6,12,8,6,1,1,5,5,5,5,1,2,1,2,1955,5,2,1,1,2,1,1,1,27000,3,2,2,2,2,5,4,5,12,1997,1,0,2,27900,28800,10,27900,28200,3,28200,28800,0,0,0,0,0,0,0,0,0,52200,1,1,52200,53100,2,53100,53700,7,53700,54600,3,54600,56700,10,56700,60300,60300,1,2,68400,72000,5,72000,73800,0,0,0,0,0,0,1
3,3737,3,11,10,1997,7,1,1,3,2,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,5,0,5,5,5,5,5,5,1,5,5,1,5,0,0,3,8,3,2,2,8,2,1,5,0,2,1,2,1,1,1,1,1,0,2,1,5,1,3,2,1,1,1,1,1,30,1,2,5,5,1,9,1,1,1,1,1,0,30,5,20,1,0,0,0,0,0,20,0,0,0,0,2,5,0,1,5,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,8,10,6,1,1,1,5,5,5,5,2,2,2,1962,5,1,1,1,2,5,5,1,27000,7,3,4,1,2,5,3,11,14,1997,5,0,15,26640,27000,1,27000,27300,3,27300,27900,2,27900,28800,9,28800,29700,10,30000,30420,52200,1,3,52200,53400,5,53400,54000,0,0,0,0,0,0,0,0,0,54000,1,2,70200,74100,0,0,0,0,0,0,0,0,0,1
3,3737,4,11,19,1997,7,1,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,5,0,5,5,5,5,5,5,1,5,5,1,9,0,0,2,8,3,2,2,1,1,2,5,0,2,1,1,1,1,1,1,2,4,2,1,5,1,3,2,1,1,1,1,0,30,5,2,5,5,1,2,1,1,1,1,1,0,20,5,22,1,0,0,0,0,2,20,0,0,0,0,2,5,0,9,5,0,1,1,2,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,6,12,4,7,5,1,5,1,5,5,5,2,2,3,9999,5,1,1,5,0,1,1,1,99999,1,2,4,1,2,5,1,11,21,1997,5,0,5,26700,27000,10,27300,27600,2,27900,28800,3,29100,29400,10,29700,30000,10,30000,30300,52200,1,1,52620,53100,3,53100,54000,0,0,0,0,0,0,0,0,0,54300,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2846,2,99,99,9999,8,1,2,5,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,2,2,2,3,3,3,3,1,2,2,6,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,0,5,5,5,5,5,1,1,5,1,1,5,3,0,2,2,3,3,1,1,3,2,5,0,2,1,1,1,1,1,1,3,4,2,1,6,1,2,2,1,1,1,1,1,0,1,2,5,6,1,2,1,1,1,1,1,0,20,1,21,1,0,0,0,0,99,99,99,99,99,9,99,5,0,1,5,0,2,1,2,1,1,1,1,1,1,1,1,2,2,2,4,1,1,1,2,3,2,10,6,5,1,5,5,5,5,5,2,2,1,1969,5,3,3,1,3,1,5,1,20000,9,9,9,9,2,5,5,5,12,1997,1,0,30,26700,28200,1,27000,27300,3,27300,27600,9,27900,28200,2,28200,28680,7,28680,28800,52200,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,1,1,52200,52800,2,52800,53400,3,53400,54000,0,0,0,1
3,4455,4,5,12,1997,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,5,0,5,5,5,5,5,1,1,5,5,5,5,0,0,2,8,2,2,1,8,1,8,1,2,1,2,1,1,1,1,1,3,2,2,1,99,1,2,2,1,1,5,1,1,0,5,1,0,0,0,0,0,1,1,5,1,1,15,5,25,1,0,0,0,0,3,22,0,0,0,0,1,5,0,2,5,0,1,5,2,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1,6,10,0,6,5,1,1,5,5,5,5,2,1,1,1955,5,2,2,1,2,5,5,1,31040,1,1,1,1,2,5,1,5,12,1997,1,0,10,25200,27000,10,25200,25800,3,25800,26400,5,26400,27000,0,0,0,0,0,0,52200,1,10,52200,55500,10,55500,56700,10,56700,57600,0,0,0,0,0,0,57600,1,2,74700,76800,7,76800,78300,0,0,0,0,0,0,1
3,4455,6,5,6,1997,4,1,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,1,5,5,5,0,5,5,5,5,5,1,1,5,5,5,1,0,0,2,8,2,3,1,1,2,2,5,0,2,1,1,1,1,1,1,1,0,2,1,1,1,2,7,1,1,1,1,0,40,1,1,0,0,0,0,0,9,0,0,0,0,0,0,21,1,0,1,0,0,0,21,0,0,0,0,3,5,0,7,5,0,1,5,5,1,2,2,1,2,2,2,1,2,1,2,4,2,1,2,1,6,5,8,7,1,5,5,5,5,5,5,2,2,3,1957,5,2,9,1,1,1,1,1,99999,5,1,1,1,1,9,2,5,5,1997,1,0,10,26400,28800,5,26400,26700,10,26700,27300,3,27300,27600,10,27600,28200,10,28200,29400,52200,1,2,52200,52800,6,52800,53400,7,52800,53400,9,53400,59400,3,59400,61200,61200,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5802,3,10,28,1997,2,1,1,2,2,2,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,1,2,2,1,1,1,1,5,0,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,1,9,9,0,0,0,23,1,0,1,0,0,4,19,0,0,0,0,2,5,0,7,5,0,0,5,5,3,4,2,1,3,2,4,1,2,2,2,4,1,2,1,2,6,3,2,6,1,5,5,5,5,5,5,2,1,2,1959,5,2,2,1,2,5,5,1,27000,1,1,1,1,1,4,3,10,27,1997,1,0,15,25800,27600,9,25800,27600,0,0,0,0,0,0,0,0,0,0,0,0,51900,1,9,51900,52500,3,52500,52800,1,52800,54000,0,0,0,0,0,0,54000,1,7,72900,73380,7,73380,76980,0,0,0,0,0,0,1
3,4618,4,10,5,1997,6,1,1,4,4,4,5,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,1,8,8,2,1,8,1,8,5,0,8,1,1,1,1,1,1,2,6,2,5,2,5,0,1,1,1,1,1,0,30,1,2,5,2,5,0,1,1,1,1,1,0,30,5,25,1,0,0,1,0,16,9,0,0,0,0,3,5,0,7,5,0,1,1,1,1,3,2,1,2,2,2,1,3,3,3,4,2,3,2,2,5,0,2,7,5,1,1,5,5,5,1,2,1,2,1961,5,5,4,1,3,1,1,1,29000,2,1,1,1,4,3,3,10,6,1997,1,0,5,24900,28200,5,24900,25320,3,25440,25920,2,25920,26220,7,26400,28800,9,26400,28800,53100,1,1,53100,54000,1,54000,55200,3,55200,55500,5,55500,56520,2,56520,57300,57600,1,2,70200,73800,0,0,0,0,0,0,0,0,0,5
3,1995,2,4,24,1997,9,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,1,3,9,2,2,3,2,2,3,3,2,2,2,2,3,3,3,2,3,2,2,3,2,3,3,1,2,3,3,2,2,1,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,8,8,8,8,8,5,8,4,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,6,3,1,0,0,0,0,0,1,1,1,1,0,30,5,1,0,0,0,0,0,1,1,1,1,0,45,5,23,6,0,0,0,0,0,23,0,0,0,0,0,5,0,1,5,0,0,5,5,1,3,2,1,3,3,4,1,1,2,3,5,1,1,1,2,4,3,0,7,1,1,5,5,5,5,5,2,2,1,1969,5,3,3,1,5,5,1,1,99999,5,1,1,1,2,9,2,4,24,1997,4,0,15,26400,27000,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57600,1,9,0,0,0,0,0,0,0,0,0,0,0,1
3,1245,2,4,24,1997,2,1,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,2,5,5,5,0,5,5,5,5,5,5,1,5,5,5,5,0,1,9,1,9,3,1,1,1,1,5,0,1,1,1,1,1,1,1,1,0,2,5,3,1,1,1,1,1,1,1,9,99,1,2,5,3,1,1,1,1,1,1,1,9,99,1,26,1,0,1,0,0,0,26,0,0,0,0,0,5,0,3,5,0,0,5,2,4,4,2,1,1,3,3,1,2,1,1,1,1,1,1,1,6,17,7,7,1,1,5,5,5,5,5,2,2,2,1957,5,5,1,5,0,1,5,1,30000,1,1,1,1,1,5,9,4,25,1997,5,0,20,28200,28800,10,28200,29400,0,0,0,0,0,0,0,0,0,0,0,0,55800,1,10,54000,55800,0,0,0,0,0,0,0,0,0,0,0,0,56700,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1943,4,99,99,9999,5,1,3,3,3,3,4,3,4,3,4,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,9,9,9,9,1,1,9,9,9,9,9,0,0,3,1,3,2,3,1,1,1,5,0,9,9,9,9,9,9,9,4,6,2,5,2,5,0,1,1,1,1,1,0,15,5,2,5,99,5,0,1,5,0,0,0,0,0,0,18,1,0,1,0,0,0,18,0,0,0,0,1,5,0,2,5,0,3,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,6,7,0,7,5,1,5,5,5,5,5,2,2,2,1949,5,2,1,5,0,1,1,1,33000,7,1,1,1,2,4,2,4,24,1997,4,0,15,26100,27900,1,26100,27000,9,27000,27900,0,0,0,0,0,0,0,0,0,51300,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,1,9,0,0,0,0,0,0,0,0,0,0,0,1
3,3537,2,10,3,1997,10,1,1,2,2,1,2,1,2,1,1,1,9,2,9,9,1,1,1,9,1,1,2,1,9,2,9,1,1,2,2,3,9,3,3,1,9,2,1,9,9,2,1,1,2,1,3,3,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,8,0,5,5,8,5,5,5,8,5,5,5,9,2,3,1,1,1,1,1,1,1,1,5,0,9,3,9,2,2,1,9,7,9,1,0,0,0,0,0,1,1,5,1,0,17.5,5,1,0,0,0,0,0,1,1,5,1,0,20,5,22,1,0,0,0,0,7,15,0,0,0,0,0,5,0,2,5,0,0,5,5,1,4,4,1,1,1,1,1,1,4,4,5,1,1,1,3,7,10,3,6,5,5,5,1,5,5,1,2,1,2,1949,5,5,4,5,0,9,9,9,32000,1,1,1,1,2,4,1,9,9,9999,9,9,99,99999,99999,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,9
3,3537,3,10,3,1997,7,1,1,3,2,2,3,2,2,3,1,2,2,1,2,3,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,3,1,1,3,2,2,2,1,1,2,2,1,4,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,1,1,5,5,5,5,5,8,1,8,8,8,9,0,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,0,2,5,4,5,0,1,1,1,5,5,0,0,0,2,5,4,5,0,1,1,1,5,5,0,0,0,22,1,0,0,0,0,0,22,0,0,0,0,0,5,0,1,5,0,0,5,1,1,1,1,2,1,1,4,1,1,1,4,5,1,1,1,1,7,14,2,7,5,1,5,5,5,5,5,2,2,2,1947,5,1,1,1,2,5,1,1,38000,5,1,1,1,2,5,2,10,10,1997,5,0,10,25800,27000,10,25800,27000,0,0,0,0,0,0,0,0,0,0,0,0,51300,1,6,51300,54000,7,54000,55800,0,0,0,0,0,0,0,0,0,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3965,3,5,19,1997,7,1,2,5,5,4,5,5,5,5,3,1,9,3,2,3,1,3,3,2,1,1,1,1,3,3,2,3,1,1,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,1,5,0,5,5,5,5,5,9,1,5,1,5,9,0,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,5,3,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,1,0,45,5,25,2,0,1,0,0,13,12,0,0,0,0,0,5,0,1,5,0,5,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,3,3,0,6,5,1,1,5,5,5,5,2,2,1,1969,5,2,2,5,0,5,5,5,26485,3,1,1,1,2,5,2,5,20,1997,2,0,45,25200,27000,1,25500,25800,5,25800,26100,9,26100,27000,0,0,0,0,0,0,51300,1,1,52200,53100,5,53100,53400,8,54000,55800,0,0,0,0,0,0,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3965,5,99,99,9999,2,1,3,5,5,5,5,4,4,5,4,3,3,3,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,9,0,0,2,1,2,1,1,1,1,9,5,0,1,1,1,1,1,1,1,99,0,2,5,3,1,1,1,1,1,1,1,9,99,9,2,5,4,1,1,1,1,1,1,1,9,99,9,22,1,0,1,0,0,9,13,0,0,0,0,0,5,0,1,5,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,3,4,9,6,9,1,1,9,9,9,9,2,1,2,1967,5,2,4,5,0,5,5,5,99999,1,3,1,1,1,5,1,5,16,1997,5,0,20,26400,27000,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51300,1,1,52200,53100,3,53100,54000,6,54000,54900,7,54900,55800,0,0,0,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2494,3,99,99,9999,5,1,2,3,4,3,3,2,2,2,3,2,3,2,1,2,3,2,2,3,2,2,2,1,9,3,1,2,3,3,2,3,9,3,3,2,2,2,2,2,2,2,1,1,2,2,3,3,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,2,3,8,5,8,0,5,5,5,5,5,5,1,5,5,5,9,8,3,2,8,1,2,1,8,1,9,5,0,2,2,1,1,1,1,1,1,0,2,5,2,5,0,1,1,1,5,1,1,0,1,1,0,0,0,0,0,1,1,5,1,0,20,1,27,1,0,0,0,0,0,27,0,0,0,0,0,5,0,9,5,0,0,1,5,1,4,1,1,1,1,1,1,1,1,4,2,2,1,1,2,5,12,0,6,5,5,5,5,5,5,1,2,2,1,1959,5,9,9,1,2,5,1,1,21000,1,1,1,1,2,4,2,99,99,9999,9,0,45,26100,28800,1,26340,26700,7,26760,27060,5,27120,27360,9,27480,28320,0,0,0,52200,1,1,52200,52800,3,52800,54900,6,55200,57600,5,52200,57600,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3613,3,11,14,1997,8,1,1,5,4,4,5,4,4,5,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,1,5,0,5,5,5,5,5,5,5,5,5,8,9,99,99,2,1,2,2,1,1,1,2,5,0,1,1,1,1,1,1,1,3,3,2,5,4,1,1,2,1,1,1,1,9,99,5,2,5,2,1,1,2,1,1,1,1,9,99,5,24,1,0,0,0,0,2,22,0,0,0,0,7,5,0,2,5,0,1,1,2,2,1,1,1,1,2,1,1,1,2,4,2,2,2,2,2,4,5,3,6,5,1,5,5,1,5,5,2,1,2,1970,5,2,2,1,2,1,5,5,21000,6,1,1,1,2,5,1,11,14,1997,1,0,15,28200,29700,5,28200,28500,10,28500,29100,3,29100,29400,0,0,0,0,0,0,54000,1,5,54600,55800,1,55800,57000,3,57000,58500,6,58500,59400,10,59400,63000,63900,1,2,68400,72000,1,72000,73800,0,0,0,0,0,0,1
3,4182,2,5,1,1997,4,1,3,2,2,2,2,2,1,3,3,3,3,3,1,3,2,1,1,2,2,1,2,1,1,3,3,3,2,3,2,1,2,1,3,1,3,3,3,1,3,1,1,1,1,3,3,2,2,2,1,5,5,5,5,5,5,5,1,5,1,9,9,9,9,1,5,5,3,3,5,5,5,0,5,5,1,5,5,5,1,1,5,1,5,0,0,2,1,2,1,1,1,1,1,5,0,2,2,3,1,1,1,1,3,3,2,1,3,1,3,2,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,30,5,22,1,0,1,0,0,11,11,0,0,0,0,2,5,0,2,5,0,1,5,4,1,1,1,1,2,2,2,1,1,1,1,4,1,1,2,2,4,5,0,6,9,1,9,9,9,9,9,2,2,2,1968,5,4,5,1,2,5,5,1,24000,5,1,1,1,1,5,3,5,2,1997,5,0,15,27000,30000,1,27000,27900,6,27900,28800,3,28800,30000,0,0,0,0,0,0,53100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54900,1,1,64800,68400,0,0,0,0,0,0,0,0,0,1
3,1681,4,4,20,1997,10,1,2,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,8,8,5,5,5,5,9,6,0,1,1,1,1,1,1,1,1,5,0,1,2,1,1,1,1,1,5,4,2,1,5,1,1,7,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,20,5,22,2,0,0,0,0,6,16,0,0,0,0,6,5,0,7,5,0,2,5,2,1,2,4,1,1,2,2,2,2,2,4,5,1,1,2,1,6,7,2,7,5,1,5,5,5,5,5,2,1,2,1959,5,2,5,1,1,5,1,1,38746,7,1,1,1,2,5,1,4,17,1997,4,0,9,25200,28500,1,25560,26400,4,26400,26580,5,26580,26700,2,26700,28200,9,28200,28500,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,9
3,6134,3,10,14,1997,9,1,1,3,3,3,3,2,2,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,3,5,5,8,0,5,5,5,5,8,8,8,8,8,8,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,0,0,0,0,0,1,1,5,1,1,0,5,1,0,0,0,0,0,5,0,0,0,0,0,0,20,1,0,0,0,0,0,20,0,0,0,0,99,5,0,2,5,0,0,5,3,1,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2,4,6,3,7,9,1,1,1,9,9,1,2,1,2,1957,5,5,3,1,2,5,1,1,99999,1,1,1,1,2,5,4,99,99,9999,9,9,99,99999,99999,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,9
3,2145,2,5,2,1997,2,1,1,3,4,4,3,2,2,2,3,1,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,3,3,3,3,2,2,3,1,2,3,1,2,2,3,2,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,9,1,9,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,4,1,0,0,0,0,0,1,1,1,1,0,15,5,1,0,0,0,0,0,1,1,1,1,0,15,5,16,1,0,0,1,0,12,4,0,0,1,0,5,5,0,1,5,0,0,5,4,2,3,1,3,3,3,4,2,2,2,3,4,2,2,3,2,3,0,8,7,1,1,5,5,5,5,5,2,1,2,1972,5,2,3,1,5,1,5,5,25000,4,3,1,3,1,4,5,5,9,1997,5,0,20,25200,28500,1,25200,25800,3,25800,27300,5,27300,27900,2,27900,28500,0,0,0,53400,1,3,53400,54000,2,54000,54900,0,0,0,0,0,0,0,0,0,54900,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3667,4,11,21,1997,1,1,1,2,3,1,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,1,19,2,8,1,2,1,1,2,1,5,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,1,1,0,1,1,0,0,0,0,0,1,1,5,1,1,0,1,20,1,0,1,0,0,0,20,0,0,0,0,0,5,0,3,1,2,1,1,1,4,4,4,4,2,1,1,1,1,1,1,5,1,1,1,1,4,5,3,7,1,1,1,5,5,5,5,2,2,1,9999,5,3,5,1,5,5,1,1,99999,2,1,3,3,9,9,9,11,17,1997,1,0,30,28800,30600,1,28800,29700,2,29700,30600,0,0,0,0,0,0,0,0,0,99999,1,10,55200,55800,2,55800,56400,3,56400,57000,0,0,0,0,0,0,57600,1,6,57600,68400,1,70200,72000,0,0,0,0,0,0,1
