CHLDID02,CHLDSN02,PCGID02,PCGSN02,CDSHID02,PCGINST02,PCG68ID02,PCGPN02
5576,3,5576,2,1499,1,5904,177
5581,3,5581,2,1500,1,5170,9
5581,4,5581,2,1500,1,5170,9
5585,3,5585,2,1501,1,6779,8
5588,3,5588,1,1502,1,5663,181
5588,4,5588,1,1502,1,5663,181
5596,3,5596,1,1503,1,6736,182
5596,4,5596,2,1503,2,6736,30
5600,3,5600,2,1504,1,1841,3
5600,4,5600,2,1504,1,1841,3
5602,2,5602,1,1505,1,5501,6
5606,5,5606,2,1506,1,3162,2
5606,6,5606,2,1506,1,3162,2
5611,2,5611,1,1507,1,6413,35
5611,3,5611,1,1507,1,6413,35
5614,2,5614,1,1508,1,5684,3
5617,3,5617,1,1509,1,1225,170
5619,4,0,0,1992,1,5619,3
5623,3,5623,2,1510,1,5964,170
5623,4,5623,2,1510,1,5964,170
5624,2,5624,1,1511,1,6615,31
5626,3,5626,2,1512,1,6828,3
5626,4,5626,2,1512,1,6828,3
5630,3,5630,2,1513,1,1533,3
5636,3,5636,2,1514,1,2248,172
5636,4,5636,2,1514,1,2248,172
5637,4,5637,2,1515,1,6478,179
5639,4,5639,2,1516,1,5600,5
5639,5,5639,2,1516,1,5600,5
5641,3,5641,2,1517,1,2075,186
5642,3,5642,2,1518,1,750,170
5642,4,5642,2,1518,1,750,170
5645,3,5645,1,1519,1,6365,9
5647,3,5647,2,1520,1,5182,33
5647,4,5647,2,1520,1,5182,33
5653,2,5653,1,1521,1,6366,2
5653,3,5653,1,1521,1,6366,2
5655,4,5655,2,1522,1,5539,188
5661,2,5661,1,1523,1,5241,30
5663,4,0,0,1993,1,53,217
5671,2,5671,1,1525,1,6832,4
5671,3,5671,1,1525,1,6832,4
5672,3,5672,1,1526,1,6832,32
5672,4,5672,1,1526,1,6832,32
5675,2,5675,1,1527,1,6862,35
5679,2,5679,1,1528,1,6635,171
5681,2,5681,1,1529,1,5780,4
5699,3,5699,2,1530,1,2501,5
5699,4,5699,2,1530,1,2501,5
5704,5,5704,2,1531,1,6103,8
5705,2,5705,1,1532,1,581,171
5705,3,5705,1,1532,1,581,171
5708,3,5708,2,1533,1,1167,33
5708,4,5708,2,1533,1,1167,33
5709,2,5709,1,1534,1,2688,31
5711,4,5711,2,1535,1,1473,170
5712,3,5712,2,1536,1,1533,173
5712,4,5712,2,1536,1,1533,173
5713,3,5713,2,1537,1,1475,3
5713,4,5713,2,1537,1,1475,3
5715,3,5715,2,1538,1,1220,171
5715,4,5715,2,1538,1,1220,171
5716,2,5716,1,1539,1,6694,30
5722,3,5722,2,1540,1,3078,2
5724,3,5724,1,1541,1,5417,4
5724,4,5724,1,1541,1,5417,4
5726,2,5726,1,1542,1,5926,6
5729,3,5729,2,1543,1,3041,2
5729,4,5729,2,1543,1,3041,2
5732,4,5732,2,1544,1,1192,5
5733,2,5733,1,1545,1,3012,1
5737,4,5737,2,1546,1,3200,2
5737,6,5737,2,1546,1,3200,2
5739,3,5739,2,1547,1,508,175
5744,3,5744,2,1548,1,47,173
5744,4,5744,2,1548,1,47,173
5749,6,5749,1,1549,1,6210,171
5752,2,5752,1,1550,1,5863,31
5752,4,5752,1,1550,1,5863,31
5756,3,5756,2,1551,1,6093,170
5760,4,5760,2,1552,1,1000,171
5762,3,5762,2,1553,1,5336,7
5763,3,5763,2,1554,1,2435,7
5766,3,5766,2,1555,1,1242,176
5766,4,5766,2,1555,1,1242,176
5768,2,5768,1,1556,1,2881,32
5768,3,5768,1,1556,1,2881,32
5774,4,5774,2,1557,1,2895,30
5774,5,5774,2,1557,1,2895,30
5776,3,5776,2,1558,1,6165,4
5779,5,5779,2,1559,1,6684,3
5779,6,5779,2,1559,1,6684,3
5783,2,5783,1,1560,1,5984,30
5783,3,5783,1,1560,1,5984,30
5793,2,5793,1,1561,1,6485,5
5796,4,5796,2,1562,1,496,185
5822,4,5822,2,1563,1,5916,171
5822,5,5822,2,1563,1,5916,171
5823,2,5823,1,1564,1,5177,7
5823,3,5823,1,1564,1,5177,7
5826,2,5826,1,1565,1,2108,3
5826,3,5826,1,1565,1,2108,3
5830,2,5830,1,1566,1,3198,1
5832,4,5832,3,1567,1,3356,3
5833,3,5833,2,1568,1,6849,5
5838,3,5838,1,1569,1,6589,7
5839,5,5839,2,1570,1,3155,2
5839,6,5839,2,1570,1,3155,2
5840,2,5840,1,1571,1,5904,37
5845,3,5845,2,1572,1,5977,173
5847,3,5847,2,1573,1,1093,3
5847,4,5847,2,1573,1,1093,3
5848,2,5848,1,1574,1,6127,33
5850,3,5850,2,1575,1,2418,173
5854,4,5854,2,1576,1,1542,6
5854,5,5854,2,1576,1,1542,6
5857,2,5857,1,1577,1,1722,31
5859,3,5859,1,1578,1,1722,33
5860,3,5860,2,1579,1,1033,171
5862,2,5862,1,1580,1,6591,175
5871,6,5871,2,1581,1,6682,174
5873,3,5873,2,1582,1,1935,4
5873,4,5873,2,1582,1,1935,4
5875,3,5875,2,1583,1,5182,182
5875,4,5875,2,1583,1,5182,182
5878,3,5878,2,1584,1,5503,174
5882,2,5882,1,1585,1,6475,30
5884,2,5884,1,1586,1,5065,36
5885,3,5885,2,1587,1,5052,33
5885,4,5885,2,1587,1,5052,33
5888,2,5888,1,1588,1,6054,5
5890,2,5890,1,1589,1,1906,30
5891,3,5891,2,1590,1,2882,171
5891,4,5891,2,1590,1,2882,171
5903,3,5903,1,1591,1,6591,6
5904,3,5904,2,1592,1,3275,2
5904,4,5904,2,1592,1,3275,2
5914,2,5914,1,1593,1,6832,33
5914,3,5914,1,1593,1,6832,33
5916,4,5916,2,1594,1,6350,3
5917,3,5917,2,1595,1,6350,171
5919,3,5919,2,1596,1,6121,35
5919,4,5919,2,1596,1,6121,35
5920,3,5920,1,1597,1,5858,179
5920,4,5920,1,1597,1,5858,179
5921,3,5921,2,1598,1,6275,3
5921,4,5921,2,1598,1,6275,3
5926,2,5926,1,1599,1,6633,4
5926,3,5926,1,1599,1,6633,4
5931,3,5931,1,1600,1,6093,7
5932,3,5932,2,1601,1,3310,2
5934,3,5934,2,1602,1,5904,33
5934,4,5934,2,1602,1,5904,33
5938,2,5938,1,1603,1,6287,32
5940,3,5940,2,1604,1,5182,9
5940,4,5940,2,1604,1,5182,9
5942,3,5942,2,1605,1,3179,3
5942,5,5942,2,1605,1,3179,3
5947,3,5947,2,1606,1,5393,34
5956,2,5956,1,1607,1,6864,2
5957,2,5957,1,1608,1,5623,37
5958,2,5958,1,1609,1,5623,40
5963,4,5963,2,1610,1,245,170
5975,2,5975,1,1611,1,40,178
5980,3,5980,2,1612,1,3177,2
5983,3,5983,2,1613,1,5560,35
5986,4,5986,2,1614,1,1542,7
5986,5,5986,2,1614,1,1542,7
5988,4,5988,2,1615,1,5396,170
5992,2,5992,1,1616,1,5501,12
5996,6,5996,2,1617,1,2151,5
6008,2,6008,1,1619,1,961,5
6008,3,6008,1,1619,1,961,5
6016,2,6016,1,1620,1,2177,174
6017,3,6017,2,1621,1,5526,16
6017,4,6017,2,1621,1,5526,16
6022,4,6022,2,1622,1,5570,3
6025,2,6025,1,1623,1,5430,183
6025,3,6025,1,1623,1,5430,183
6030,3,6030,2,1624,1,7,175
6032,2,6032,1,1625,1,6602,195
6039,3,6039,1,1626,1,5693,5
6043,2,6043,1,1627,1,1066,3
6043,3,6043,1,1627,1,1066,3
6044,3,6044,2,1628,1,5926,174
6046,2,6046,1,1629,1,6121,30
6047,2,6047,1,1630,1,6121,34
6048,3,6048,2,1631,1,5548,30
6049,3,6049,2,1632,1,6121,180
6049,4,6049,2,1632,1,6121,180
6051,2,6051,1,1633,1,5463,5
6052,3,6052,1,1634,1,6802,176
6055,3,6055,2,1635,1,709,34
6067,3,6067,2,1636,1,6054,30
6068,3,6068,2,1637,1,5067,2
6068,4,6068,2,1637,1,5067,2
6069,3,6069,2,1638,1,2599,173
6069,4,6069,2,1638,1,2599,173
6076,3,5998,1,1618,1,632,3
6076,4,6076,2,1639,1,632,173
6079,4,6079,2,1640,1,5230,8
6088,3,6088,2,1641,1,3110,2
6089,4,6089,2,1642,1,3258,2
6089,5,6089,2,1642,1,3258,2
6091,4,6091,2,1643,1,3108,2
6096,2,6096,1,1644,1,5900,174
6096,3,6096,1,1644,1,5900,174
6097,3,6097,1,1645,1,5463,9
6101,4,6101,1,1646,1,6646,3
6101,5,6101,2,1646,2,6646,33
6109,2,6109,1,1647,1,2292,7
6111,3,6111,2,1648,1,6657,5
6111,4,6111,2,1648,1,6657,5
6112,3,6112,1,1649,1,6750,30
6112,4,6112,1,1649,1,6750,30
6120,4,6120,2,1650,1,760,174
6120,5,6120,2,1650,1,760,174
6122,2,6122,1,1651,1,5871,172
6126,4,6126,2,1652,1,6398,2
6130,4,6130,2,1653,1,6159,3
6157,3,6157,2,1654,1,5821,172
6161,4,6161,1,1655,1,6516,176
6165,2,6165,1,1656,1,6738,180
6165,3,6165,1,1656,1,6738,180
6166,5,6166,2,1657,1,2586,173
6166,6,6166,2,1657,1,2586,173
6170,3,6170,2,1658,1,3294,3
6171,4,6171,2,1659,1,166,170
6173,3,6173,1,1660,1,5215,3
6174,2,6174,1,1661,1,6413,9
6174,3,6174,1,1661,1,6413,9
6176,3,6176,2,1662,1,3149,2
6181,3,6181,2,1663,1,5308,173
6183,2,6183,1,1664,1,5462,3
6186,3,6186,2,1665,1,3239,2
6186,4,6186,2,1665,1,3239,2
6187,3,6187,2,1666,1,3257,2
6187,4,6187,2,1666,1,3257,2
6188,3,6188,2,1667,1,3223,2
6188,4,6188,2,1667,1,3223,2
6189,2,6189,1,1668,1,3225,2
6189,5,6189,1,1668,1,3225,2
6190,3,6190,2,1669,1,3240,2
6190,6,6190,2,1669,1,3240,2
6191,3,6191,2,1670,1,3231,2
6193,3,6193,2,1671,1,6849,188
6193,4,6193,2,1671,1,6849,188
6194,2,6194,1,1672,1,6114,183
6195,3,6195,2,1673,1,2835,4
6195,4,6195,2,1673,1,2835,4
6196,3,6196,2,1674,1,709,7
6196,4,6196,2,1674,1,709,7
6200,3,6200,2,1675,1,3136,2
6201,2,6201,1,1676,1,5942,8
6201,3,6201,1,1676,1,5942,8
6203,3,3273,1,789,1,6699,2
6208,3,6208,2,1677,1,6200,9
6208,5,6208,2,1677,1,6200,9
6209,4,6209,2,1678,1,6200,11
6209,5,6209,2,1678,1,6200,11
6211,4,6211,2,1679,1,846,7
6211,5,6211,2,1679,1,846,7
6217,4,6217,2,1680,1,3427,2
6217,5,6217,2,1680,1,3427,2
6218,4,6218,2,1681,1,5537,170
6224,3,6224,1,1682,1,2392,5
6224,4,6224,1,1682,1,2392,5
6228,6,6228,2,1683,1,6602,188
6228,8,6228,2,1683,1,6602,188
6229,3,6229,2,1684,1,6413,10
6229,4,6229,2,1684,1,6413,10
6230,3,6230,1,1685,1,6830,2
6230,4,6230,1,1685,1,6830,2
6232,3,6232,1,1686,1,1100,4
6237,2,6237,1,1687,1,5864,3
6237,3,6237,1,1687,1,5864,3
6240,4,6240,2,1688,1,5071,32
6240,5,6240,2,1688,1,5071,32
6242,3,6242,2,1689,1,2586,172
6245,3,6245,2,1690,1,3228,2
6245,6,6245,2,1690,1,3228,2
6246,3,6246,2,1691,1,3227,2
6246,4,6246,2,1691,1,3227,2
6247,3,6247,1,1692,1,3095,1
6247,4,6247,1,1692,1,3095,1
6251,4,6251,2,1693,1,6121,176
6254,3,6254,1,1694,1,5549,3
6257,2,6257,1,1695,1,5430,171
6257,3,0,0,1994,1,5430,930
6259,2,6259,1,1696,1,5463,6
6260,2,6260,1,1697,1,6114,182
6263,3,6263,2,1698,1,6616,176
6268,2,6268,1,1699,1,6370,181
6273,4,6273,2,1700,1,2011,5
6273,5,6273,2,1700,1,2011,5
6278,3,6278,2,1701,1,2526,173
6280,4,6280,2,1702,1,5614,170
6280,6,6280,2,1702,1,5614,170
6282,5,6282,2,1703,1,5619,4
6287,2,6287,1,1704,1,5363,4
6287,3,6287,1,1704,1,5363,4
6291,3,6291,2,1705,1,122,171
6295,4,6295,2,1706,1,1522,170
6307,3,6307,2,1707,1,1611,5
6311,3,6311,1,1708,1,5592,2
6311,5,6311,1,1708,1,5592,2
6312,3,6312,2,1709,1,3010,2
6312,4,6312,2,1709,1,3010,2
6317,2,6317,1,1710,1,5610,5
6317,3,6317,1,1710,1,5610,5
6318,4,6318,2,1711,1,6114,170
6318,6,6318,2,1711,1,6114,170
6319,2,6319,1,1712,1,1355,5
6323,3,6323,2,1713,1,2590,30
6323,4,6323,2,1713,1,2590,30
6327,4,6327,2,1714,1,692,5
6334,3,6334,2,1715,1,1887,5
6339,3,6339,2,1716,1,5537,10
6339,4,6339,2,1716,1,5537,10
6342,3,6342,2,1717,1,3189,2
6346,3,6346,2,1718,1,2302,200
6346,4,6346,2,1718,1,2302,200
6349,3,6349,2,1719,1,6657,30
6359,3,6359,1,1720,1,5835,184
6360,4,6360,2,1721,1,5495,178
6361,3,6361,2,1722,1,2238,172
6365,2,6365,1,1723,1,6166,50
6365,3,6365,1,1723,1,6166,50
6372,5,6372,2,1724,1,5037,5
6372,6,6372,2,1724,1,5037,5
6375,3,6375,2,1725,1,22,3
6376,2,6376,1,1726,1,22,173
6377,4,6377,3,1727,1,5363,30
6380,4,6380,2,1728,1,3099,2
6380,5,6380,2,1728,1,3099,2
6384,4,6384,1,1729,1,6845,3
6384,5,6384,1,1729,1,6845,3
6389,4,6389,2,1731,1,3420,2
6389,5,6389,2,1731,1,3420,2
6392,3,6392,2,1732,1,79,3
6395,2,6395,1,1733,1,6602,179
6395,3,6395,1,1733,1,6602,179
6396,3,6396,2,1734,1,2129,181
6396,4,6396,2,1734,1,2129,181
6400,5,6400,3,1735,1,5749,36
6406,3,6406,2,1736,1,2278,182
6406,4,6406,2,1736,1,2278,182
6420,4,6420,1,1737,1,5055,2
6422,2,6422,1,1738,1,6108,175
6425,3,6425,2,1739,1,1161,171
6433,5,6433,1,1740,1,5770,3
6435,3,6435,2,1741,1,1978,171
6440,2,6440,1,1742,1,6801,187
6443,3,6443,2,1743,1,3249,2
6443,6,6443,2,1743,1,3249,2
6444,4,6444,1,1744,1,6275,7
6444,5,6444,1,1744,1,6275,7
6446,4,6446,2,1745,1,5876,4
6455,3,6455,2,1746,1,1644,4
6455,5,6455,2,1746,1,1644,4
6459,2,6459,1,1747,1,5397,30
6460,3,6460,2,1748,1,844,172
6461,3,6461,2,1749,1,5463,30
6463,4,6463,2,1750,1,2030,6
6463,5,6463,2,1750,1,2030,6
6465,3,6465,2,1751,1,6478,5
6471,2,6471,1,1752,1,5381,6
6473,3,6473,2,1753,1,2510,172
6473,4,6473,2,1753,1,2510,172
6476,4,6476,2,1754,1,2126,170
6477,3,6477,1,1755,1,6172,6
6481,3,6481,2,1756,1,6539,170
6483,3,6483,2,1757,1,2712,170
6486,3,6486,2,1758,1,409,30
6489,2,6489,1,1759,1,941,3
6493,2,6493,1,1760,1,5612,9
6493,3,6493,1,1760,1,5612,9
6496,3,6496,2,1761,1,3096,2
6499,3,6499,2,1762,1,556,177
6502,3,6502,1,1763,1,6602,9
6504,3,6504,2,1764,1,1068,30
6512,5,6512,1,1765,1,5748,6
6512,6,6512,1,1765,1,5748,6
6517,3,6517,1,1766,1,5521,3
6519,4,6519,2,1767,1,6159,30
6519,5,6519,2,1767,1,6159,30
6523,2,6523,1,1768,1,2653,4
6526,2,6526,1,1769,1,5430,192
6527,2,6527,1,1770,1,5430,191
6529,3,6529,2,1771,1,5430,31
6530,4,6530,2,1772,1,3224,2
6530,5,6530,2,1772,1,3224,2
6532,4,6532,2,1773,1,5047,3
6532,5,6532,2,1773,1,5047,3
6540,4,6540,2,1774,1,5430,4
6542,2,6542,1,1775,1,6156,181
6543,5,6543,2,1776,1,6350,7
6544,2,6544,1,1777,1,6411,170
6545,4,6545,1,1778,1,5548,9
6553,4,6553,2,1779,1,6494,185
6553,5,6553,2,1779,1,6494,185
6554,2,6554,1,1780,1,5749,30
6554,3,6554,1,1780,1,5749,30
6555,4,6555,2,1781,1,1163,173
6555,5,6555,2,1781,1,1163,173
6557,3,6557,2,1782,1,1163,174
6557,4,6557,2,1782,1,1163,174
6560,3,6560,1,1783,1,1798,9
6561,3,6561,2,1784,1,6281,179
6565,2,6565,1,1785,1,2019,175
6567,3,6567,1,1786,1,5537,6
6572,3,6572,2,1787,1,5612,184
6577,3,6577,1,1788,1,2059,176
6579,2,6579,1,1789,1,3018,1
6579,3,6579,1,1789,1,3018,1
6589,4,6589,2,1790,1,6560,3
6590,3,6590,2,1791,1,941,186
6594,3,6594,1,1792,1,391,5
6598,2,6598,1,1793,1,478,30
6598,3,6598,1,1793,1,478,30
6600,2,6600,1,1794,1,5573,9
6602,5,6602,3,1795,1,3117,3
6602,6,6602,3,1795,1,3117,3
6604,3,6604,2,1796,1,351,173
6605,4,6605,2,1797,1,1266,2
6609,2,6609,1,1798,1,6590,10
6609,3,6609,1,1798,1,6590,10
6613,3,6613,2,1799,1,2053,4
6613,4,6613,2,1799,1,2053,4
6619,3,6619,2,1800,1,404,174
6619,5,6619,2,1800,1,404,174
6622,3,6622,2,1801,1,6625,7
6622,4,6622,2,1801,1,6625,7
6624,3,6731,2,1823,1,1141,2
6624,4,0,0,1995,1,1141,912
6629,2,6386,1,1730,1,6857,6
6629,3,0,0,1996,1,6857,200
6630,3,6630,1,1802,1,6212,3
6634,6,6634,3,1803,1,3303,3
6636,3,6636,2,1804,1,1077,3
6636,4,6636,2,1804,1,1077,3
6641,3,6641,2,1805,1,1151,173
6641,4,6641,2,1805,1,1151,173
6644,3,6644,2,1806,1,3066,2
6646,3,6646,2,1807,1,88,174
6646,4,6646,2,1807,1,88,174
6658,4,6658,3,1808,1,6060,3
6658,5,6658,3,1808,1,6060,3
6666,2,6666,1,1809,1,5305,183
6666,3,6666,1,1809,1,5305,183
6672,2,6672,1,1810,1,2662,172
6676,3,6676,2,1811,1,6588,36
6689,4,6689,1,1812,1,1830,173
6692,3,6692,2,1813,1,2920,174
6692,4,6692,2,1813,1,2920,174
6695,3,6695,2,1814,1,6478,30
6699,2,6699,1,1815,1,5812,34
6699,4,6699,1,1815,1,5812,34
6705,3,6705,2,1816,1,2034,30
6709,3,6709,2,1817,1,565,4
6709,4,6709,2,1817,1,565,4
6712,2,6712,1,1818,1,1167,32
6712,3,6712,1,1818,1,1167,32
6719,2,6719,1,1819,1,5018,4
6720,2,6720,1,1820,1,99,171
6720,3,6720,1,1820,1,99,171
6721,4,6721,2,1821,1,6590,175
6721,5,6721,2,1821,1,6590,175
6728,4,6728,2,1822,1,6476,174
6735,4,6735,2,1824,1,1141,171
6736,2,6736,1,1825,1,2436,174
6742,3,6742,2,1826,1,3353,2
6742,4,6742,2,1826,1,3353,2
6744,3,6744,1,1827,1,6851,3
6747,3,6747,2,1828,1,2278,178
6757,3,6757,2,1829,1,3202,2
6757,5,6757,2,1829,1,3202,2
6765,3,6765,1,1830,1,1055,4
6766,3,6766,2,1831,1,3082,2
6766,4,6766,2,1831,1,3082,2
6769,3,6769,2,1832,1,22,175
6774,4,6774,2,1833,1,6626,4
6774,5,6774,2,1833,1,6626,4
6777,4,6777,2,1834,1,1654,170
6778,2,6778,1,1835,1,834,174
6778,3,6778,1,1835,1,834,174
6781,3,6781,2,1836,1,2657,8
6781,4,6781,2,1836,1,2657,8
6789,2,6789,1,1838,1,3098,2
6789,3,6789,1,1838,1,3098,2
6792,3,6792,2,1839,1,3113,2
6797,3,6797,1,1840,1,5608,171
6797,4,6797,1,1840,1,5608,171
6798,3,6798,1,1841,1,5987,1
6802,2,6802,1,1842,1,5706,6
6802,3,6802,1,1842,1,5706,6
6803,3,6803,2,1843,1,961,3
6803,4,6803,2,1843,1,961,3
6806,2,6806,1,1844,1,5299,170
6810,2,6810,1,1845,1,6710,31
6812,2,0,0,1997,1,6232,37
6815,3,6815,2,1846,1,2034,4
6815,5,6815,2,1846,1,2034,4
6820,2,6820,1,1847,1,6706,176
6820,3,6820,1,1847,1,6706,176
6821,2,6821,1,1848,1,6228,30
6821,3,6821,1,1848,1,6228,30
6827,3,6827,2,1849,1,5663,32
6829,4,6829,2,1850,1,6205,2
6829,6,6829,2,1850,1,6205,2
6830,2,6830,1,1851,1,6590,31
6835,3,0,0,1998,1,6171,1
6836,3,6836,1,1852,1,6358,3
6842,3,6842,2,1853,1,899,177
6843,2,6843,1,1854,1,5584,30
6853,2,6853,1,1855,1,6475,32
6859,2,6859,1,1856,1,5834,173
6860,2,6860,1,1857,1,1088,178
6860,3,6860,1,1857,1,1088,178
6861,4,6861,2,1858,1,2260,173
6861,5,6861,2,1858,1,2260,173
6865,2,6865,1,1859,1,5057,30
6866,4,6866,2,1860,1,728,3
6869,3,6869,1,1861,1,2443,170
6869,4,6869,1,1861,1,2443,170
6872,3,6872,2,1862,1,4,5
6879,2,6879,1,1863,1,2083,174
6879,3,6879,1,1863,1,2083,174
6880,2,6880,1,1864,1,1516,171
6880,3,6880,1,1864,1,1516,171
6882,3,6882,2,1865,1,1242,177
6882,5,6882,2,1865,1,1242,177
6886,3,6886,2,1866,1,6499,185
6889,2,6889,1,1867,1,6115,15
6889,3,6889,1,1867,1,6115,15
6896,3,6896,2,1868,1,6478,181
6907,3,6907,2,1869,1,128,172
6907,4,6907,2,1869,1,128,172
6913,3,6913,2,1870,1,3389,2
6918,2,6918,1,1871,1,6153,178
6919,2,6919,1,1872,1,5299,32
6923,3,6923,2,1873,1,2095,177
6923,4,6923,2,1873,1,2095,177
6931,2,6931,1,1874,1,1782,174
6934,5,6934,2,1875,1,6187,11
6934,6,6934,2,1875,1,6187,11
6938,2,6938,1,1876,1,1242,6
6938,3,6938,1,1876,1,1242,6
6941,2,6941,1,1877,1,84,177
6941,3,6941,1,1877,1,84,177
6958,2,6958,1,1878,1,6646,30
6958,3,6958,1,1878,1,6646,30
6960,3,6960,2,1879,1,2260,6
6960,5,6960,2,1879,1,2260,6
6963,3,6963,1,1880,1,5812,9
6966,3,6966,2,1881,1,5323,3
6967,3,6967,2,1882,1,1242,171
6971,2,6971,1,1883,1,5133,3
6974,3,2327,2,508,1,5287,5
6985,3,6985,2,1884,1,5443,7
6987,2,6987,1,1885,1,1690,174
6987,3,6987,1,1885,1,1690,174
6988,2,6988,1,1886,1,6750,183
6988,3,6988,1,1886,1,6750,183
6991,2,6991,1,1887,1,3143,1
6996,3,6996,1,1888,1,1332,180
7000,5,7000,2,1889,1,1841,171
7000,6,7000,2,1889,1,1841,171
7005,2,7005,1,1890,1,1852,30
7011,3,7011,2,1891,1,2067,189
7014,4,7014,1,1892,1,6664,177
7014,5,7014,1,1892,1,6664,177
7023,3,7023,2,1893,1,5014,32
7026,4,7026,2,1894,1,1163,172
7036,3,7036,2,1895,1,2251,174
7038,3,7038,2,1896,1,1163,4
7044,5,7044,2,1897,1,5904,176
7044,7,7044,2,1897,1,5904,176
7047,3,7047,1,1898,1,1055,172
7055,2,7055,1,1899,1,2006,174
7055,3,7055,1,1899,1,2006,174
7059,2,7059,1,1900,1,6616,179
7059,4,7059,1,1900,1,6616,179
7061,3,7061,1,1901,1,2341,4
7061,4,7061,1,1901,1,2341,4
7063,2,7063,1,1902,1,712,4
7065,2,7065,1,1903,1,3347,4
7070,3,7070,2,1904,1,5663,7
7086,3,7086,2,1905,1,3057,2
7087,3,7087,2,1906,1,626,188
7087,4,7087,2,1906,1,626,188
7090,2,7090,1,1907,1,5664,3
7090,3,7090,1,1907,1,5664,3
7093,2,7093,1,1908,1,1363,170
7098,3,7098,2,1909,1,1028,6
7098,4,7098,2,1909,1,1028,6
7113,4,7113,2,1910,1,344,6
7113,5,7113,2,1910,1,344,6
7114,6,7114,2,1911,1,3047,2
7117,4,7117,2,1912,1,3151,2
7117,5,7117,2,1912,1,3151,2
7125,2,7125,1,1914,1,5120,5
7133,3,7133,2,1915,1,722,178
7136,4,7136,2,1916,1,769,3
7136,5,7136,2,1916,1,769,3
7141,5,7141,2,1917,1,5018,3
7142,3,7142,2,1918,1,5120,173
7144,2,7144,1,1919,1,6590,34
7149,4,7149,2,1920,1,3206,2
7154,3,7154,2,1921,1,5835,35
7155,2,7155,1,1922,1,1722,183
7155,3,7155,1,1922,1,1722,183
7158,4,7158,1,1923,1,1670,172
7162,2,7162,1,1924,1,6867,203
7163,5,7163,2,1925,1,1541,5
7164,3,7164,2,1926,1,5055,171
7164,7,7164,2,1926,1,5055,171
7166,2,7166,1,1927,1,5853,33
7174,3,7174,2,1928,1,3088,3
7174,4,7174,2,1928,1,3088,3
7184,3,7184,1,1929,1,6115,37
7184,4,7184,2,1929,2,6115,176
7185,2,7185,1,1930,1,3130,1
7192,3,7192,2,1931,1,3043,2
7193,3,7193,2,1932,1,2558,170
7203,4,7203,1,1933,1,6262,4
7211,3,7211,2,1934,1,6547,171
7211,4,7211,2,1934,1,6547,171
7214,3,7214,2,1935,1,1163,175
7218,2,7218,1,1936,1,2642,179
7218,3,7218,1,1936,1,2642,179
7220,4,7220,2,1937,1,6484,5
7221,2,7221,1,1938,1,1722,35
7222,3,7222,2,1939,1,5040,30
7222,4,7222,2,1939,1,5040,30
7226,3,7226,2,1940,1,1701,4
7226,4,7226,2,1940,1,1701,4
7232,3,7232,2,1941,1,3211,2
7232,4,7232,2,1941,1,3211,2
7235,3,7235,2,1942,1,2288,4
7235,4,7235,2,1942,1,2288,4
7239,3,7239,1,1943,1,6342,2
7250,2,7250,1,1944,1,1695,33
7250,3,7250,1,1944,1,1695,33
7260,4,7260,1,1945,1,3248,1
7260,5,7260,1,1945,1,3248,1
7261,3,7261,1,1946,1,6598,4
7261,4,7261,1,1946,1,6598,4
7270,2,7270,1,1947,1,1332,174
7270,3,7270,1,1947,1,1332,174
7276,3,7276,1,1948,1,6625,30
7279,3,7279,1,1949,1,496,180
7283,2,7283,1,1950,1,826,173
7286,3,7286,2,1951,1,1648,172
7286,4,7286,2,1951,1,1648,172
7295,2,7295,1,1952,1,5449,30
7300,3,7300,2,1953,1,478,36
7301,2,7301,1,1954,1,5406,173
7301,3,7301,1,1954,1,5406,173
7304,3,661,1,111,1,1690,30
7306,2,7306,1,1955,1,5120,178
7307,2,7307,1,1956,1,6227,5
7307,3,7307,1,1956,1,6227,5
7309,3,7309,2,1957,1,5164,3
7312,2,7312,1,1958,1,6545,179
7324,4,7324,2,1959,1,356,177
7331,2,7331,1,1960,1,3390,2
7335,3,7335,2,1961,1,1498,175
7335,4,7335,2,1961,1,1498,175
7337,3,7337,1,1962,1,1654,172
7338,3,7338,2,1963,1,5965,182
7338,4,7338,2,1963,1,5965,182
7360,3,7360,2,1964,1,1163,171
7360,4,7360,2,1964,1,1163,171
7364,2,7364,1,1965,1,6722,5
7370,2,0,0,1999,1,2714,191
7377,3,7377,2,1966,1,5812,33
7377,4,7377,2,1966,1,5812,33
7378,4,7378,1,1967,1,5614,5
7378,5,7378,71,1967,2,5614,31
7384,3,7384,2,1968,1,868,6
7384,4,7384,2,1968,1,868,6
7396,3,7396,1,1969,1,5942,9
7397,2,7397,1,1970,1,1613,176
7404,1,6788,1,1837,1,5689,6
7411,2,7411,1,1971,1,1084,4
7415,2,7415,1,1972,1,5559,176
7423,4,7423,1,1973,1,5861,3
7423,5,7423,1,1973,1,5861,3
7424,3,7424,1,1974,1,6845,186
7424,4,7424,1,1974,1,6845,186
7429,3,7429,2,1975,1,479,170
7429,4,7429,2,1975,1,479,170
7438,2,7438,1,1976,1,2278,184
7443,2,7443,1,1977,1,6475,195
